L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value,U_at_max_Wstar,delta_U_maximum_minus_Wstar
8,4,5,0.5,1.0,onsite_pair_density,1.0,0.2875579899723533,2.0,-1.0
8,4,5,0.5,1.0,onsite_pair_variance,1.0,3.0216246879812663,2.0,-1.0
8,4,5,0.5,1.0,charge_fluctuation,1.0,0.5289211934394067,2.0,-1.0
8,4,5,0.5,1.0,fock_entropy_normalized,1.0,0.8557562205453333,2.0,-1.0
8,4,5,0.5,1.0,pr_normalized,1.0,0.2860174208149467,2.0,-1.0
8,4,5,0.5,1.0,Nres_mean_l1.0,1.0,2.9016161616164,2.0,-1.0
8,4,5,0.5,1.0,Nres_mean_l2.0,1.0,4.949454545454467,2.0,-1.0
8,4,5,0.5,1.0,fres_l1.0,1.0,0.49871527777777336,2.0,-1.0
8,4,5,0.5,1.0,fres_l2.0,1.0,0.8506874999996666,2.0,-1.0
8,5,5,0.625,1.0,onsite_pair_density,1.0,0.48888151051838674,2.0,-1.0
8,5,5,0.625,1.0,onsite_pair_variance,1.0,5.1098183643523996,2.0,-1.0
8,5,5,0.625,1.0,charge_fluctuation,1.0,0.7149780037442733,2.0,-1.0
8,5,5,0.625,1.0,fock_entropy_normalized,1.0,0.8696432408161666,2.0,-1.0
8,5,5,0.625,1.0,pr_normalized,1.0,0.2693175210393,2.0,-1.0
8,5,5,0.625,1.0,Nres_mean_l1.0,1.0,3.0925757575761335,2.0,-1.0
8,5,5,0.625,1.0,Nres_mean_l2.0,1.0,5.370336700337133,2.0,-1.0
8,5,5,0.625,1.0,fres_l1.0,1.0,0.46388636363638674,2.0,-1.0
8,5,5,0.625,1.0,fres_l2.0,1.0,0.8055505050505133,2.0,-1.0
8,6,5,0.75,1.0,onsite_pair_density,1.0,0.7351789063226067,2.0,-1.0
8,6,5,0.75,1.0,onsite_pair_variance,1.0,7.8827978065924675,2.0,-1.0
8,6,5,0.75,1.0,charge_fluctuation,1.0,0.9150799555577733,2.0,-1.0
8,6,5,0.75,1.0,fock_entropy_normalized,1.0,0.87992021907604,2.0,-1.0
8,6,5,0.75,1.0,pr_normalized,1.0,0.25869347787855335,2.0,-1.0
8,6,5,0.75,1.0,Nres_mean_l1.0,1.0,3.2495784543326,2.0,-1.0
8,6,5,0.75,1.0,Nres_mean_l2.0,1.0,5.7023653395788,2.0,-1.0
8,6,5,0.75,1.0,fres_l1.0,1.0,0.43910443037973335,2.0,-1.0
8,6,5,0.75,1.0,fres_l2.0,1.0,0.77054113924054,2.0,-1.0
8,7,5,0.875,1.0,onsite_pair_density,1.0,1.0267410677434665,1.0,0.0
8,7,5,0.875,1.0,onsite_pair_variance,1.0,11.046536210568666,1.0,0.0
8,7,5,0.875,1.0,charge_fluctuation,1.0,1.1292348703883333,1.0,0.0
8,7,5,0.875,1.0,fock_entropy_normalized,1.0,0.8883802993261134,1.0,0.0
8,7,5,0.875,1.0,pr_normalized,1.0,0.25301593513419335,1.0,0.0
8,7,5,0.875,1.0,Nres_mean_l1.0,1.0,3.392656373713067,1.0,0.0
8,7,5,0.875,1.0,Nres_mean_l2.0,1.0,6.020926365795,1.0,0.0
8,7,5,0.875,1.0,fres_l1.0,1.0,0.4215786107831467,1.0,0.0
8,7,5,0.875,1.0,fres_l2.0,1.0,0.7481729634002333,1.0,0.0
8,4,5,0.5,2.0,onsite_pair_density,1.0,0.2906740823002334,2.0,-1.0
8,4,5,0.5,2.0,onsite_pair_variance,1.0,3.486515865342666,2.0,-1.0
8,4,5,0.5,2.0,charge_fluctuation,1.0,0.51933651411358,2.0,-1.0
8,4,5,0.5,2.0,fock_entropy_normalized,1.0,0.8352070213812733,2.0,-1.0
8,4,5,0.5,2.0,pr_normalized,1.0,0.24374744475714,2.0,-1.0
8,4,5,0.5,2.0,Nres_mean_l1.0,1.0,2.265252525253,2.0,-1.0
8,4,5,0.5,2.0,Nres_mean_l2.0,1.0,4.012202020202,2.0,-1.0
8,4,5,0.5,2.0,fres_l1.0,1.0,0.38934027777779334,2.0,-1.0
8,4,5,0.5,2.0,fres_l2.0,1.0,0.6895972222222201,2.0,-1.0
8,5,5,0.625,2.0,onsite_pair_density,1.0,0.49226078803482665,2.0,-1.0
8,5,5,0.625,2.0,onsite_pair_variance,1.0,6.130263866258,2.0,-1.0
8,5,5,0.625,2.0,charge_fluctuation,1.0,0.7061015408223666,2.0,-1.0
8,5,5,0.625,2.0,fock_entropy_normalized,1.0,0.8530795582945601,2.0,-1.0
8,5,5,0.625,2.0,pr_normalized,1.0,0.23128202530114,2.0,-1.0
8,5,5,0.625,2.0,Nres_mean_l1.0,1.0,2.453703703703667,2.0,-1.0
8,5,5,0.625,2.0,Nres_mean_l2.0,1.0,4.473973063972734,2.0,-1.0
8,5,5,0.625,2.0,fres_l1.0,1.0,0.36805555555554,2.0,-1.0
8,5,5,0.625,2.0,fres_l2.0,1.0,0.6710959595959535,2.0,-1.0
8,6,5,0.75,2.0,onsite_pair_density,1.0,0.7410904450068866,2.0,-1.0
8,6,5,0.75,2.0,onsite_pair_variance,1.0,9.336897172633,2.0,-1.0
8,6,5,0.75,2.0,charge_fluctuation,1.0,0.9107643115662066,2.0,-1.0
8,6,5,0.75,2.0,fock_entropy_normalized,1.0,0.8676565121905734,2.0,-1.0
8,6,5,0.75,2.0,pr_normalized,1.0,0.22684573871437333,2.0,-1.0
8,6,5,0.75,2.0,Nres_mean_l1.0,1.0,2.7003747072599333,2.0,-1.0
8,6,5,0.75,2.0,Nres_mean_l2.0,1.0,4.916588602654333,2.0,-1.0
8,6,5,0.75,2.0,fres_l1.0,1.0,0.36489240506326,2.0,-1.0
8,6,5,0.75,2.0,fres_l2.0,1.0,0.6643618143459933,2.0,-1.0
8,7,5,0.875,2.0,onsite_pair_density,1.0,1.033064727794533,1.0,0.0
8,7,5,0.875,2.0,onsite_pair_variance,1.0,13.07480067279,1.0,0.0
8,7,5,0.875,2.0,charge_fluctuation,1.0,1.1254779735481335,1.0,0.0
8,7,5,0.875,2.0,fock_entropy_normalized,1.0,0.8780232192208598,1.0,0.0
8,7,5,0.875,2.0,pr_normalized,1.0,0.22422206784646004,1.0,0.0
8,7,5,0.875,2.0,Nres_mean_l1.0,1.0,2.892280285035733,1.0,0.0
8,7,5,0.875,2.0,Nres_mean_l2.0,1.0,5.285142517814732,1.0,0.0
8,7,5,0.875,2.0,fres_l1.0,1.0,0.35940082644630666,1.0,0.0
8,7,5,0.875,2.0,fres_l2.0,1.0,0.6567429161747134,1.0,0.0
8,4,5,0.5,3.0,onsite_pair_density,1.0,0.2915205950959933,2.0,-1.0
8,4,5,0.5,3.0,onsite_pair_variance,1.0,3.9213685811634,2.0,-1.0
8,4,5,0.5,3.0,charge_fluctuation,1.0,0.4840518158808801,2.0,-1.0
8,4,5,0.5,3.0,fock_entropy_normalized,1.0,0.7789434102006267,2.0,-1.0
8,4,5,0.5,3.0,pr_normalized,1.0,0.16989336305587932,2.0,-1.0
8,4,5,0.5,3.0,Nres_mean_l1.0,1.0,1.7882020202023667,2.0,-1.0
8,4,5,0.5,3.0,Nres_mean_l2.0,1.0,3.2694141414143996,2.0,-1.0
8,4,5,0.5,3.0,fres_l1.0,1.0,0.3073472222222334,2.0,-1.0
8,4,5,0.5,3.0,fres_l2.0,1.0,0.5619305555555799,2.0,-1.0
8,5,5,0.625,3.0,onsite_pair_density,1.0,0.49241165294529327,2.0,-1.0
8,5,5,0.625,3.0,onsite_pair_variance,1.0,7.028443854944668,2.0,-1.0
8,5,5,0.625,3.0,charge_fluctuation,1.0,0.6682554295637667,2.0,-1.0
8,5,5,0.625,3.0,fock_entropy_normalized,1.0,0.8079844592348199,2.0,-1.0
8,5,5,0.625,3.0,pr_normalized,1.0,0.16422477718569667,2.0,-1.0
8,5,5,0.625,3.0,Nres_mean_l1.0,1.0,2.001447811447733,2.0,-1.0
8,5,5,0.625,3.0,Nres_mean_l2.0,1.0,3.7680303030301334,2.0,-1.0
8,5,5,0.625,3.0,fres_l1.0,1.0,0.30021717171714,2.0,-1.0
8,5,5,0.625,3.0,fres_l2.0,1.0,0.5652045454545334,2.0,-1.0
8,6,5,0.75,3.0,onsite_pair_density,1.0,0.7440943310481333,2.0,-1.0
8,6,5,0.75,3.0,onsite_pair_variance,1.0,11.0814232712988,2.0,-1.0
8,6,5,0.75,3.0,charge_fluctuation,1.0,0.8790942977446135,2.0,-1.0
8,6,5,0.75,3.0,fock_entropy_normalized,1.0,0.8328213605589199,2.0,-1.0
8,6,5,0.75,3.0,pr_normalized,1.0,0.1665552438799867,2.0,-1.0
8,6,5,0.75,3.0,Nres_mean_l1.0,1.0,2.3138641686183328,2.0,-1.0
8,6,5,0.75,3.0,Nres_mean_l2.0,1.0,4.283996877439733,2.0,-1.0
8,6,5,0.75,3.0,fres_l1.0,1.0,0.3126645569620134,2.0,-1.0
8,6,5,0.75,3.0,fres_l2.0,1.0,0.5788818565400867,2.0,-1.0
8,7,5,0.875,3.0,onsite_pair_density,1.0,1.0376113735850667,1.0,0.0
8,7,5,0.875,3.0,onsite_pair_variance,1.0,15.295470692105336,1.0,0.0
8,7,5,0.875,3.0,charge_fluctuation,1.0,1.0998107167390534,1.0,0.0
8,7,5,0.875,3.0,fock_entropy_normalized,1.0,0.8515644955285999,1.0,0.0
8,7,5,0.875,3.0,pr_normalized,1.0,0.172097814817534,1.0,0.0
8,7,5,0.875,3.0,Nres_mean_l1.0,1.0,2.5156611243070666,1.0,0.0
8,7,5,0.875,3.0,Nres_mean_l2.0,1.0,4.617790973871734,1.0,0.0
8,7,5,0.875,3.0,fres_l1.0,1.0,0.31260133805589335,1.0,0.0
8,7,5,0.875,3.0,fres_l2.0,1.0,0.5738164108618666,1.0,0.0
8,4,5,0.5,4.0,onsite_pair_density,1.0,0.28563398258615336,2.0,-1.0
8,4,5,0.5,4.0,onsite_pair_variance,1.0,3.8803313561888673,2.0,-1.0
8,4,5,0.5,4.0,charge_fluctuation,1.0,0.4196245622329467,2.0,-1.0
8,4,5,0.5,4.0,fock_entropy_normalized,1.0,0.6887043069195666,2.0,-1.0
8,4,5,0.5,4.0,pr_normalized,1.0,0.10408222798963067,2.0,-1.0
8,4,5,0.5,4.0,Nres_mean_l1.0,1.0,1.43737373737378,2.0,-1.0
8,4,5,0.5,4.0,Nres_mean_l2.0,1.0,2.7496161616160664,2.0,-1.0
8,4,5,0.5,4.0,fres_l1.0,1.0,0.247048611111102,2.0,-1.0
8,4,5,0.5,4.0,fres_l2.0,1.0,0.47259027777779994,2.0,-1.0
8,5,5,0.625,4.0,onsite_pair_density,1.0,0.48830479527990006,2.0,-1.0
8,5,5,0.625,4.0,onsite_pair_variance,1.0,7.337066476185467,2.0,-1.0
8,5,5,0.625,4.0,charge_fluctuation,1.0,0.6039370386338734,2.0,-1.0
8,5,5,0.625,4.0,fock_entropy_normalized,1.0,0.73762921947564,2.0,-1.0
8,5,5,0.625,4.0,pr_normalized,1.0,0.105788438542038,2.0,-1.0
8,5,5,0.625,4.0,Nres_mean_l1.0,1.0,1.7459595959599532,2.0,-1.0
8,5,5,0.625,4.0,Nres_mean_l2.0,1.0,3.2783838383837334,2.0,-1.0
8,5,5,0.625,4.0,fres_l1.0,1.0,0.26189393939393335,2.0,-1.0
8,5,5,0.625,4.0,fres_l2.0,1.0,0.49175757575759993,2.0,-1.0
8,6,5,0.75,4.0,onsite_pair_density,1.0,0.74106103322946,2.0,-1.0
8,6,5,0.75,4.0,onsite_pair_variance,1.0,11.8831426891292,2.0,-1.0
8,6,5,0.75,4.0,charge_fluctuation,1.0,0.8029851138600334,2.0,-1.0
8,6,5,0.75,4.0,fock_entropy_normalized,1.0,0.76739147172378,2.0,-1.0
8,6,5,0.75,4.0,pr_normalized,1.0,0.103403170523328,2.0,-1.0
8,6,5,0.75,4.0,Nres_mean_l1.0,1.0,1.927049180328106,2.0,-1.0
8,6,5,0.75,4.0,Nres_mean_l2.0,1.0,3.6736143637785985,2.0,-1.0
8,6,5,0.75,4.0,fres_l1.0,1.0,0.2603955696202267,2.0,-1.0
8,6,5,0.75,4.0,fres_l2.0,1.0,0.4964029535865201,2.0,-1.0
8,7,5,0.875,4.0,onsite_pair_density,1.0,1.03248574541112,1.0,0.0
8,7,5,0.875,4.0,onsite_pair_variance,1.0,16.297628948394,1.0,0.0
8,7,5,0.875,4.0,charge_fluctuation,1.0,1.0335058654884335,1.0,0.0
8,7,5,0.875,4.0,fock_entropy_normalized,1.0,0.80505107358708,1.0,0.0
8,7,5,0.875,4.0,pr_normalized,1.0,0.1173533726349233,1.0,0.0
8,7,5,0.875,4.0,Nres_mean_l1.0,1.0,2.1448099762472665,1.0,0.0
8,7,5,0.875,4.0,Nres_mean_l2.0,1.0,4.070609659541201,1.0,0.0
8,7,5,0.875,4.0,fres_l1.0,1.0,0.26651859504134,1.0,0.0
8,7,5,0.875,4.0,fres_l2.0,1.0,0.5058225108224933,1.0,0.0
8,4,5,0.5,5.0,onsite_pair_density,1.0,0.2841172270182599,2.0,-1.0
8,4,5,0.5,5.0,onsite_pair_variance,1.0,3.6864444496261997,2.0,-1.0
8,4,5,0.5,5.0,charge_fluctuation,1.0,0.37249730820922,2.0,-1.0
8,4,5,0.5,5.0,fock_entropy_normalized,1.0,0.6205399540955201,2.0,-1.0
8,4,5,0.5,5.0,pr_normalized,1.0,0.07458628659238933,2.0,-1.0
8,4,5,0.5,5.0,Nres_mean_l1.0,1.0,1.2431111111109467,2.0,-1.0
8,4,5,0.5,5.0,Nres_mean_l2.0,1.0,2.3807676767679333,2.0,-1.0
8,4,5,0.5,5.0,fres_l1.0,1.0,0.21365972222218602,2.0,-1.0
8,4,5,0.5,5.0,fres_l2.0,1.0,0.4091944444444533,2.0,-1.0
8,5,5,0.625,5.0,onsite_pair_density,1.0,0.48588222391113994,2.0,-1.0
8,5,5,0.625,5.0,onsite_pair_variance,1.0,7.203138607309267,2.0,-1.0
8,5,5,0.625,5.0,charge_fluctuation,1.0,0.54694655217292,2.0,-1.0
8,5,5,0.625,5.0,fock_entropy_normalized,1.0,0.6765000583774999,2.0,-1.0
8,5,5,0.625,5.0,pr_normalized,1.0,0.07395493837592866,2.0,-1.0
8,5,5,0.625,5.0,Nres_mean_l1.0,1.0,1.5541919191918268,2.0,-1.0
8,5,5,0.625,5.0,Nres_mean_l2.0,1.0,2.963131313131333,2.0,-1.0
8,5,5,0.625,5.0,fres_l1.0,1.0,0.23312878787871602,2.0,-1.0
8,5,5,0.625,5.0,fres_l2.0,1.0,0.4444696969697,2.0,-1.0
8,6,5,0.75,5.0,onsite_pair_density,1.0,0.73601267775712,2.0,-1.0
8,6,5,0.75,5.0,onsite_pair_variance,1.0,11.486842451385133,2.0,-1.0
8,6,5,0.75,5.0,charge_fluctuation,1.0,0.7073169407576533,2.0,-1.0
8,6,5,0.75,5.0,fock_entropy_normalized,1.0,0.69001630283794,2.0,-1.0
8,6,5,0.75,5.0,pr_normalized,1.0,0.0662588187560128,2.0,-1.0
8,6,5,0.75,5.0,Nres_mean_l1.0,1.0,1.6542466822793467,2.0,-1.0
8,6,5,0.75,5.0,Nres_mean_l2.0,1.0,3.1995940671351333,2.0,-1.0
