L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
8,4,5,0.5,2.0,5.231916489260114,0.17197175986418833
8,5,5,0.625,2.0,5.645194255984446,0.11044705119060665
8,6,5,0.75,2.0,6.0434792934397725,0.11600377365096357
8,7,5,0.875,1.0,6.45489206769991,0.08206332415634762
