L,N,nmax,filling,U,threshold,Wstar,Wstar_bootstrap_std,bootstrap_valid,bootstrap_total
8,4,5,0.5,1.0,0.45849718055994526,4.887384155428471,0.12269916517983753,1000,1000
8,4,5,0.5,2.0,0.45849718055994526,5.231916489260114,0.16663966464347107,1000,1000
8,4,5,0.5,3.0,0.45849718055994526,4.808371123392612,0.11033572934594271,1000,1000
8,4,5,0.5,4.0,0.45849718055994526,3.788856623369817,0.11819098352289802,1000,1000
8,4,5,0.5,5.0,0.45849718055994526,2.9400424598485366,0.07820283281812863,1000,1000
8,4,5,0.5,6.0,0.45849718055994526,2.702945276411971,0.06423268686242524,1000,1000
8,4,5,0.5,7.0,0.45849718055994526,2.529139918502574,0.06982619399648361,1000,1000
8,4,5,0.5,8.0,0.45849718055994526,2.4345153262451493,0.057456808527552895,1000,1000
8,4,5,0.5,9.0,0.45849718055994526,2.426399831755914,0.05626524552866874,1000,1000
8,4,5,0.5,10.0,0.45849718055994526,2.3187914862665333,0.07789510835429625,1000,1000
8,5,5,0.625,1.0,0.45849718055994526,5.46545785431435,0.05611919736102899,1000,1000
8,5,5,0.625,2.0,0.45849718055994526,5.645194255984446,0.11150056943078086,1000,1000
8,5,5,0.625,3.0,0.45849718055994526,4.864134494603376,0.09806887690476983,1000,1000
8,5,5,0.625,4.0,0.45849718055994526,3.200513566800879,0.08541818924999063,1000,1000
8,5,5,0.625,5.0,0.45849718055994526,2.2418297319783522,0.0942829328874972,1000,1000
8,5,5,0.625,6.0,0.45849718055994526,2.1169270044562287,0.06698121662112415,1000,1000
8,5,5,0.625,7.0,0.45849718055994526,2.023689791365408,0.05909449069979519,1000,1000
8,5,5,0.625,8.0,0.45849718055994526,1.9442961284004079,0.05978011441892486,1000,1000
8,5,5,0.625,9.0,0.45849718055994526,1.7749897342257355,0.04862557291494252,1000,1000
8,5,5,0.625,10.0,0.45849718055994526,1.7038391210911912,0.037627769018270585,1000,1000
8,6,5,0.75,1.0,0.45849718055994526,5.990396006214498,0.1663475513942965,1000,1000
8,6,5,0.75,2.0,0.45849718055994526,6.0434792934397725,0.11814450790310219,1000,1000
8,6,5,0.75,3.0,0.45849718055994526,4.758989125316788,0.09445895911978097,1000,1000
8,6,5,0.75,4.0,0.45849718055994526,2.506023385499308,0.05251445350904377,1000,1000
8,6,5,0.75,5.0,0.45849718055994526,1.7437730145093973,0.02939931551456509,1000,1000
8,6,5,0.75,6.0,0.45849718055994526,1.6406100899235656,0.028512502359560182,1000,1000
8,6,5,0.75,7.0,0.45849718055994526,1.4876099272107808,0.02989093101627001,1000,1000
8,6,5,0.75,8.0,0.45849718055994526,1.4122285402571038,0.029972467172159987,1000,1000
8,6,5,0.75,9.0,0.45849718055994526,1.2220728776635266,0.028259819754418897,1000,1000
8,6,5,0.75,10.0,0.45849718055994526,0.983605506594179,0.028813641536637156,1000,1000
8,7,5,0.875,1.0,0.45849718055994526,6.45489206769991,0.07961033707839005,1000,1000
8,7,5,0.875,2.0,0.45849718055994526,6.284337989402574,0.12218223335958352,1000,1000
8,7,5,0.875,3.0,0.45849718055994526,4.821357602237482,0.09185346989724333,1000,1000
8,7,5,0.875,4.0,0.45849718055994526,2.465855427579857,0.04122174283025461,1000,1000
8,7,5,0.875,5.0,0.45849718055994526,1.3420109608257904,0.023004130608471694,1000,1000
8,7,5,0.875,6.0,0.45849718055994526,1.0301249127862548,0.027670482161787614,1000,1000
8,7,5,0.875,7.0,0.45849718055994526,0.8427800907144918,0.023129772542401453,1000,1000
8,7,5,0.875,8.0,0.45849718055994526,0.5637931431964458,0.03494901626594198,1000,1000
8,7,5,0.875,9.0,0.45849718055994526,0.3801926763611666,0.031139166691941753,1000,1000
8,7,5,0.875,10.0,0.45849718055994526,0.13536128072678366,0.03276435813118847,764,1000
