L,N,nmax,filling,U,W,r_mean,r_mean_stderr,r_mean_n,onsite_pair_density,onsite_pair_density_stderr,onsite_pair_density_n,onsite_pair_variance,onsite_pair_variance_stderr,onsite_pair_variance_n,charge_fluctuation,charge_fluctuation_stderr,charge_fluctuation_n,fock_entropy_normalized,fock_entropy_normalized_stderr,fock_entropy_normalized_n,ipr,ipr_stderr,ipr_n,pr,pr_stderr,pr_n,pr_normalized,pr_normalized_stderr,pr_normalized_n,entanglement_entropy,entanglement_entropy_stderr,entanglement_entropy_n,diag_std,diag_std_stderr,diag_std_n,disorder_diag_std,disorder_diag_std_stderr,disorder_diag_std_n,interaction_diag_std,interaction_diag_std_stderr,interaction_diag_std_n,connectivity_mean,connectivity_mean_stderr,connectivity_mean_n,Nres_mean_l1.0,Nres_mean_l1.0_stderr,Nres_mean_l1.0_n,Nres_mean_l2.0,Nres_mean_l2.0_stderr,Nres_mean_l2.0_n,fres_l1.0,fres_l1.0_stderr,fres_l1.0_n,fres_l2.0,fres_l2.0_stderr,fres_l2.0_n
8,4,5,0.5,1.0,1.0,0.5340935731466067,0.0020558182057909603,150,0.2875579899723533,0.00015275318849333083,150,3.0216246879812663,0.006263147676786622,150,0.5289211934394067,0.00015200123107098933,150,0.8557562205453333,0.00012344211474641859,150,0.010817414894481332,1.4074571543311835e-05,150,94.38574886893068,0.10237167489457236,150,0.2860174208149467,0.0003102171966501595,150,nan,nan,0,2.736612765639733,0.008225278320828443,150,1.2441826041208133,0.018397271850589845,150,2.429137546509999,7.276241125344999e-17,150,5.81818181818,0.0,150,2.9016161616164,0.027035943872174967,150,4.949454545454467,0.01075690287694937,150,0.49871527777777336,0.004646802853036514,150,0.8506874999996666,0.0018488426819708334,150
8,4,5,0.5,2.0,1.0,0.52753796263358,0.002033401093927844,150,0.2602111106477,0.00015968090764891877,150,1.3395305432021334,0.004818688971026478,150,0.48294968353094664,0.000258525497809168,150,0.8045221849721467,0.000335533374756959,150,0.018664800007224668,7.774434010202893e-05,150,64.68009769182868,0.18129979470873214,150,0.19600029603586,0.0005493933172967226,150,nan,nan,0,5.016087862843133,0.004323295786754703,150,1.2298662775601201,0.018044398958186356,150,4.858275093019998,1.4552482250689998e-16,150,5.81818181818,0.0,150,2.31838383838412,0.03732050288398091,150,3.2674343434334667,0.012589202583943263,150,0.3984722222221533,0.0064144614331753756,150,0.5615902777778401,0.0021637691941088647,150
8,4,5,0.5,3.0,1.0,0.5203133702202266,0.0021887954234074106,150,0.2576765810013067,6.452327804159334e-05,150,0.6557693383546266,0.0029076347888445267,150,0.4544590385555999,0.00042410001702059756,150,0.7498305536053,0.0005915297328630186,150,0.03415618241118266,0.00018218119015146503,150,48.06410516434,0.2667797774027243,150,0.14564880352828666,0.0008084235678873716,150,nan,nan,0,7.395113363537466,0.0030313234311035377,150,1.23710506937754,0.018727806105288448,150,7.287412639530001,7.276241125344999e-17,150,5.81818181818,0.0,150,2.3023838383834736,0.03827121605718411,150,3.0162020202004007,0.0006345333098613516,150,0.3957222222222,0.0065778652598108035,150,0.5184097222222065,0.00010906041264257281,150
8,4,5,0.5,4.0,1.0,0.51502672900284,0.0019437235306210983,150,0.26055572376638003,6.63696804700837e-05,150,0.3484360343095,0.0007022067175905275,150,0.4365761932767267,0.0008298317639546948,150,0.7144758588805867,0.001000827804578894,150,0.04916237550152867,0.0003366382954678349,150,41.65014552340734,0.31291219748522964,150,0.12621256219212867,0.0009482187802560546,150,nan,nan,0,9.800437000610934,0.0024594416223640055,150,1.2572504984969666,0.01963429890683347,150,9.716550186029998,1.4552482250689998e-16,150,5.81818181818,0.0,150,2.29107070707018,0.03759871004442882,150,3.00606060606,0.0,150,0.39377777777774,0.006462278288866755,150,0.516666666667,0.0,150
8,4,5,0.5,5.0,1.0,0.5158548359774,0.0020355505119281103,150,0.26196019743297333,1.4240287671639967e-05,150,0.22577549160510663,0.00017584650885618796,150,0.4312633990185467,0.0009394279836488037,150,0.6979171364142666,0.0011197285218310668,150,0.055725525075531336,0.0004433575175619351,150,38.85775353235533,0.3015556338161278,150,0.11775076827988801,0.0009138049509564037,150,nan,nan,0,12.210863483201335,0.0018037432840648463,150,1.2401533394531534,0.01831143214689876,150,12.145687732500003,1.4552482250689998e-16,150,5.81818181818,0.0,150,2.29333333333278,0.03469035638509421,150,3.00606060606,0.0,150,0.3941666666666533,0.0059624050036698635,150,0.516666666667,0.0,150
8,4,5,0.5,6.0,1.0,0.5099946172671,0.0020066361556851336,150,0.26239198889461995,9.439344970028799e-06,150,0.15884903995068667,0.00011261667636884593,150,0.42406999237,0.0012367395101703323,150,0.6836921786693999,0.001436265363822626,150,0.06252524094728533,0.0006243818237623733,150,36.658203157204,0.3483070398387516,150,0.11108546411273001,0.0010554758782978326,150,nan,nan,0,14.63011178868733,0.0016189161237793815,150,1.24843533899042,0.019462362823684753,150,14.574825279099999,1.4552482250689998e-16,150,5.81818181818,0.0,150,2.248080808080427,0.04028150356301377,150,3.00606060606,0.0,150,0.38638888888889994,0.006923383424878664,150,0.516666666667,0.0,150
8,4,5,0.5,7.0,1.0,0.5096817411746534,0.0021883388219527842,150,0.2627027652360133,7.053789839548637e-06,150,0.11759588522114667,6.66800430311227e-05,150,0.42339656180132,0.0011798968702883797,150,0.6787108050797733,0.0014111579287062782,150,0.06512794481387467,0.0005807837193702776,150,36.281126943264,0.34216792959929143,150,0.10994280891894799,0.0010368725139359065,150,nan,nan,0,17.048107903475998,0.0013077023067548893,150,1.203930471240907,0.019043845314244606,150,17.0039628256,0.0,150,5.81818181818,0.0,150,2.35668686868638,0.038114683230777,150,3.00606060606,0.0,150,0.40505555555555334,0.006550961180276564,150,0.516666666667,0.0,150
8,4,5,0.5,8.0,1.0,0.5079105869242666,0.0021447012661132215,150,0.2628695980999866,5.910818918478749e-06,150,0.09053942957527866,4.769642508980139e-05,150,0.41881409134058667,0.0012034653756825106,150,0.6699113460006466,0.001470276008948005,150,0.06840601468429867,0.0005841252693286063,150,34.856635850646,0.33583194002550393,150,0.10562616924442866,0.0010176725455355493,150,nan,nan,0,19.474958353011335,0.0012391702450985675,150,1.2534133515824935,0.019695082770146553,150,19.433100372099997,2.9104964501379997e-16,150,5.81818181818,0.0,150,2.2458181818176137,0.0398005425977854,150,3.00606060606,0.0,150,0.38600000000002,0.006840718258980375,150,0.516666666667,0.0,150
8,4,5,0.5,9.0,1.0,0.5094537151666934,0.0020584933405147763,150,0.2630201957231466,4.303167562046812e-06,150,0.071764447845312,3.6593984218947505e-05,150,0.41850608420553326,0.0013730278269106194,150,0.66697637937524,0.0016306673594916905,150,0.070361963952006,0.0007157600012790508,150,34.77122896464933,0.3620690893854301,150,0.10536736049894734,0.0010971790587426243,150,nan,nan,0,21.898120358885336,0.00110312105934621,150,1.2290204338237598,0.02005337365463692,150,21.862237918599998,2.9104964501379997e-16,150,5.81818181818,0.0,150,2.345373737373647,0.03600788568348434,150,3.00606060606,0.0,150,0.40311111111110665,0.006188855351831808,150,0.516666666667,0.0,150
8,4,5,0.5,10.0,1.0,0.5062129450264798,0.0020893493731085904,150,0.2631354260133267,3.4108752659982247e-06,150,0.05835738094989999,2.8999178213332917e-05,150,0.41706071953129337,0.001233449442596919,150,0.66360400844398,0.001494436850856565,150,0.07171423961200468,0.000650545010977724,150,34.30731844848667,0.3298216864102862,150,0.10396157105605267,0.0009994596557906172,150,nan,nan,0,24.323636749701333,0.0009166975439054264,150,1.23184082206726,0.018514667599420512,150,24.291375465099996,2.9104964501379997e-16,150,5.81818181818,0.0,150,2.325010101009601,0.03509604775531743,150,3.00606060606,0.0,150,0.39961111111111997,0.006032133207930649,150,0.516666666667,0.0,150
