L,N,nmax,W_over_t,observable,n_disorder,U_peak,peak_value,quality_flag
7,5,5,2.0,S2_sum,100,0.012776053665127865,3.3675852674152815,ok
7,5,5,2.0,S2_sum,300,0.020615276492128,3.385238594651541,ok
7,5,5,2.0,Sstar_mean,100,0.2213232980796069,1.4096371981532525,ok
7,5,5,2.0,Sstar_mean,300,0.22167845117080398,1.4139608383804114,ok
7,5,5,2.1,M_per_edge,100,0.005,0.7795131392948891,nonnegative_curvature
7,5,5,2.1,M_per_edge,300,0.0,0.7859402726528866,boundary
7,5,5,2.1,M_sum,100,0.012674317008865581,4.528086657434258,ok
7,5,5,2.1,M_sum,300,0.013412435496370377,4.560859293242437,ok
7,5,5,2.1,S2_per_edge,100,0.005,0.5725868470610976,nonnegative_curvature
7,5,5,2.1,S2_per_edge,300,0.0,0.5763291792746685,boundary
7,5,5,2.1,S2_sum,100,0.01278287048421162,3.3262202054623575,ok
7,5,5,2.1,S2_sum,300,0.02120047499708509,3.3447291567198416,ok
7,5,5,2.1,Sstar_mean,100,0.23520235186469582,1.4042498618208739,ok
7,5,5,2.1,Sstar_mean,300,0.23437698188219835,1.4092849686645412,ok
7,5,5,2.2,M_per_edge,100,0.005,0.7675612145719677,nonnegative_curvature
7,5,5,2.2,M_per_edge,300,0.0,0.7741769092089933,boundary
7,5,5,2.2,M_sum,100,0.013069678879272689,4.458278946745959,ok
7,5,5,2.2,M_sum,300,0.013157899353365468,4.49243959132511,ok
7,5,5,2.2,S2_per_edge,100,0.005,0.5655461626664834,nonnegative_curvature
7,5,5,2.2,S2_per_edge,300,0.0,0.5694227784840117,boundary
7,5,5,2.2,S2_sum,100,0.013296132500322853,3.2850471119638893,ok
7,5,5,2.2,S2_sum,300,0.01479778948774772,3.304477567291707,ok
7,5,5,2.2,Sstar_mean,100,0.23,1.4003196302828165,nonnegative_curvature
7,5,5,2.2,Sstar_mean,300,0.22219323960002663,1.4048635637229387,ok
7,5,5,2.3,M_per_edge,100,0.005,0.755851111372656,nonnegative_curvature
7,5,5,2.3,M_per_edge,300,0.0,0.762644257264126,boundary
7,5,5,2.3,M_sum,100,0.05176352346851543,4.39016278188986,vertex_outside_fit_window
7,5,5,2.3,M_sum,300,0.02366375796847383,4.425560063981217,ok
7,5,5,2.3,S2_per_edge,100,0.005,0.5586025810345304,nonnegative_curvature
7,5,5,2.3,S2_per_edge,300,0.0,0.5626070197247264,boundary
7,5,5,2.3,S2_sum,100,0.02424838415968015,3.2444702163696606,vertex_outside_fit_window
7,5,5,2.3,S2_sum,300,0.02479356245109913,3.2649885228130917,ok
7,5,5,2.3,Sstar_mean,100,0.19537316206383085,1.397041189601537,ok
7,5,5,2.3,Sstar_mean,300,0.22636705589020076,1.4007336667389425,ok
7,5,5,2.4000000000000004,M_per_edge,100,0.0,0.7443882991941985,boundary
7,5,5,2.4000000000000004,M_per_edge,300,0.0,0.7513484564619969,boundary
7,5,5,2.4000000000000004,M_sum,100,0.01656535781622659,4.323457723422041,ok
7,5,5,2.4000000000000004,M_sum,300,0.02486069955334956,4.360003377642023,ok
7,5,5,2.4000000000000004,S2_per_edge,100,0.0,0.5517624683214506,boundary
7,5,5,2.4000000000000004,S2_per_edge,300,0.0,0.5558884782307979,boundary
7,5,5,2.4000000000000004,S2_sum,100,0.01624334862007418,3.2048055256823336,ok
7,5,5,2.4000000000000004,S2_sum,300,0.025885603359925468,3.2260035977866433,ok
7,5,5,2.4000000000000004,Sstar_mean,100,0.22398538672239462,1.3946542536242361,ok
7,5,5,2.4000000000000004,Sstar_mean,300,0.2747723769924633,1.397777524412049,ok
7,5,5,2.5,M_per_edge,100,0.005,0.733188998382628,nonnegative_curvature
7,5,5,2.5,M_per_edge,300,0.0,0.7402932320708124,boundary
7,5,5,2.5,M_sum,100,0.0188243566687767,4.258523861329644,ok
7,5,5,2.5,M_sum,300,0.02,4.295897409145891,nonnegative_curvature
7,5,5,2.5,S2_per_edge,100,0.005,0.5450378320128395,nonnegative_curvature
7,5,5,2.5,S2_per_edge,300,0.0,0.5492722446463987,boundary
7,5,5,2.5,S2_sum,100,0.01822781744964318,3.1658304580623025,ok
7,5,5,2.5,S2_sum,300,0.024735143496965283,3.1875453891193413,ok
7,5,5,2.5,Sstar_mean,100,0.2858378062925472,1.3919662816908551,ok
7,5,5,2.5,Sstar_mean,300,0.2853617177221115,1.3949308756709267,ok
7,6,6,0.8,M_per_edge,100,0.0,0.9538879581695029,boundary
7,6,6,0.8,M_per_edge,300,0.0,0.9522106890872652,boundary
7,6,6,0.8,M_sum,100,-0.0016610626855971585,6.078356628898967,vertex_outside_fit_window
7,6,6,0.8,M_sum,300,0.0,6.066118951618955,boundary
7,6,6,0.8,S2_per_edge,100,0.0,0.669541674586182,boundary
7,6,6,0.8,S2_per_edge,300,0.0,0.6686739887337377,boundary
7,6,6,0.8,S2_sum,100,-0.002116035288756053,4.266491628852412,vertex_outside_fit_window
7,6,6,0.8,S2_sum,300,0.0,4.259886424505592,boundary
7,6,6,0.8,Sstar_mean,100,-0.018843246175950446,1.519526647714877,vertex_outside_fit_window
7,6,6,0.8,Sstar_mean,300,0.0,1.5189000821566367,boundary
7,6,6,0.9,M_per_edge,100,0.0,0.9435789825402244,boundary
7,6,6,0.9,M_per_edge,300,0.0,0.9415542359448716,boundary
7,6,6,0.9,M_sum,100,0.0,6.012330366761106,boundary
7,6,6,0.9,M_sum,300,0.0,5.998164156387994,boundary
7,6,6,0.9,S2_per_edge,100,0.0,0.6641256250217341,boundary
7,6,6,0.9,S2_per_edge,300,0.0,0.6630714615144471,boundary
7,6,6,0.9,S2_sum,100,0.0,4.231742973769966,boundary
7,6,6,0.9,S2_sum,300,0.0,4.224159365201137,boundary
7,6,6,0.9,Sstar_mean,100,0.0,1.5166220949124647,boundary
7,6,6,0.9,Sstar_mean,300,0.0,1.5160430503050493,boundary
7,6,6,1.0,M_per_edge,100,0.0,0.9327671290353712,boundary
7,6,6,1.0,M_per_edge,300,0.0,0.9303867518056569,boundary
7,6,6,1.0,M_sum,100,0.0,5.943389311935839,boundary
7,6,6,1.0,M_sum,300,0.0,5.92695198607824,boundary
7,6,6,1.0,S2_per_edge,100,0.0,0.6583953614746874,boundary
7,6,6,1.0,S2_per_edge,300,0.0,0.6571480326488587,boundary
7,6,6,1.0,S2_sum,100,0.0,4.195205082380079,boundary
7,6,6,1.0,S2_sum,300,0.0,4.1863865219640495,boundary
7,6,6,1.0,Sstar_mean,100,0.0,1.5134452653758428,boundary
7,6,6,1.0,Sstar_mean,300,0.0,1.512799066868703,boundary
7,6,6,1.1,M_per_edge,100,0.0,0.9215737274449599,boundary
7,6,6,1.1,M_per_edge,300,0.0,0.9188342534349924,boundary
7,6,6,1.1,M_sum,100,0.0,5.872014165318466,boundary
7,6,6,1.1,M_sum,300,0.0,5.853286296617849,boundary
7,6,6,1.1,S2_per_edge,100,0.0,0.6524107559871859,boundary
7,6,6,1.1,S2_per_edge,300,0.0,0.6509659685510877,boundary
7,6,6,1.1,S2_sum,100,0.0,4.157044813514861,boundary
7,6,6,1.1,S2_sum,300,0.0,4.146965090807592,boundary
7,6,6,1.1,Sstar_mean,100,0.0,1.5098809958186303,boundary
7,6,6,1.1,Sstar_mean,300,0.0,1.5091241808787321,boundary
7,6,6,1.2000000000000002,M_per_edge,100,0.0,0.9101038049357167,boundary
7,6,6,1.2000000000000002,M_per_edge,300,0.0,0.9070057185335452,boundary
7,6,6,1.2000000000000002,M_sum,100,-0.0030248035249848815,5.798837160808779,vertex_outside_fit_window
7,6,6,1.2000000000000002,M_sum,300,0.0,5.777862233361755,boundary
7,6,6,1.2000000000000002,S2_per_edge,100,0.0,0.6462250695466962,boundary
7,6,6,1.2000000000000002,S2_per_edge,300,0.0,0.6445806011747196,boundary
7,6,6,1.2000000000000002,S2_sum,100,-0.004525672035286867,4.1176044701151175,vertex_outside_fit_window
7,6,6,1.2000000000000002,S2_sum,300,0.0,4.106248027937605,boundary
7,6,6,1.2000000000000002,Sstar_mean,100,0.0,1.5059875588992613,boundary
7,6,6,1.2000000000000002,Sstar_mean,300,0.0,1.505126011223406,boundary
7,6,6,1.3,M_per_edge,100,0.0,0.8984470484914026,boundary
7,6,6,1.3,M_per_edge,300,0.0,0.8949941274087827,boundary
7,6,6,1.3,M_sum,100,0.005460047173389726,5.724713367073086,ok
7,6,6,1.3,M_sum,300,0.0,5.701272871006489,boundary
7,6,6,1.3,S2_per_edge,100,0.0,0.6398850763879872,boundary
7,6,6,1.3,S2_per_edge,300,0.0,0.6380404807285401,boundary
7,6,6,1.3,S2_sum,100,0.00553735107038836,4.077292008873751,ok
7,6,6,1.3,S2_sum,300,0.0,4.064545021140712,boundary
7,6,6,1.3,Sstar_mean,100,0.0,1.5016233843995253,boundary
7,6,6,1.3,Sstar_mean,300,0.0,1.5007140882813144,boundary
7,6,6,1.4000000000000001,M_per_edge,100,0.0026622828860563674,0.8866813157544989,ok
7,6,6,1.4000000000000001,M_per_edge,300,0.0,0.8828779483785185,boundary
7,6,6,1.4000000000000001,M_sum,100,0.005627756955554376,5.649543716861816,ok
7,6,6,1.4000000000000001,M_sum,300,0.0,5.62401868770796,boundary
7,6,6,1.4000000000000001,S2_per_edge,100,0.002697693444432346,0.6334325291198306,ok
7,6,6,1.4000000000000001,S2_per_edge,300,0.0,0.6313877837955179,boundary
7,6,6,1.4000000000000001,S2_sum,100,0.005713587364258905,4.036049698499799,ok
7,6,6,1.4000000000000001,S2_sum,300,0.0,4.022125091764604,boundary
7,6,6,1.4000000000000001,Sstar_mean,100,0.0,1.4970694391494057,boundary
7,6,6,1.4000000000000001,Sstar_mean,300,0.0,1.4961196356412367,boundary
7,6,6,1.5,M_per_edge,100,-0.006916656989996334,0.8748724342424758,vertex_outside_fit_window
7,6,6,1.5,M_per_edge,300,0.0,0.8707227910138541,boundary
7,6,6,1.5,M_sum,100,0.006003008679390651,5.5743132540319555,ok
7,6,6,1.5,M_sum,300,0.0,5.546518112519274,boundary
7,6,6,1.5,S2_per_edge,100,-0.007045094202965214,0.6269039826809737,vertex_outside_fit_window
7,6,6,1.5,S2_per_edge,300,0.0,0.6246588559339487,boundary
7,6,6,1.5,S2_sum,100,0.006148930363890209,3.9944891124040756,ok
7,6,6,1.5,S2_sum,300,0.0,3.9792200556955946,boundary
7,6,6,1.5,Sstar_mean,100,0.0,1.492000892761758,boundary
7,6,6,1.5,Sstar_mean,300,0.0,1.490967743619855,boundary
7,6,6,1.6,M_per_edge,100,0.0,0.8630532558768959,boundary
7,6,6,1.6,M_per_edge,300,0.0,0.8585830577762319,boundary
7,6,6,1.6,M_sum,100,0.006411875555872971,5.499061943939389,ok
7,6,6,1.6,M_sum,300,0.0,5.4691180642727835,boundary
7,6,6,1.6,S2_per_edge,100,0.0,0.6203185459325491,boundary
7,6,6,1.6,S2_per_edge,300,0.0,0.6178848075670434,boundary
7,6,6,1.6,S2_sum,100,0.006601203154134594,3.9525787806278943,ok
7,6,6,1.6,S2_sum,300,0.0,3.9360283250884476,boundary
7,6,6,1.6,Sstar_mean,100,0.0,1.4863192832871335,boundary
7,6,6,1.6,Sstar_mean,300,0.0,1.48532920786443,boundary
7,6,6,1.7000000000000002,M_per_edge,100,-0.0017972232936757718,0.8512936966011786,vertex_outside_fit_window
7,6,6,1.7000000000000002,M_per_edge,300,0.0,0.8465034987213563,boundary
7,6,6,1.7000000000000002,M_sum,100,0.005682357830635557,5.423821814592598,ok
7,6,6,1.7000000000000002,M_sum,300,0.0,5.392103872989537,boundary
7,6,6,1.7000000000000002,S2_per_edge,100,-0.001938542573826475,0.6137163944106637,vertex_outside_fit_window
7,6,6,1.7000000000000002,S2_per_edge,300,0.0,0.6110921118630505,boundary
7,6,6,1.7000000000000002,S2_sum,100,0.005926707308781678,3.910286215122191,ok
7,6,6,1.7000000000000002,S2_sum,300,0.0,3.8927187233213947,boundary
7,6,6,1.7000000000000002,Sstar_mean,100,0.0,1.4806438232964325,boundary
7,6,6,1.7000000000000002,Sstar_mean,300,0.0,1.4794877435971083,boundary
7,6,6,1.8,M_per_edge,100,0.0,0.8396131177571626,boundary
7,6,6,1.8,M_per_edge,300,0.0,0.8345206223440463,boundary
7,6,6,1.8,M_sum,100,0.011113855137559532,5.3495925691583235,ok
7,6,6,1.8,M_sum,300,0.0,5.315708283865742,boundary
7,6,6,1.8,S2_per_edge,100,0.0,0.6071101663462938,boundary
7,6,6,1.8,S2_per_edge,300,0.0,0.604303174378107,boundary
7,6,6,1.8,S2_sum,100,0.011266110206945805,3.868364064560376,ok
7,6,6,1.8,S2_sum,300,0.0,3.8494341201069666,boundary
7,6,6,1.8,Sstar_mean,100,0.0,1.4745132620670298,boundary
7,6,6,1.8,Sstar_mean,300,0.0,1.4733321442100533,boundary
7,6,6,1.9000000000000001,M_per_edge,100,0.0,0.8280478079470178,boundary
7,6,6,1.9000000000000001,M_per_edge,300,0.0,0.8226639455603302,boundary
7,6,6,1.9000000000000001,M_sum,100,0.01217020501014661,5.275648608943542,ok
7,6,6,1.9000000000000001,M_sum,300,0.0,5.240119434964665,boundary
7,6,6,1.9000000000000001,S2_per_edge,100,0.0,0.600522522486067,boundary
7,6,6,1.9000000000000001,S2_per_edge,300,0.0,0.5975368583769259,boundary
7,6,6,1.9000000000000001,S2_sum,100,0.012304440054907757,3.8262126884849907,ok
7,6,6,1.9000000000000001,S2_sum,300,0.0,3.806294783969074,boundary
7,6,6,1.9000000000000001,Sstar_mean,100,0.0,1.468260954464988,boundary
7,6,6,1.9000000000000001,Sstar_mean,300,0.0,1.466995121642501,boundary
7,6,6,2.0,M_per_edge,100,0.0,0.8166184644723857,boundary
7,6,6,2.0,M_per_edge,300,0.0,0.810957083285735,boundary
7,6,6,2.0,M_sum,100,0.01161761710744717,5.202720911546938,ok
7,6,6,2.0,M_sum,300,0.0,5.1654878113014036,boundary
7,6,6,2.0,S2_per_edge,100,0.0,0.5939673986368557,boundary
7,6,6,2.0,S2_per_edge,300,0.0,0.5908089588481292,boundary
7,6,6,2.0,S2_sum,100,0.011758473598789895,3.784380830887783,ok
7,6,6,2.0,S2_sum,300,0.0,3.7634014074142064,boundary
7,6,6,2.0,Sstar_mean,100,0.0,1.4618353202939773,boundary
7,6,6,2.0,Sstar_mean,300,0.0,1.4606367325559668,boundary
7,6,6,2.1,M_per_edge,100,0.0,0.8053435216718491,boundary
7,6,6,2.1,M_per_edge,300,0.0,0.7994186875067751,boundary
7,6,6,2.1,M_sum,100,0.011896194617992698,5.130855483569651,ok
7,6,6,2.1,M_sum,300,0.0,5.091932238335451,boundary
7,6,6,2.1,S2_per_edge,100,0.0,0.5874576436176069,boundary
7,6,6,2.1,S2_per_edge,300,0.0,0.584132623839639,boundary
7,6,6,2.1,S2_sum,100,0.011983443577136335,3.742883383803366,ok
7,6,6,2.1,S2_sum,300,0.0,3.720837795949399,boundary
7,6,6,2.1,Sstar_mean,100,0.17921797288951227,1.4558634066993261,ok
7,6,6,2.1,Sstar_mean,300,0.0,1.454342102266265,boundary
7,6,6,2.2,M_per_edge,100,0.0,0.7942374315877642,boundary
7,6,6,2.2,M_per_edge,300,0.0,0.7880632502084223,boundary
7,6,6,2.2,M_sum,100,0.013011110540909164,5.059883058037332,ok
7,6,6,2.2,M_sum,300,0.0,5.019545006455537,boundary
7,6,6,2.2,S2_per_edge,100,0.0,0.5810039270767232,boundary
7,6,6,2.2,S2_per_edge,300,0.0,0.5775187250125664,boundary
7,6,6,2.2,S2_sum,100,0.0132050654883298,3.7016348364843976,ok
7,6,6,2.2,S2_sum,300,0.0,3.678673233013876,boundary
7,6,6,2.2,Sstar_mean,100,0.18622677472334223,1.4504325384600252,vertex_outside_fit_window
7,6,6,2.2,Sstar_mean,300,0.17301246353465413,1.4490449764173716,ok
7,6,6,2.3,M_per_edge,100,0.0,0.7833113144821889,boundary
7,6,6,2.3,M_per_edge,300,0.0,0.7769017860243559,boundary
7,6,6,2.3,M_sum,100,0.013678470728918288,4.990395912330459,ok
7,6,6,2.3,M_sum,300,0.0,4.948396227686812,boundary
7,6,6,2.3,S2_per_edge,100,0.0,0.5746150485222286,boundary
7,6,6,2.3,S2_per_edge,300,0.0,0.5709761810692947,boundary
7,6,6,2.3,S2_sum,100,0.013872650571994542,3.661032392648158,ok
7,6,6,2.3,S2_sum,300,0.0,3.636964544126123,boundary
7,6,6,2.3,Sstar_mean,100,0.22701152391582938,1.4460008478489788,ok
7,6,6,2.3,Sstar_mean,300,0.22497490619106827,1.4444946480666994,ok
7,6,6,2.4000000000000004,M_per_edge,100,0.0,0.7725735087716527,boundary
7,6,6,2.4000000000000004,M_per_edge,300,0.0,0.7659424103013076,boundary
7,6,6,2.4000000000000004,M_sum,100,0.013971420118047563,4.922068530373006,ok
7,6,6,2.4000000000000004,M_sum,300,0.0,4.878537524760873,boundary
7,6,6,2.4000000000000004,S2_per_edge,100,0.0,0.5682982051815708,boundary
7,6,6,2.4000000000000004,S2_per_edge,300,0.0,0.5645122385130018,boundary
7,6,6,2.4000000000000004,S2_sum,100,0.014132088815909067,3.6208602423765104,ok
7,6,6,2.4000000000000004,S2_sum,300,0.0,3.595757888677994,boundary
7,6,6,2.4000000000000004,Sstar_mean,100,0.24286312802369994,1.4418362561828875,ok
7,6,6,2.4000000000000004,Sstar_mean,300,0.24289792145852573,1.4406690198406156,ok
7,6,6,2.5,M_per_edge,100,0.0,0.7620300347668517,boundary
7,6,6,2.5,M_per_edge,300,0.0,0.7551908272103671,boundary
7,6,6,2.5,M_sum,100,0.01711504879661362,4.854757834656378,ok
7,6,6,2.5,M_sum,300,0.0,4.810005145950899,boundary
7,6,6,2.5,S2_per_edge,100,0.0,0.5620592233098362,boundary
7,6,6,2.5,S2_per_edge,300,0.0,0.5581327144148565,boundary
7,6,6,2.5,S2_sum,100,0.017372990176288346,3.5810197398878505,ok
7,6,6,2.5,S2_sum,300,0.0,3.55509030921457,boundary
7,6,6,2.5,Sstar_mean,100,0.2525744190110429,1.4382564300998815,ok
7,6,6,2.5,Sstar_mean,300,0.25224764364896607,1.4375809802428903,ok
7,7,7,0.8,M_per_edge,100,0.0,0.9550809308904357,boundary
7,7,7,0.8,M_per_edge,300,0.0,0.9560594087003058,boundary
7,7,7,0.8,M_sum,100,0.0,6.562463895035697,boundary
7,7,7,0.8,M_sum,300,0.0017770367611028499,6.556396324830349,ok
7,7,7,0.8,S2_per_edge,100,0.0,0.6701414960102268,boundary
7,7,7,0.8,S2_per_edge,300,0.0,0.6706568527706633,boundary
7,7,7,0.8,S2_sum,100,-0.000989668115773955,4.604723410222988,vertex_outside_fit_window
7,7,7,0.8,S2_sum,300,0.0019371430285529056,4.599286774367973,ok
7,7,7,0.8,Sstar_mean,100,0.013141868231429273,1.5520076409774586,ok
7,7,7,0.8,Sstar_mean,300,0.00158700808499099,1.5511684979497622,ok
7,7,7,0.9,M_per_edge,100,0.0,0.9450695008986382,boundary
7,7,7,0.9,M_per_edge,300,0.0,0.9462201295527296,boundary
7,7,7,0.9,M_sum,100,0.005,6.493846566656683,nonnegative_curvature
7,7,7,0.9,M_sum,300,0.0,6.4885780681243,boundary
7,7,7,0.9,S2_per_edge,100,0.0,0.6648776537101502,boundary
7,7,7,0.9,S2_per_edge,300,0.0,0.6654904246335378,boundary
7,7,7,0.9,S2_sum,100,0.005,4.568690557661624,nonnegative_curvature
7,7,7,0.9,S2_sum,300,0.0,4.563632836109871,boundary
7,7,7,0.9,Sstar_mean,100,0.014376380057574427,1.5499097079244062,ok
7,7,7,0.9,Sstar_mean,300,-0.0013507922993137597,1.5491388392295198,vertex_outside_fit_window
7,7,7,1.0,M_per_edge,100,0.0,0.9345772492274428,boundary
7,7,7,1.0,M_per_edge,300,0.0,0.9358921512356502,boundary
7,7,7,1.0,M_sum,100,-0.011202107564006261,6.422076748901601,vertex_outside_fit_window
7,7,7,1.0,M_sum,300,0.0025953579613881865,6.417809143044271,ok
7,7,7,1.0,S2_per_edge,100,0.0,0.6593123349812935,boundary
7,7,7,1.0,S2_per_edge,300,0.0,0.6600206465171462,boundary
7,7,7,1.0,S2_sum,100,-0.01412854713238622,4.53069717049065,vertex_outside_fit_window
7,7,7,1.0,S2_sum,300,0.0028379171230015245,4.526190803906884,ok
7,7,7,1.0,Sstar_mean,100,0.013068949210572106,1.5476301222499442,ok
7,7,7,1.0,Sstar_mean,300,0.004159181883137334,1.5468918141922572,ok
7,7,7,1.1,M_per_edge,100,0.0,0.9237212203986219,boundary
7,7,7,1.1,M_per_edge,300,0.0,0.9251895806532346,boundary
7,7,7,1.1,M_sum,100,-0.01056921546865704,6.347628334361379,vertex_outside_fit_window
7,7,7,1.1,M_sum,300,0.0016727729463520647,6.34434916089946,ok
7,7,7,1.1,S2_per_edge,100,0.0,0.6535035255024517,boundary
7,7,7,1.1,S2_per_edge,300,0.0,0.6543038019300805,boundary
7,7,7,1.1,S2_sum,100,-0.01129703506036702,4.490863221763273,vertex_outside_fit_window
7,7,7,1.1,S2_sum,300,0.0018269278235918686,4.486955899029189,ok
7,7,7,1.1,Sstar_mean,100,0.00817162167567204,1.5450411584187285,ok
7,7,7,1.1,Sstar_mean,300,0.003788773991108033,1.5443647246488361,ok
7,7,7,1.2000000000000002,M_per_edge,100,0.0,0.9126023485720115,boundary
7,7,7,1.2000000000000002,M_per_edge,300,0.0,0.914211396209188,boundary
7,7,7,1.2000000000000002,M_sum,100,0.005057426338560896,6.27094061661862,ok
7,7,7,1.2000000000000002,M_sum,300,0.004632513613604562,6.2690837262008605,ok
7,7,7,1.2000000000000002,S2_per_edge,100,0.0,0.6475026199196234,boundary
7,7,7,1.2000000000000002,S2_per_edge,300,0.0,0.6483900198036611,boundary
7,7,7,1.2000000000000002,S2_sum,100,0.005359922069808838,4.449478729570639,ok
7,7,7,1.2000000000000002,S2_sum,300,0.004953885761807144,4.446451504688044,ok
7,7,7,1.2000000000000002,Sstar_mean,100,0.008599464750175437,1.5421742874335895,ok
7,7,7,1.2000000000000002,Sstar_mean,300,0.0038762029056761006,1.5415682324658586,ok
7,7,7,1.3,M_per_edge,100,0.0,0.9013065449031029,boundary
7,7,7,1.3,M_per_edge,300,0.0,0.9030423655505361,boundary
7,7,7,1.3,M_sum,100,0.0014640354751550594,6.1930763761405885,ok
7,7,7,1.3,M_sum,300,0.002857086199024971,6.192208847260598,ok
7,7,7,1.3,S2_per_edge,100,0.0,0.6413546103747584,boundary
7,7,7,1.3,S2_per_edge,300,0.0,0.6423234072657613,boundary
7,7,7,1.3,S2_sum,100,0.0022761788062019305,4.4070529317365805,ok
7,7,7,1.3,S2_sum,300,0.0031567084708038393,4.404654333594124,ok
7,7,7,1.3,Sstar_mean,100,0.011389959362198618,1.5389036686651638,ok
7,7,7,1.3,Sstar_mean,300,0.0049895202598729035,1.5384629399724206,ok
7,7,7,1.4000000000000001,M_per_edge,100,0.0,0.8899061741325939,boundary
7,7,7,1.4000000000000001,M_per_edge,300,0.0,0.8917543536593677,boundary
7,7,7,1.4000000000000001,M_sum,100,-0.011922322169871175,6.11489292149723,vertex_outside_fit_window
7,7,7,1.4000000000000001,M_sum,300,0.0037120862368286325,6.114708036137035,ok
7,7,7,1.4000000000000001,S2_per_edge,100,0.0,0.6350985070027656,boundary
7,7,7,1.4000000000000001,S2_per_edge,300,0.0,0.6361424083482151,boundary
7,7,7,1.4000000000000001,S2_sum,100,-0.010181046843992965,4.3640932555591165,vertex_outside_fit_window
7,7,7,1.4000000000000001,S2_sum,300,0.004015716484490983,4.3622183135616766,ok
7,7,7,1.4000000000000001,Sstar_mean,100,0.014486569256064358,1.5354081141166185,ok
7,7,7,1.4000000000000001,Sstar_mean,300,0.004756512808994611,1.5350750530933712,ok
7,7,7,1.5,M_per_edge,100,0.0,0.8784616612073479,boundary
7,7,7,1.5,M_per_edge,300,0.0,0.8804077770056644,boundary
7,7,7,1.5,M_sum,100,0.0028015679815334015,6.035787686910267,ok
7,7,7,1.5,M_sum,300,0.004936983417099204,6.036822976379612,ok
7,7,7,1.5,S2_per_edge,100,0.0,0.6287678753572312,boundary
7,7,7,1.5,S2_per_edge,300,0.0,0.6298802810808478,boundary
7,7,7,1.5,S2_sum,100,0.003443895351160443,4.3203610098600445,ok
7,7,7,1.5,S2_sum,300,0.005287847821516751,4.319242707230531,ok
7,7,7,1.5,Sstar_mean,100,0.00815655708090897,1.5316136622298313,ok
7,7,7,1.5,Sstar_mean,300,0.005926166970368742,1.531486690547376,ok
7,7,7,1.6,M_per_edge,100,0.0,0.8670230727263517,boundary
7,7,7,1.6,M_per_edge,300,0.0,0.8690530548842645,boundary
7,7,7,1.6,M_sum,100,-0.000891802914259349,5.9572480905152165,vertex_outside_fit_window
7,7,7,1.6,M_sum,300,0.0034659850638079654,5.958738892398555,ok
7,7,7,1.6,S2_per_edge,100,0.0,0.6223914148968818,boundary
7,7,7,1.6,S2_per_edge,300,0.0,0.6235656211829159,boundary
7,7,7,1.6,S2_sum,100,-0.0003409261632707475,4.2765680307567795,vertex_outside_fit_window
7,7,7,1.6,S2_sum,300,0.003833099376192387,4.275787372663987,ok
7,7,7,1.6,Sstar_mean,100,0.02034449165709104,1.527328019516011,ok
7,7,7,1.6,Sstar_mean,300,0.006357512339486517,1.5274100619847926,ok
7,7,7,1.7000000000000002,M_per_edge,100,0.0,0.855631589073121,boundary
7,7,7,1.7000000000000002,M_per_edge,300,0.0,0.8577319749359283,boundary
7,7,7,1.7000000000000002,M_sum,100,-0.001216715865293699,5.878740524872696,vertex_outside_fit_window
7,7,7,1.7000000000000002,M_sum,300,0.003472200082866318,5.880959577407798,ok
7,7,7,1.7000000000000002,S2_per_edge,100,0.0,0.6159935316915548,boundary
7,7,7,1.7000000000000002,S2_per_edge,300,0.0,0.6172228872834555,boundary
7,7,7,1.7000000000000002,S2_sum,100,2.112347299546818e-06,4.232441021016426,ok
7,7,7,1.7000000000000002,S2_sum,300,0.0040038594930016415,4.232207308049968,ok
7,7,7,1.7000000000000002,Sstar_mean,100,0.008503397551330108,1.5226788574770578,ok
7,7,7,1.7000000000000002,Sstar_mean,300,0.005327703304926614,1.5229769052729591,ok
7,7,7,1.8,M_per_edge,100,0.0,0.8443208284846286,boundary
7,7,7,1.8,M_per_edge,300,0.0,0.8464789324768502,boundary
7,7,7,1.8,M_sum,100,0.006441107335365381,5.801444428680527,ok
7,7,7,1.8,M_sum,300,0.005218809096498464,5.8038836912097596,ok
7,7,7,1.8,S2_per_edge,100,0.0,0.6095948786137065,boundary
7,7,7,1.8,S2_per_edge,300,0.0,0.6108729012944872,boundary
7,7,7,1.8,S2_sum,100,0.006825071503943963,4.188841584571644,ok
7,7,7,1.8,S2_sum,300,0.005658692042054019,4.18874909125911,ok
7,7,7,1.8,Sstar_mean,100,0.007495676587565679,1.5178106541847636,ok
7,7,7,1.8,Sstar_mean,300,0.0055814690527659664,1.5182459235227381,ok
7,7,7,1.9000000000000001,M_per_edge,100,0.0,0.8331180116128596,boundary
7,7,7,1.9000000000000001,M_per_edge,300,0.0,0.8353220293487921,boundary
7,7,7,1.9000000000000001,M_sum,100,0.006646660204942138,5.724447602469527,ok
7,7,7,1.9000000000000001,M_sum,300,0.004916972006167199,5.727224819171825,ok
7,7,7,1.9000000000000001,S2_per_edge,100,0.0,0.603212849514522,boundary
7,7,7,1.9000000000000001,S2_per_edge,300,0.0,0.6045333100108196,boundary
7,7,7,1.9000000000000001,S2_sum,100,0.007049770923615641,4.144977519696855,ok
7,7,7,1.9000000000000001,S2_sum,300,0.005543534998668695,4.145180163733943,ok
7,7,7,1.9000000000000001,Sstar_mean,100,0.008433407472576123,1.5123825476474155,ok
7,7,7,1.9000000000000001,Sstar_mean,300,0.005411043586879617,1.5131506769502563,ok
