L,N,nmax,W_over_t,observable,U_peak,U_peak_ci_low,U_peak_ci_high,peak_value,curvature,fit_method,quality_flag,bootstrap_valid,n_samples
7,5,5,1.7000000000000002,S2_per_edge,0.0,nan,nan,0.6046612186070212,nan,local_parabola_5_points,boundary,0,300
7,5,5,1.7000000000000002,Sstar_mean,0.16875755777662485,0.14401015165751727,0.20499231468221024,1.4301387440162678,-0.8493326073378651,local_parabola_5_points,ok,922,300
7,5,5,1.8,M_sum,0.018113451943723036,0.003576721409248201,0.048580750915222945,4.773247799417615,-8.885897762023953,local_parabola_5_points,ok,826,300
7,5,5,1.8,M_per_edge,0.0,nan,nan,0.8225050844933416,nan,local_parabola_5_points,boundary,0,300
7,5,5,1.8,S2_sum,0.019290855602993307,0.004041011184340278,0.05014648037596145,3.4676673589989035,-6.022913903655427,local_parabola_5_points,ok,863,300
7,5,5,1.8,S2_per_edge,0.0,nan,nan,0.5974981907665515,nan,local_parabola_5_points,boundary,0,300
7,5,5,1.8,Sstar_mean,0.17828945585665112,0.16015538936948162,0.2143551801222028,1.424722380560776,-3.5948369191402785,local_parabola_5_points,ok,954,300
7,5,5,1.9000000000000001,M_sum,0.016808223778030235,0.004890958701156873,0.050515291745707944,4.701453646925232,-4.085950149411271,local_parabola_5_points,ok,861,300
7,5,5,1.9000000000000001,M_per_edge,0.0,nan,nan,0.8101192042209292,nan,local_parabola_5_points,boundary,0,300
7,5,5,1.9000000000000001,S2_sum,0.01846031337331899,0.005785295084914808,0.052903323989458885,3.426412574868793,-2.8403107415757187,local_parabola_5_points,ok,884,300
7,5,5,1.9000000000000001,S2_per_edge,0.0,nan,nan,0.5903785100277008,nan,local_parabola_5_points,boundary,0,300
7,5,5,1.9000000000000001,Sstar_mean,0.21320780262035446,0.1645490934168395,0.23546568054404005,1.419354092048204,-1.8755168960011566,local_parabola_5_points,ok,914,300
7,5,5,2.0,M_sum,0.019072309055895034,0.004384998937470969,0.05330449846497198,4.63040311721826,-5.905813403344506,local_parabola_5_points,ok,820,300
7,5,5,2.0,M_per_edge,0.0,nan,nan,0.7979252612426757,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.0,S2_sum,0.020615276492128,0.0051284256219489,0.055350832841222164,3.385238594651541,-3.739514052935864,local_parabola_5_points,ok,843,300
7,5,5,2.0,S2_per_edge,0.0,nan,nan,0.5833178910450709,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.0,Sstar_mean,0.22167845117080398,0.166433821456999,0.24846067176846104,1.4139608383804114,-1.1197400469232344,local_parabola_5_points,ok,969,300
7,5,5,2.1,M_sum,0.013412435496370377,0.005059248221590987,0.05385477390723558,4.560859293242437,-4.781099727316901,local_parabola_5_points,ok,825,300
7,5,5,2.1,M_per_edge,0.0,nan,nan,0.7859402726528866,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.1,S2_sum,0.02120047499708509,0.005639179544298797,0.056770897376723535,3.3447291567198416,-6.391309163353195,local_parabola_5_points,ok,859,300
7,5,5,2.1,S2_per_edge,0.0,nan,nan,0.5763291792746685,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.1,Sstar_mean,0.23437698188219835,0.1885508724794115,0.2561366042340722,1.4092849686645412,-0.9450480915714822,local_parabola_5_points,ok,940,300
7,5,5,2.2,M_sum,0.013157899353365468,0.004352340419056118,0.05715965989007822,4.49243959132511,-3.2916366675894975,local_parabola_5_points,ok,783,300
7,5,5,2.2,M_per_edge,0.0,nan,nan,0.7741769092089933,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.2,S2_sum,0.01479778948774772,0.005722633011388091,0.059377609524053014,3.304477567291707,-2.4265676469965713,local_parabola_5_points,ok,813,300
7,5,5,2.2,S2_per_edge,0.0,nan,nan,0.5694227784840117,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.2,Sstar_mean,0.22219323960002663,0.21209143872648273,0.2716149028544208,1.4048635637229387,-2.839046642753819,local_parabola_5_points,ok,957,300
7,5,5,2.3,M_sum,0.02366375796847383,0.004779671166108946,0.05705703548218797,4.425560063981217,-8.460718946291973,local_parabola_5_points,ok,723,300
7,5,5,2.3,M_per_edge,0.0,nan,nan,0.762644257264126,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.3,S2_sum,0.02479356245109913,0.0055180797969011566,0.06139676099050859,3.2649885228130917,-5.686048988248194,local_parabola_5_points,ok,769,300
7,5,5,2.3,S2_per_edge,0.0,nan,nan,0.5626070197247264,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.3,Sstar_mean,0.22636705589020076,0.1891465807136589,0.28315227208265104,1.4007336667389425,-2.7925360940177777,local_parabola_5_points,ok,977,300
7,5,5,2.4000000000000004,M_sum,0.02486069955334956,0.005385542771295669,0.0576189821089276,4.360003377642023,-10.112619049728911,local_parabola_5_points,ok,731,300
7,5,5,2.4000000000000004,M_per_edge,0.0,nan,nan,0.7513484564619969,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.4000000000000004,S2_sum,0.025885603359925468,0.005993297379074971,0.06479199156347121,3.2260035977866433,-7.129275519852852,local_parabola_5_points,ok,791,300
7,5,5,2.4000000000000004,S2_per_edge,0.0,nan,nan,0.5558884782307979,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.4000000000000004,Sstar_mean,0.2747723769924633,0.19211494324038195,0.2971515562423988,1.397777524412049,-2.496012006394625,local_parabola_5_points,ok,967,300
7,5,5,2.5,M_sum,0.02,0.0056393095918618845,0.03681681897005877,4.295897409145891,0.06803140657956683,local_parabola_5_points,nonnegative_curvature,745,300
7,5,5,2.5,M_per_edge,0.0,nan,nan,0.7402932320708124,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.5,S2_sum,0.024735143496965283,0.0065662598094949,0.06601128094366299,3.1875453891193413,-4.649936458718222,local_parabola_5_points,ok,798,300
7,5,5,2.5,S2_per_edge,0.0,nan,nan,0.5492722446463987,nan,local_parabola_5_points,boundary,0,300
7,5,5,2.5,Sstar_mean,0.2853617177221115,0.20592385991609707,0.2956425253718157,1.3949308756709267,-3.776592538866676,local_parabola_5_points,ok,974,300
7,6,6,0.8,M_sum,0.0,0.0004752220421206159,0.0175378852639601,6.066118951618955,nan,local_parabola_5_points,boundary,314,300
7,6,6,0.8,M_per_edge,0.0,nan,nan,0.9522106890872652,nan,local_parabola_5_points,boundary,0,300
7,6,6,0.8,S2_sum,0.0,0.00028872151663648747,0.018366574065440136,4.259886424505592,nan,local_parabola_5_points,boundary,327,300
7,6,6,0.8,S2_per_edge,0.0,nan,nan,0.6686739887337377,nan,local_parabola_5_points,boundary,0,300
7,6,6,0.8,Sstar_mean,0.0,0.0004863727187665436,0.016638154444333985,1.5189000821566367,nan,local_parabola_5_points,boundary,291,300
7,6,6,0.9,M_sum,0.0,0.0008440304301843478,0.01517375656023202,5.998164156387994,nan,local_parabola_5_points,boundary,395,300
7,6,6,0.9,M_per_edge,0.0,nan,nan,0.9415542359448716,nan,local_parabola_5_points,boundary,0,300
7,6,6,0.9,S2_sum,0.0,0.000718038177181812,0.01615370539299195,4.224159365201137,nan,local_parabola_5_points,boundary,407,300
7,6,6,0.9,S2_per_edge,0.0,nan,nan,0.6630714615144471,nan,local_parabola_5_points,boundary,0,300
7,6,6,0.9,Sstar_mean,0.0,0.0010597824126230265,0.01692438161484573,1.5160430503050493,nan,local_parabola_5_points,boundary,293,300
7,6,6,1.0,M_sum,0.0,0.0006189705203035813,0.02578696041491607,5.92695198607824,nan,local_parabola_5_points,boundary,124,300
7,6,6,1.0,M_per_edge,0.0,nan,nan,0.9303867518056569,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.0,S2_sum,0.0,0.0004948612953042535,0.025558756332480906,4.1863865219640495,nan,local_parabola_5_points,boundary,137,300
7,6,6,1.0,S2_per_edge,0.0,nan,nan,0.6571480326488587,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.0,Sstar_mean,0.0,0.00012359007294373366,0.023092732348752,1.512799066868703,nan,local_parabola_5_points,boundary,149,300
7,6,6,1.1,M_sum,0.0,0.0005094732644488186,0.02452768580496817,5.853286296617849,nan,local_parabola_5_points,boundary,208,300
7,6,6,1.1,M_per_edge,0.0,nan,nan,0.9188342534349924,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.1,S2_sum,0.0,0.0007051870099577812,0.026284732474626545,4.146965090807592,nan,local_parabola_5_points,boundary,217,300
7,6,6,1.1,S2_per_edge,0.0,nan,nan,0.6509659685510877,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.1,Sstar_mean,0.0,0.0006301303369807262,0.01850402139003757,1.5091241808787321,nan,local_parabola_5_points,boundary,378,300
7,6,6,1.2000000000000002,M_sum,0.0,0.001239044328654304,0.02306483666467837,5.777862233361755,nan,local_parabola_5_points,boundary,315,300
7,6,6,1.2000000000000002,M_per_edge,0.0,nan,nan,0.9070057185335452,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.2000000000000002,S2_sum,0.0,0.0012330590690740161,0.026386923561300003,4.106248027937605,nan,local_parabola_5_points,boundary,321,300
7,6,6,1.2000000000000002,S2_per_edge,0.0,nan,nan,0.6445806011747196,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.2000000000000002,Sstar_mean,0.0,0.0015937022785368362,0.021919856908602837,1.505126011223406,nan,local_parabola_5_points,boundary,261,300
7,6,6,1.3,M_sum,0.0,0.004872567931505991,0.01997075117460783,5.701272871006489,nan,local_parabola_5_points,boundary,334,300
7,6,6,1.3,M_per_edge,0.0,nan,nan,0.8949941274087827,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.3,S2_sum,0.0,0.005000995520396091,0.024802716697514757,4.064545021140712,nan,local_parabola_5_points,boundary,354,300
7,6,6,1.3,S2_per_edge,0.0,nan,nan,0.6380404807285401,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.3,Sstar_mean,0.0,0.005273948828838796,0.019945642313964524,1.5007140882813144,nan,local_parabola_5_points,boundary,310,300
7,6,6,1.4000000000000001,M_sum,0.0,0.005082196389799984,0.023739159178724982,5.62401868770796,nan,local_parabola_5_points,boundary,358,300
7,6,6,1.4000000000000001,M_per_edge,0.0,nan,nan,0.8828779483785185,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.4000000000000001,S2_sum,0.0,0.005214793512444453,0.02859767806627354,4.022125091764604,nan,local_parabola_5_points,boundary,378,300
7,6,6,1.4000000000000001,S2_per_edge,0.0,nan,nan,0.6313877837955179,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.4000000000000001,Sstar_mean,0.0,0.002354629845686767,0.020177139475454926,1.4961196356412367,nan,local_parabola_5_points,boundary,80,300
7,6,6,1.5,M_sum,0.0,0.0021905711145371785,0.0212649549763912,5.546518112519274,nan,local_parabola_5_points,boundary,455,300
7,6,6,1.5,M_per_edge,0.0,nan,nan,0.8707227910138541,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.5,S2_sum,0.0,0.0018398590992182772,0.030024742806422488,3.9792200556955946,nan,local_parabola_5_points,boundary,471,300
7,6,6,1.5,S2_per_edge,0.0,nan,nan,0.6246588559339487,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.5,Sstar_mean,0.0,0.0035513674193577106,0.016199940190868952,1.490967743619855,nan,local_parabola_5_points,boundary,72,300
7,6,6,1.6,M_sum,0.0,0.0015908022528285431,0.016103940999612636,5.4691180642727835,nan,local_parabola_5_points,boundary,405,300
7,6,6,1.6,M_per_edge,0.0,nan,nan,0.8585830577762319,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.6,S2_sum,0.0,0.0019781013199075504,0.029321774724250117,3.9360283250884476,nan,local_parabola_5_points,boundary,422,300
7,6,6,1.6,S2_per_edge,0.0,nan,nan,0.6178848075670434,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.6,Sstar_mean,0.0,0.001189549900413667,0.014221147237749875,1.48532920786443,nan,local_parabola_5_points,boundary,80,300
7,6,6,1.7000000000000002,M_sum,0.0,0.0015771566956011126,0.020305748065595427,5.392103872989537,nan,local_parabola_5_points,boundary,317,300
7,6,6,1.7000000000000002,M_per_edge,0.0,nan,nan,0.8465034987213563,nan,local_parabola_5_points,boundary,0,300
7,6,6,1.7000000000000002,S2_sum,0.0,0.001991804149865746,0.027807151123228818,3.8927187233213947,nan,local_parabola_5_points,boundary,333,300
7,6,6,1.7000000000000002,S2_per_edge,0.0,nan,nan,0.6110921118630505,nan,local_parabola_5_points,boundary,0,300
