# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.842256079415632541e+01 8.842159843763390370e+01 1.999800019997333795e-04 5.645571793193618682e+00
1.011591112223829728e-04 8.842210282436296609e+01 8.842132871056212196e+01 2.022977581832760541e-04 5.640565966731068137e+00
1.023316578330244966e-04 8.842163417840853867e+01 8.842101681015223846e+01 2.046423742725537011e-04 5.635559938956918202e+00
1.035177955630176228e-04 8.842115460746180133e+01 8.842066384322505712e+01 2.070141614763123497e-04 5.630553715372939472e+00
1.047176819485520245e-04 8.842066385689440722e+01 8.842027206868532119e+01 2.094134346075829226e-04 5.625547307140183584e+00
1.059314763518370031e-04 8.842016166614611450e+01 8.841984457697367361e+01 2.118405121253895179e-04 5.620540729504710953e+00
1.071593399822671198e-04 8.841964776858594632e+01 8.841938491485761631e+01 2.142957161769398083e-04 5.615533999954818611e+00
1.084014359178331018e-04 8.841912189137210021e+01 8.841889671761468605e+01 2.167793726403025999e-04 5.610527136414532379e+00
1.096579291267809898e-04 8.841858375530622993e+01 8.841838340000768426e+01 2.192918111675785128e-04 5.605520155725817411e+00
1.109289864895222780e-04 8.841803307468632056e+01 8.841784793770958117e+01 2.218333652285692595e-04 5.600513072575004081e+00
1.122147768207980290e-04 8.841746955715471756e+01 8.841729274842262498e+01 2.244043721549514021e-04 5.595505898908843534e+00
1.135154708920999033e-04 8.841689290354375430e+01 8.841671966277421291e+01 2.270051731849600921e-04 5.590498643791510958e+00
1.148312414543511137e-04 8.841630280771693151e+01 8.841612996282481163e+01 2.296361135085894041e-04 5.585491313593687224e+00
1.161622632608501891e-04 8.841569895640694199e+01 8.841552446165212586e+01 2.322975423133139818e-04 5.580483912383413347e+00
1.175087130904807617e-04 8.841508102904961675e+01 8.841490359958912393e+01 2.349898128303393684e-04 5.575476442398750621e+00
1.188707697711903309e-04 8.841444869761406267e+01 8.841426753872568156e+01 2.377132823813860615e-04 5.570468904511929331e+00
1.202486142037412301e-04 8.841380162642938956e+01 8.841361624453070078e+01 2.404683124260139629e-04 5.565461298630245857e+00
1.216424293857368039e-04 8.841313947200612233e+01 8.841294976867804678e+01 2.432552686094931291e-04 5.560453625085311380e+00
1.230524004359261579e-04 8.841246188285533947e+01 8.841226775738608978e+01 2.460745208112275753e-04 5.555445882217965092e+00
1.244787146187906256e-04 8.841176849930180026e+01 8.841156984863364698e+01 2.489264431937378481e-04 5.550438068329413888e+00
1.259215613694150942e-04 8.841105895329371833e+01 8.841085567196833495e+01 2.518114142522093635e-04 5.545430181680290005e+00
1.273811323186478520e-04 8.841033286820808712e+01 8.841012484831090035e+01 2.547298168646127152e-04 5.540422220489698901e+00
1.288576213185518003e-04 8.840958985865103159e+01 8.840937698975390902e+01 2.576820383424025126e-04 5.535414182934235150e+00
1.303512244681508938e-04 8.840882953025409563e+01 8.840861169935685382e+01 2.606684704818018248e-04 5.530406067146984128e+00
1.318621401394748458e-04 8.840805147946539932e+01 8.840782857093597613e+01 2.636895096156779473e-04 5.525397871216491730e+00
1.333905690039058638e-04 8.840725529333607824e+01 8.840702718884939770e+01 2.667455566660177873e-04 5.520389593185716315e+00
