# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 1.323317675376035538e+02 1.323284976550003478e+02 1.999800019997333795e-04 5.820666813529618011e+00
1.011591112223829728e-04 1.323302114519661643e+02 1.323275811869589518e+02 2.022977581832760541e-04 5.815659304064035418e+00
1.023316578330244966e-04 1.323286191001958230e+02 1.323265214279851989e+02 2.046423742725537011e-04 5.810651330132029280e+00
1.035177955630176228e-04 1.323269896374668235e+02 1.323253221404896749e+02 2.070141614763123497e-04 5.805642904138215599e+00
1.047176819485520245e-04 1.323253221992911506e+02 1.323239910014777081e+02 2.094134346075829226e-04 5.800634051334878194e+00
1.059314763518370031e-04 1.323236159010627944e+02 1.323225385132946883e+02 2.118405121253895179e-04 5.795624806247782423e+00
1.071593399822671198e-04 1.323218698375900146e+02 1.323209767286635667e+02 2.142957161769398083e-04 5.790615208492384980e+00
1.084014359178331018e-04 1.323200830826167476e+02 1.323193180008787522e+02 2.167793726403025999e-04 5.785605298672389374e+00
1.096579291267809898e-04 1.323182546883335817e+02 1.323175739338013557e+02 2.192918111675785128e-04 5.780595114933788636e+00
1.109289864895222780e-04 1.323163836848785024e+02 1.323157546392120878e+02 2.218333652285692595e-04 5.775584690527425735e+00
1.122147768207980290e-04 1.323144690798229988e+02 1.323138683329315199e+02 2.244043721549514021e-04 5.770574052483227412e+00
1.135154708920999033e-04 1.323125098576494452e+02 1.323119212359809751e+02 2.270051731849600921e-04 5.765563221285506579e+00
1.148312414543511137e-04 1.323105049792146701e+02 1.323099177054760389e+02 2.296361135085894041e-04 5.760552211302252701e+00
1.161622632608501891e-04 1.323084533812016446e+02 1.323078605050728243e+02 2.322975423133139818e-04 5.755541031672481544e+00
1.175087130904807617e-04 1.323063539755586646e+02 1.323057511319903199e+02 2.349898128303393684e-04 5.750529687379342114e+00
1.188707697711903309e-04 1.323042056489250342e+02 1.323035901381186932e+02 2.377132823813860615e-04 5.745518180303881728e+00
1.202486142037412301e-04 1.323020072620437873e+02 1.323013774073616275e+02 2.404683124260139629e-04 5.740506510135218399e+00
1.216424293857368039e-04 1.322997576491614211e+02 1.322991131165177592e+02 2.432552686094931291e-04 5.735494677524638263e+00
1.230524004359261579e-04 1.322974556174121119e+02 1.322967960649491772e+02 2.460745208112275753e-04 5.730482678602434099e+00
1.244787146187906256e-04 1.322950999461905042e+02 1.322944250240971087e+02 2.489264431937378481e-04 5.725470509407692532e+00
1.259215613694150942e-04 1.322926893865067655e+02 1.322919987368343868e+02 2.518114142522093635e-04 5.720458165886151747e+00
1.273811323186478520e-04 1.322902226603293059e+02 1.322895159168028556e+02 2.547298168646127152e-04 5.715445643888013016e+00
1.288576213185518003e-04 1.322876984599108141e+02 1.322869752477361089e+02 2.576820383424025126e-04 5.710432939165701605e+00
1.303512244681508938e-04 1.322851154471003667e+02 1.322843753827652620e+02 2.606684704818018248e-04 5.705420047371569936e+00
1.318621401394748458e-04 1.322824722526368078e+02 1.322817149437102557e+02 2.636895096156779473e-04 5.700406964055552805e+00
1.333905690039058638e-04 1.322797674754300772e+02 1.322789925203539667e+02 2.667455566660177873e-04 5.695393684662766631e+00
1.349367140588306430e-04 1.322769996818215077e+02 1.322762066697001160e+02 2.698370171970083421e-04 5.690380204531050090e+00
1.365007806546013845e-04 1.322741674048305072e+02 1.322733559152131875e+02 2.729643014687300768e-04 5.685366518888447906e+00
1.380829765218092263e-04 1.322712691433817156e+02 1.322704387460419184e+02 2.761278244914698696e-04 5.680352622850638689e+00
1.396835117988739626e-04 1.322683033615162742e+02 1.322674536162243442e+02 2.793280060806610596e-04 5.675338511418297927e+00
1.413025990599533599e-04 1.322652684875828015e+02 1.322643989438742551e+02 2.825652709124569940e-04 5.670324179474399706e+00
1.429404533431761061e-04 1.322621629134112879e+02 1.322612731103499186e+02 2.858400485799463138e-04 5.665309621781461580e+00
1.445972921792019463e-04 1.322589849934684310e+02 1.322580744594031898e+02 2.891527736500166482e-04 5.660294832978720159e+00
1.462733356201129868e-04 1.322557330439915972e+02 1.322548012963080453e+02 2.925038857208746290e-04 5.655279807579234763e+00
1.479688062686396383e-04 1.322524053421038559e+02 1.322514518869715801e+02 2.958938294802293295e-04 5.650264539966936006e+00
1.496839293077255632e-04 1.322490001249103955e+02 1.322480244570212164e+02 2.993230547641470953e-04 5.645249024393594439e+00
1.514189325304352018e-04 1.322455155885708677e+02 1.322445171908744612e+02 3.027920166165852479e-04 5.640233254975723476e+00
