# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 1.324540574968479234e+02 1.324507834393549217e+02 1.999800019997333795e-04 5.821067963082685814e+00
1.011591112223829728e-04 1.324524994245255414e+02 1.324498658011783050e+02 2.022977581832760541e-04 5.816060452557286098e+00
1.023316578330244966e-04 1.324509050397460328e+02 1.324488046891102897e+02 2.046423742725537011e-04 5.811052477399717198e+00
1.035177955630176228e-04 1.324492734966031549e+02 1.324476038703625136e+02 2.070141614763123497e-04 5.806044050018931202e+00
1.047176819485520245e-04 1.324476039295036855e+02 1.324462710317393999e+02 2.094134346075829226e-04 5.801035195676069733e+00
1.059314763518370031e-04 1.324458954527106584e+02 1.324448166889916365e+02 2.118405121253895179e-04 5.796025948909024450e+00
1.071593399822671198e-04 1.324441471598743476e+02 1.324432529102282388e+02 2.142957161769398083e-04 5.791016349347172465e+00
1.084014359178331018e-04 1.324423581235545839e+02 1.324415920645118661e+02 2.167793726403025999e-04 5.786006437608480546e+00
1.096579291267809898e-04 1.324405273947296848e+02 1.324398457705157739e+02 2.192918111675785128e-04 5.780996251852344336e+00
1.109289864895222780e-04 1.324386540022969712e+02 1.324380241529283069e+02 2.218333652285692595e-04 5.775985825341284574e+00
1.122147768207980290e-04 1.324367369525588458e+02 1.324361354380558282e+02 2.244043721549514021e-04 5.770975185114709305e+00
1.135154708920999033e-04 1.324347752286984985e+02 1.324341858548593507e+02 2.270051731849600921e-04 5.765964351664111476e+00
1.148312414543511137e-04 1.324327677902437017e+02 1.324321797660145421e+02 2.296361135085894041e-04 5.760953339362503201e+00
1.161622632608501891e-04 1.324307135725173623e+02 1.324301199387027168e+02 2.322975423133139818e-04 5.755942157352081701e+00
1.175087130904807617e-04 1.324286114860749990e+02 1.324280078720512677e+02 2.349898128303393684e-04 5.750930810617710165e+00
1.188707697711903309e-04 1.324264604161321870e+02 1.324258441186515824e+02 2.377132823813860615e-04 5.745919301041056748e+00
1.202486142037412301e-04 1.324242592219742392e+02 1.324236285622562548e+02 2.404683124260139629e-04 5.740907628311092026e+00
1.216424293857368039e-04 1.324220067363556268e+02 1.324213613798854396e+02 2.432552686094931291e-04 5.735895793079285099e+00
1.230524004359261579e-04 1.324197017648847066e+02 1.324190413693653454e+02 2.460745208112275753e-04 5.730883791474524536e+00
1.244787146187906256e-04 1.324173430853936111e+02 1.324166673005646544e+02 2.489264431937378481e-04 5.725871619534455448e+00
1.259215613694150942e-04 1.324149294472940710e+02 1.324142379147471615e+02 2.518114142522093635e-04 5.720859273203343420e+00
1.273811323186478520e-04 1.324124595709189123e+02 1.324117519239083549e+02 2.547298168646127152e-04 5.715846748329879823e+00
1.288576213185518003e-04 1.324099321468469839e+02 1.324092080100965916e+02 2.576820383424025126e-04 5.710834040664944489e+00
1.303512244681508938e-04 1.324073458352139880e+02 1.324066048247190395e+02 2.606684704818018248e-04 5.705821145859309773e+00
1.318621401394748458e-04 1.324046992650066272e+02 1.324039409878312483e+02 2.636895096156779473e-04 5.700808059461292210e+00
1.333905690039058638e-04 1.324019910333405221e+02 1.324012150874104918e+02 2.667455566660177873e-04 5.695794776914350876e+00
1.349367140588306430e-04 1.323992197047215598e+02 1.323984256786125115e+02 2.698370171970083421e-04 5.690781293554626252e+00
1.365007806546013845e-04 1.323963838102907573e+02 1.323955712830115488e+02 2.729643014687300768e-04 5.685767604608431114e+00
1.380829765218092263e-04 1.323934818470505661e+02 1.323926503878209360e+02 2.761278244914698696e-04 5.680753705189661495e+00
1.396835117988739626e-04 1.323905122770749472e+02 1.323896614450989091e+02 2.793280060806610596e-04 5.675739590297174786e+00
1.413025990599533599e-04 1.323874735266998357e+02 1.323866028709330180e+02 2.825652709124569940e-04 5.670725254812082561e+00
1.429404533431761061e-04 1.323843639856956713e+02 1.323834730446081664e+02 2.858400485799463138e-04 5.665710693494996342e+00
1.445972921792019463e-04 1.323811820064205733e+02 1.323802703077542731e+02 2.891527736500166482e-04 5.660695900983197859e+00
1.462733356201129868e-04 1.323779259029548712e+02 1.323769929634743505e+02 2.925038857208746290e-04 5.655680871787749808e+00
1.479688062686396383e-04 1.323745939502147166e+02 1.323736392754530016e+02 2.958938294802293295e-04 5.650665600290533774e+00
1.496839293077255632e-04 1.323711843830462556e+02 1.323702074670441107e+02 2.993230547641470953e-04 5.645650080741226873e+00
1.514189325304352018e-04 1.323676953952976305e+02 1.323666957203382992e+02 3.027920166165852479e-04 5.640634307254197566e+00
1.531740463702079740e-04 1.323641251388712590e+02 1.323631021752080130e+02 3.063011753496128480e-04 5.635618273805335754e+00
1.549495039314631646e-04 1.323604717227540846e+02 1.323594249283307249e+02 3.098509966043256183e-04 5.630601974228803819e+00
1.567455410205595065e-04 1.323567332120236983e+02 1.323556620321910202e+02 3.134419514124640264e-04 5.625585402213719277e+00
1.585623961771137158e-04 1.323529076268353606e+02 1.323518114940582393e+02 3.170745162587414656e-04 5.620568551300750393e+00
1.604003107056819902e-04 1.323489929413812831e+02 1.323478712749415536e+02 3.207491731438919663e-04 5.615551414878636294e+00
1.622595287078087002e-04 1.323449870828302437e+02 1.323438392885209964e+02 3.244664096484443775e-04 5.610533986180628041e+00
1.641402971144466361e-04 1.323408879302403420e+02 1.323397134000537960e+02 3.282267189972323958e-04 5.605516258280839992e+00
1.660428657187529582e-04 1.323366933134474550e+02 1.323354914252564072e+02 3.320306001246483034e-04 5.600498224090525667e+00
1.679674872092653225e-04 1.323324010119286243e+02 1.323311711291595429e+02 3.358785577406489791e-04 5.595479876354254145e+00
1.699144172034625999e-04 1.323280087536397787e+02 1.323267502249379959e+02 3.397711023975232372e-04 5.590461207646004738e+00
1.718839142817145534e-04 1.323235142138251206e+02 1.323222263727144821e+02 3.437087505574287316e-04 5.585442210365168414e+00
1.738762400216250527e-04 1.323189150138019841e+02 1.323175971783347507e+02 3.476920246607074268e-04 5.580422876732458626e+00
1.758916590327732731e-04 1.323142087197158503e+02 1.323128601921145560e+02 3.517214531949887954e-04 5.575403198785716441e+00
1.779304389918577296e-04 1.323093928412673392e+02 1.323080129075600269e+02 3.557975707650890365e-04 5.570383168375631300e+00
1.799928506782476454e-04 1.323044648304111490e+02 1.323030527600568007e+02 3.599209181637167787e-04 5.565362777161348085e+00
1.820791680099462359e-04 1.322994220800239589e+02 1.322979771255301102e+02 3.640920424429929100e-04 5.560342016605983595e+00
1.841896680799710861e-04 1.322942619225434839e+02 1.322927833190742888e+02 3.683114969867951061e-04 5.555320877972023119e+00
1.863246311931559835e-04 1.322889816285749305e+02 1.322874685935514378e+02 3.725798415839356222e-04 5.550299352316627299e+00
1.884843409033795474e-04 1.322835784054668409e+02 1.322820301381574666e+02 3.768976425021829200e-04 5.545277430486813763e+00
1.906690840512252085e-04 1.322780493958543673e+02 1.322764650769557022e+02 3.812654725631356933e-04 5.540255103114532176e+00
1.928791508020777693e-04 1.322723916761691214e+02 1.322707704673779290e+02 3.856839112179594859e-04 5.535232360611622049e+00
1.951148346846616412e-04 1.322666022551156289e+02 1.322649432986900422e+02 3.901535446239965256e-04 5.530209193164657755e+00
1.973764326300255292e-04 1.322606780721118866e+02 1.322589804904244488e+02 3.946749657222570142e-04 5.525185590729662088e+00
1.996642450109793374e-04 1.322546159956971508e+02 1.322528788907757757e+02 3.992487743158042342e-04 5.520161543026708806e+00
