# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 1.325493462487209797e+02 1.325460825564603624e+02 1.999800019997333795e-04 5.821380328154007522e+00
1.011591112223829728e-04 1.325477931090443349e+02 1.325451678233595203e+02 2.022977581832760541e-04 5.816372829310660464e+00
1.023316578330244966e-04 1.325462037718127988e+02 1.325441100705541544e+02 2.046423742725537011e-04 5.811364867661765743e+00
1.035177955630176228e-04 1.325445773937942988e+02 1.325429130533185003e+02 2.070141614763123497e-04 5.806356455568366215e+00
1.047176819485520245e-04 1.325429131121319699e+02 1.325415844341104048e+02 2.094134346075829226e-04 5.801347618193800848e+00
1.059314763518370031e-04 1.325412100438879008e+02 1.325401346953785264e+02 2.118405121253895179e-04 5.796338389942140346e+00
1.071593399822671198e-04 1.325394672855773024e+02 1.325385758670156520e+02 2.142957161769398083e-04 5.791328810289179785e+00
1.084014359178331018e-04 1.325376839126906816e+02 1.325369202789168810e+02 2.167793726403025999e-04 5.786318919695467855e+00
1.096579291267809898e-04 1.325358589792061537e+02 1.325351795129652146e+02 2.192918111675785128e-04 5.781308756172531815e+00
1.109289864895222780e-04 1.325339915170892482e+02 1.325333636617880870e+02 2.218333652285692595e-04 5.776298352854035478e+00
1.122147768207980290e-04 1.325320805357825122e+02 1.325314809256433080e+02 2.244043721549514021e-04 5.771287736674700852e+00
1.135154708920999033e-04 1.325301250216821813e+02 1.325295375137658027e+02 2.270051731849600921e-04 5.766276928046753625e+00
1.148312414543511137e-04 1.325281239376032829e+02 1.325275377750138546e+02 2.296361135085894041e-04 5.761265941287701864e+00
1.161622632608501891e-04 1.325260762222325184e+02 1.325254844678022152e+02 2.322975423133139818e-04 5.756254785504548721e+00
1.175087130904807617e-04 1.325239807895675028e+02 1.325233790865057415e+02 2.349898128303393684e-04 5.751243465663107735e+00
1.188707697711903309e-04 1.325218365283450908e+02 1.325212221819591889e+02 2.377132823813860615e-04 5.746231983638050878e+00
1.202486142037412301e-04 1.325196423014536435e+02 1.325190136382754815e+02 2.404683124260139629e-04 5.741220339119868399e+00
1.216424293857368039e-04 1.325173969453349230e+02 1.325167536319072781e+02 2.432552686094931291e-04 5.736208532757816059e+00
1.230524004359261579e-04 1.325150992693697276e+02 1.325144409644770747e+02 2.460745208112275753e-04 5.731196560696131037e+00
1.244787146187906256e-04 1.325127480552496593e+02 1.325120744097387728e+02 2.489264431937378481e-04 5.726184418988168545e+00
1.259215613694150942e-04 1.325103420563360146e+02 1.325096527129313131e+02 2.518114142522093635e-04 5.721172103594266645e+00
1.273811323186478520e-04 1.325078799970021919e+02 1.325071745901173301e+02 2.547298168646127152e-04 5.716159610379568434e+00
1.288576213185518003e-04 1.325053605719621430e+02 1.325046387275063751e+02 2.576820383424025126e-04 5.711146935111786505e+00
1.303512244681508938e-04 1.325027824455816301e+02 1.325020437807637848e+02 2.606684704818018248e-04 5.706134073458920319e+00
1.318621401394748458e-04 1.325001442511756693e+02 1.324993883743013896e+02 2.636895096156779473e-04 5.701121020986914978e+00
1.333905690039058638e-04 1.324974445902884952e+02 1.324966711005541242e+02 2.667455566660177873e-04 5.696107773157270238e+00
1.349367140588306430e-04 1.324946820319572396e+02 1.324938905192384766e+02 2.698370171970083421e-04 5.691094325324590031e+00
1.365007806546013845e-04 1.324918551119593531e+02 1.324910451565945664e+02 2.729643014687300768e-04 5.686080672734075137e+00
1.380829765218092263e-04 1.324889623320406997e+02 1.324881335046106017e+02 2.761278244914698696e-04 5.681066810518960786e+00
1.396835117988739626e-04 1.324860021591286454e+02 1.324851540202294871e+02 2.793280060806610596e-04 5.676052733697884989e+00
1.413025990599533599e-04 1.324829730245246537e+02 1.324821051245371564e+02 2.825652709124569940e-04 5.671038437172210678e+00
1.429404533431761061e-04 1.324798733230798575e+02 1.324789852019318914e+02 2.858400485799463138e-04 5.666023915723265247e+00
1.445972921792019463e-04 1.324767014123510762e+02 1.324757925992759056e+02 2.891527736500166482e-04 5.661009164009537464e+00
1.462733356201129868e-04 1.324734556117368527e+02 1.324725256250247867e+02 2.925038857208746290e-04 5.655994176563784670e+00
1.479688062686396383e-04 1.324701342015947887e+02 1.324691825483404841e+02 2.958938294802293295e-04 5.650978947790099127e+00
1.496839293077255632e-04 1.324667354223386155e+02 1.324657615981803360e+02 2.993230547641470953e-04 5.645963471960877555e+00
1.514189325304352018e-04 1.324632574735124422e+02 1.324622609623684184e+02 3.027920166165852479e-04 5.640947743213745369e+00
1.531740463702079740e-04 1.324596985128469839e+02 1.324586787866425084e+02 3.063011753496128480e-04 5.635931755548389432e+00
1.549495039314631646e-04 1.324560566552910927e+02 1.324550131736815786e+02 3.098509966043256183e-04 5.630915502823325980e+00
1.567455410205595065e-04 1.324523299720236764e+02 1.324512621821100993e+02 3.134419514124640264e-04 5.625898978752595703e+00
1.585623961771137158e-04 1.324485164894402658e+02 1.324474238254794045e+02 3.170745162587414656e-04 5.620882176902369132e+00
1.604003107056819902e-04 1.324446141881192318e+02 1.324434960712255815e+02 3.207491731438919663e-04 5.615865090687488070e+00
1.622595287078087002e-04 1.324406210017624232e+02 1.324394768396040831e+02 3.244664096484443775e-04 5.610847713367911993e+00
1.641402971144466361e-04 1.324365348161113616e+02 1.324353640025994991e+02 3.282267189972323958e-04 5.605830038045090724e+00
1.660428657187529582e-04 1.324323534678402154e+02 1.324311553828104024e+02 3.320306001246483034e-04 5.600812057658247411e+00
1.679674872092653225e-04 1.324280747434222292e+02 1.324268487523091551e+02 3.358785577406489791e-04 5.595793764980578011e+00
