# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 1.324737589249629650e+02 1.324704866982444571e+02 1.999800019997333795e-04 5.821132563532642301e+00
1.011591112223829728e-04 1.324722017238777028e+02 1.324695695731804790e+02 2.022977581832760541e-04 5.816125055136986965e+00
1.023316578330244966e-04 1.324706082306290398e+02 1.324685090544463151e+02 2.046423742725537011e-04 5.811117082442171622e+00
1.035177955630176228e-04 1.324689775997834431e+02 1.324673089071447123e+02 2.070141614763123497e-04 5.806108657848413124e+00
1.047176819485520245e-04 1.324673089662310019e+02 1.324659768137797471e+02 2.094134346075829226e-04 5.801099806599023800e+00
1.059314763518370031e-04 1.324656014447287760e+02 1.324645232842203200e+02 2.118405121253895179e-04 5.796090563207497937e+00
1.071593399822671198e-04 1.324638541294330025e+02 1.324629603798249491e+02 2.142957161769398083e-04 5.791080967275212821e+00
1.084014359178331018e-04 1.324620660934213277e+02 1.324613004627381088e+02 2.167793726403025999e-04 5.786071059391436400e+00
1.096579291267809898e-04 1.324602363882014799e+02 1.324595551451352264e+02 2.192918111675785128e-04 5.781060877688607214e+00
1.109289864895222780e-04 1.324583640432130096e+02 1.324577345460412801e+02 2.218333652285692595e-04 5.776050455405751904e+00
1.122147768207980290e-04 1.324564480653125429e+02 1.324558468871618118e+02 2.244043721549514021e-04 5.771039819563194229e+00
1.135154708920999033e-04 1.324544874382509363e+02 1.324538983939737022e+02 2.270051731849600921e-04 5.766028990637976470e+00
1.148312414543511137e-04 1.324524811221365042e+02 1.324518934267120471e+02 2.296361135085894041e-04 5.761017982992991726e+00
1.161622632608501891e-04 1.324504280528859965e+02 1.324498347510095471e+02 2.322975423133139818e-04 5.756006805764019241e+00
1.175087130904807617e-04 1.324483271416630430e+02 1.324477238651540461e+02 2.349898128303393684e-04 5.750995463932451202e+00
1.188707697711903309e-04 1.324461772743048584e+02 1.324455613214265099e+02 2.377132823813860615e-04 5.745983959378677675e+00
1.202486142037412301e-04 1.324439773107330893e+02 1.324433470036431970e+02 2.404683124260139629e-04 5.740972291791948123e+00
1.216424293857368039e-04 1.324417260843533484e+02 1.324410810887240189e+02 2.432552686094931291e-04 5.735960461823326639e+00
1.230524004359261579e-04 1.324394224014401402e+02 1.324387623751654530e+02 2.460745208112275753e-04 5.730948465604501330e+00
1.244787146187906256e-04 1.324370650405073491e+02 1.324363896335219977e+02 2.489264431937378481e-04 5.725936299175979016e+00
1.259215613694150942e-04 1.324346527516639469e+02 1.324339616057599187e+02 2.518114142522093635e-04 5.720923958484957161e+00
1.273811323186478520e-04 1.324321842559567415e+02 1.324314770045926650e+02 2.547298168646127152e-04 5.715911439383124737e+00
1.288576213185518003e-04 1.324296582446941670e+02 1.324289345128036359e+02 2.576820383424025126e-04 5.710898737624432009e+00
1.303512244681508938e-04 1.324270733787593315e+02 1.324263327825516683e+02 2.606684704818018248e-04 5.705885848862789267e+00
1.318621401394748458e-04 1.324244282879031971e+02 1.324236704346616875e+02 2.636895096156779473e-04 5.700872768649728251e+00
1.333905690039058638e-04 1.324217215700232941e+02 1.324209460578980782e+02 2.667455566660177873e-04 5.695859492431996074e+00
1.349367140588306430e-04 1.324189517904258651e+02 1.324181582082221098e+02 2.698370171970083421e-04 5.690846015549099413e+00
1.365007806546013845e-04 1.324161174810704438e+02 1.324153054080317986e+02 2.729643014687300768e-04 5.685832333230792734e+00
1.380829765218092263e-04 1.324132171397971263e+02 1.324123861453837776e+02 2.761278244914698696e-04 5.680818440594499918e+00
1.396835117988739626e-04 1.324102492295372144e+02 1.324093988731985405e+02 2.793280060806610596e-04 5.675804332642681693e+00
1.413025990599533599e-04 1.324072121775030269e+02 1.324063420084466713e+02 2.825652709124569940e-04 5.670790004260142680e+00
1.429404533431761061e-04 1.324041043743622765e+02 1.324032139313158325e+02 2.858400485799463138e-04 5.665775450211270936e+00
1.445972921792019463e-04 1.324009241733912461e+02 1.324000129843597620e+02 2.891527736500166482e-04 5.660760665137212655e+00
