# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 1.300423264589450696e+02 1.300392116801328370e+02 1.999800019997333795e-04 5.813087759677918243e+00
1.011591112223829728e-04 1.300408441830919912e+02 1.300383386839604896e+02 2.022977581832760541e-04 5.808080342445833821e+00
1.023316578330244966e-04 1.300393273614571399e+02 1.300373291937344220e+02 2.046423742725537011e-04 5.803072475169708255e+00
1.035177955630176228e-04 1.300377751892975198e+02 1.300361867933938242e+02 2.070141614763123497e-04 5.798064169876159468e+00
1.047176819485520245e-04 1.300361868431409960e+02 1.300349187957909578e+02 2.094134346075829226e-04 5.793055451045558080e+00
1.059314763518370031e-04 1.300345614803522096e+02 1.300335352051071993e+02 2.118405121253895179e-04 5.788046352147433460e+00
1.071593399822671198e-04 1.300328982386864993e+02 1.300320475023685560e+02 2.142957161769398083e-04 5.783036911584963136e+00
1.084014359178331018e-04 1.300311962358351536e+02 1.300304674549225297e+02 2.167793726403025999e-04 5.778027168719289008e+00
1.096579291267809898e-04 1.300294545689596646e+02 1.300288061162399629e+02 2.192918111675785128e-04 5.773017160529225755e+00
1.109289864895222780e-04 1.300276723142144135e+02 1.300270731184910460e+02 2.218333652285692595e-04 5.768006919248560571e+00
1.122147768207980290e-04 1.300258485262594945e+02 1.300252762878214980e+02 2.244043721549514021e-04 5.762996471080935379e+00
1.135154708920999033e-04 1.300239822377613734e+02 1.300234215501993447e+02 2.270051731849600921e-04 5.757985835885117254e+00
1.148312414543511137e-04 1.300220724588822065e+02 1.300215130560985415e+02 2.296361135085894041e-04 5.752975027591122448e+00
1.161622632608501891e-04 1.300201181767581318e+02 1.300195534381153379e+02 2.322975423133139818e-04 5.747964055060363897e+00
1.175087130904807617e-04 1.300181183549644857e+02 1.300175441224787107e+02 2.349898128303393684e-04 5.742952923125853815e+00
1.188707697711903309e-04 1.300160719329691972e+02 1.300154856349273302e+02 2.377132823813860615e-04 5.737941633613662162e+00
1.202486142037412301e-04 1.300139778255733347e+02 1.300133778648976488e+02 2.404683124260139629e-04 5.732930186225184244e+00
1.216424293857368039e-04 1.300118349223388350e+02 1.300112209808328032e+02 2.432552686094931291e-04 5.727918581594523495e+00
1.230524004359261579e-04 1.300096420870030158e+02 1.300090138390685013e+02 2.460745208112275753e-04 5.722906815973460404e+00
