# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.831162347288206149e+01 8.831065936003176375e+01 1.999800019997333795e-04 5.645026558994059585e+00
1.011591112223829728e-04 8.831116466727426939e+01 8.831038914070686019e+01 2.022977581832760541e-04 5.640020728446429210e+00
1.023316578330244966e-04 8.831069516602951808e+01 8.831007667108094950e+01 2.046423742725537011e-04 5.635014695948461494e+00
1.035177955630176228e-04 8.831021471986289839e+01 8.830972305999603122e+01 2.070141614763123497e-04 5.630008467018682516e+00
1.047176819485520245e-04 8.830972307368220697e+01 8.830933057048089552e+01 2.094134346075829226e-04 5.625002052852349443e+00
1.059314763518370031e-04 8.830921996645193417e+01 8.830890229861810781e+01 2.118405121253895179e-04 5.619995468742322586e+00
1.071593399822671198e-04 8.830870513105570296e+01 8.830844179764928015e+01 2.142957161769398083e-04 5.614988732230608903e+00
1.084014359178331018e-04 8.830817829415407516e+01 8.830795270948752318e+01 2.167793726403025999e-04 5.609981861296285288e+00
1.096579291267809898e-04 8.830763917604025437e+01 8.830743845512935764e+01 2.192918111675785128e-04 5.604974872833032862e+00
1.109289864895222780e-04 8.830708749049131256e+01 8.830690201567904296e+01 2.218333652285692595e-04 5.599967781572241066e+00
1.122147768207980290e-04 8.830652294461721397e+01 8.830634581325239196e+01 2.244043721549514021e-04 5.594960599497277975e+00
1.135154708920999033e-04 8.830594523870496459e+01 8.830577168181851277e+01 2.270051731849600921e-04 5.589953335700036163e+00
1.148312414543511137e-04 8.830535406606044546e+01 8.830518090577869827e+01 2.296361135085894041e-04 5.584945996570613858e+00
1.161622632608501891e-04 8.830474911284558459e+01 8.830457429969553118e+01 2.322975423133139818e-04 5.579938586189360450e+00
1.175087130904807617e-04 8.830413005791221792e+01 8.830395230470656998e+01 2.349898128303393684e-04 5.574931106801003899e+00
1.188707697711903309e-04 8.830349657263192853e+01 8.830331508319854095e+01 2.377132823813860615e-04 5.569923559280224978e+00
1.202486142037412301e-04 8.830284832072237577e+01 8.830266260057867100e+01 2.404683124260139629e-04 5.564915943533791598e+00
1.216424293857368039e-04 8.830218495806857959e+01 8.830199490861606648e+01 2.432552686094931291e-04 5.559908259894092986e+00
1.230524004359261579e-04 8.830150613254133418e+01 8.830131165288490536e+01 2.460745208112275753e-04 5.554900506696608176e+00
1.244787146187906256e-04 8.830081148381027845e+01 8.830061247070449326e+01 2.489264431937378481e-04 5.549892682237052455e+00
1.259215613694150942e-04 8.830010064315341367e+01 8.829989699094811328e+01 2.518114142522093635e-04 5.544884784770442998e+00
1.273811323186478520e-04 8.829937323326190324e+01 8.829916483384609194e+01 2.547298168646127152e-04 5.539876812510138748e+00
1.288576213185518003e-04 8.829862886804014011e+01 8.829841561078451662e+01 2.576820383424025126e-04 5.534868763626852761e+00
1.303512244681508938e-04 8.829786715240177841e+01 8.829764892410048560e+01 2.606684704818018248e-04 5.529860636247652117e+00
1.318621401394748458e-04 8.829708768205986757e+01 8.829686436687050843e+01 2.636895096156779473e-04 5.524852428454924080e+00
1.333905690039058638e-04 8.829629004331394526e+01 8.829606152269604991e+01 2.667455566660177873e-04 5.519844138285324497e+00
1.349367140588306430e-04 8.829547381283038021e+01 8.829523996548269338e+01 2.698370171970083421e-04 5.514835763728699547e+00
1.365007806546013845e-04 8.829463855741860812e+01 8.829439925921488452e+01 2.729643014687300768e-04 5.509827302726979070e+00
1.380829765218092263e-04 8.829378383380172579e+01 8.829353895772524652e+01 2.761278244914698696e-04 5.504818753173051249e+00
1.396835117988739626e-04 8.829290918838250946e+01 8.829265860445867986e+01 2.793280060806610596e-04 5.499810112909602644e+00
1.413025990599533599e-04 8.829201415700312339e+01 8.829175773223030887e+01 2.825652709124569940e-04 5.494801379727936030e+00
1.429404533431761061e-04 8.829109826469957056e+01 8.829083586297943498e+01 2.858400485799463138e-04 5.489792551366761586e+00
1.445972921792019463e-04 8.829016102545057265e+01 8.828989250751546081e+01 2.891527736500166482e-04 5.484783625510953442e+00
1.462733356201129868e-04 8.828920194192092197e+01 8.828892716526053164e+01 2.925038857208746290e-04 5.479774599790284917e+00
1.479688062686396383e-04 8.828822050519784170e+01 8.828793932398342292e+01 2.958938294802293295e-04 5.474765471778124670e+00
1.496839293077255632e-04 8.828721619452257130e+01 8.828692845953050039e+01 2.993230547641470953e-04 5.469756238990118646e+00
1.514189325304352018e-04 8.828618847701466166e+01 8.828589403554663306e+01 3.027920166165852479e-04 5.464746898882816950e+00
1.531740463702079740e-04 8.828513680739078495e+01 8.828483550319356254e+01 3.063011753496128480e-04 5.459737448852290953e+00
1.549495039314631646e-04 8.828406062767598428e+01 8.828375230085875103e+01 3.098509966043256183e-04 5.454727886232705103e+00
1.567455410205595065e-04 8.828295936690943790e+01 8.828264385385890023e+01 3.134419514124640264e-04 5.449718208294862976e+00
1.585623961771137158e-04 8.828183244084223702e+01 8.828150957413647859e+01 3.170745162587414656e-04 5.444708412244708917e+00
1.604003107056819902e-04 8.828067925162895335e+01 8.828034885994885883e+01 3.207491731438919663e-04 5.439698495221805707e+00
1.622595287078087002e-04 8.827949918751204450e+01 8.827916109555064850e+01 3.244664096484443775e-04 5.434688454297772253e+00
1.641402971144466361e-04 8.827829162249854278e+01 8.827794565086823297e+01 3.282267189972323958e-04 5.429678286474678650e+00
1.660428657187529582e-04 8.827705591602962443e+01 8.827670188116762517e+01 3.320306001246483034e-04 5.424667988683417263e+00
