model,L,dim,edges_total,connectivity_mean,connectivity_std,connectivity_min,connectivity_max,K_eff_mean,K_eff_std,K_eff_min,K_eff_max,T_abs_mean,T_rms,T_max,N,Nup,Ndown,nmax
boson,6,141,420,5.957446808510638,1.7561009588026542,2,12,13.27659574468085,4.055166691974086,4.000000000000001,24.000000000000004,1.4534302195739708,1.4928400545843579,2.0,6,,,2
boson,6,336,1116,6.642857142857143,1.769680683856411,2,12,18.571428571428573,4.3689152020431745,5.999999999999999,28.0,1.6018982151911334,1.6720343670903368,3.0,6,,,3
boson,6,426,1416,6.647887323943662,1.7061708752377438,3,12,20.169014084507044,4.944832355670263,11.999999999999998,30.0,1.6560271048846604,1.7418089175006384,3.4641016151377544,6,,,4
boson,6,456,1500,6.578947368421052,1.7052974312687992,3,12,20.526315789473685,5.144437775222356,11.999999999999998,30.0,1.6761419835724585,1.7663521732655694,3.4641016151377544,6,,,5
