L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
9,7,2,0.7777777777777778,2.0,7.0,2304,ln_pr_normalized,0.47936622707428805,0.006544824044018385,0.026335676702583667,0.0015354334376963669,0.4278515486877033,0.00014550171853125088,300
9,7,2,0.7777777777777778,2.0,8.0,2304,ln_pr_normalized,0.42007507112990616,0.006494675454700939,0.017006420383893835,0.0011269666544725604,0.42601979023488334,0.00013785574624647758,300
9,7,2,0.7777777777777778,2.0,9.0,2304,ln_pr_normalized,0.3639103322494107,0.006129097641744545,0.010388486542003767,0.0005855843066370236,0.42484238940438,0.00012392104850419015,300
9,7,2,0.7777777777777778,2.0,10.0,2304,ln_pr_normalized,0.33074001809595216,0.005897228143163283,0.0082898491150651,0.0007042745599885934,0.42375452072601333,0.00013357583446984225,300
9,7,2,0.7777777777777778,2.0,11.0,2304,ln_pr_normalized,0.2928297339312298,0.005906321770709663,0.006248458094495,0.0005216826300449509,0.42311163383025996,0.000119870388073529,300
9,7,2,0.7777777777777778,2.0,12.0,2304,ln_pr_normalized,0.2772357521362134,0.005272827475273526,0.0050419375591816695,0.00035549830923828503,0.42255788148413664,0.00012083074406845437,300
9,7,2,0.7777777777777778,2.0,13.0,2304,ln_pr_normalized,0.24544891193676652,0.0052512487295177995,0.0039409413867643765,0.000284783520529154,0.4218730605404033,0.0001108388569536586,300
9,7,2,0.7777777777777778,2.0,14.0,2304,ln_pr_normalized,0.22076467860038756,0.00476382095434235,0.0031117502071375197,0.00020996763782067014,0.4214030636335167,0.00012841654546225556,300
9,7,2,0.7777777777777778,2.0,15.0,2304,ln_pr_normalized,0.21365865356843947,0.0041775400119377325,0.002719543511757934,0.00012255955007273406,0.42094352427002335,0.0001065012951533314,300
9,7,2,0.7777777777777778,3.0,1.0,2304,ln_pr_normalized,0.7963982085231286,0.00016694866928957414,0.20677627060990003,0.0002661089278383127,0.4405364902558633,2.306824476698313e-05,300
9,7,2,0.7777777777777778,3.0,2.0,2304,ln_pr_normalized,0.7706399088053638,0.0006766798822298001,0.1700390432550533,0.000881601271560694,0.44207454758989,2.510939873484443e-05,300
9,7,2,0.7777777777777778,3.0,3.0,2304,ln_pr_normalized,0.7293416026727835,0.001627039460933253,0.12583706374103532,0.001506707065832634,0.44137677420259336,5.922201624661256e-05,300
9,7,2,0.7777777777777778,3.0,4.0,2304,ln_pr_normalized,0.6731100274791676,0.003200823099696426,0.08643494832718267,0.0018962666170130853,0.43921305993515336,0.00012100642018079218,300
9,7,2,0.7777777777777778,3.0,5.0,2304,ln_pr_normalized,0.6048002532468981,0.004084748293280168,0.05412660432677666,0.0016787891731795946,0.43635341828464674,0.0001399000043022448,300
9,7,2,0.7777777777777778,3.0,6.0,2304,ln_pr_normalized,0.5337743843160759,0.0056300283554675595,0.035421558903901404,0.0015730456366072464,0.4338384233767234,0.00017210183285038406,300
9,7,2,0.7777777777777778,3.0,7.0,2304,ln_pr_normalized,0.4680191646233763,0.005973998292120745,0.022237919146429905,0.0010871923888974113,0.43149809394958993,0.00018006702713781685,300
9,7,2,0.7777777777777778,3.0,8.0,2304,ln_pr_normalized,0.4083974510966935,0.005888435108009301,0.0142082261730667,0.000759436195438678,0.42959569224399663,0.00015262590343616755,300
