L,N,nmax,U,W,gamma,kappa,S2_model_over_lnD,data_entropy,data_lnPR_over_lnD_available
9,8,2,10.0,7.0,1.0,3.1419110782977406,0.49707703997108943,0.2540081214516397,True
9,8,2,1.0,8.0,1.0,-0.0,1.0,0.43309001683843995,True
9,8,2,2.0,8.0,1.0,0.11046006883188296,0.9991861126061511,0.44387144643965787,True
9,8,2,3.0,8.0,1.0,0.2625325849152749,0.9953081519141046,0.4420930524883914,True
9,8,2,4.0,8.0,1.0,0.4559424737397623,0.9855400838871896,0.42370945203252525,True
9,8,2,5.0,8.0,1.0,0.7019020198594126,0.9650498406505343,0.3834907485772883,True
9,8,2,6.0,8.0,1.0,1.023860598724153,0.9247539100412807,0.3363742213241602,True
9,8,2,7.0,8.0,1.0,1.4613286474879803,0.8483281414547409,0.29322313559941754,True
9,8,2,8.0,8.0,1.0,2.0246350890089975,0.7261985981181225,0.25988696167198316,True
9,8,2,9.0,8.0,1.0,2.5366523108705867,0.6123086314734308,0.23837311896950547,True
9,8,2,10.0,8.0,1.0,2.910784806122532,0.5376725501454571,0.2218765890950785,True
9,8,2,1.0,9.0,1.0,-0.0,1.0,0.37569207040527647,True
9,8,2,2.0,9.0,1.0,0.09498324047552083,0.999399537480129,0.3976699095069614,True
9,8,2,3.0,9.0,1.0,0.22362533126029888,0.9966125260985655,0.3856140473774063,True
9,8,2,4.0,9.0,1.0,0.3834274971466761,0.989850139346604,0.38157086300374543,True
9,8,2,5.0,9.0,1.0,0.5801444908688477,0.9763285563605262,0.34384100940718704,True
9,8,2,6.0,9.0,1.0,0.8266687049428526,0.9512052327248398,0.3226504640164876,True
9,8,2,7.0,9.0,1.0,1.1464222595129272,0.9056450145376282,0.2792990585354165,True
9,8,2,8.0,9.0,1.0,1.5771678173034926,0.8247559072332219,0.2489094797392363,True
9,8,2,9.0,9.0,1.0,2.1256692481755683,0.7032528967405398,0.22092860496243744,True
9,8,2,10.0,9.0,1.0,2.6186932004633863,0.5951029852577774,0.20625417563409243,True
9,8,2,1.0,10.0,1.0,-0.0,1.0,0.3288189909656513,True
9,8,2,2.0,10.0,1.0,0.08319478250067003,0.9995401202343595,0.34694509092612025,True
9,8,2,3.0,10.0,1.0,0.19446382667207654,0.9974481683664718,0.35467263322056264,True
9,8,2,4.0,10.0,1.0,0.33026187834080994,0.9925144270647358,0.34912818214587865,True
9,8,2,5.0,10.0,1.0,0.4934778487908557,0.983000477317638,0.31284973807939886,True
9,8,2,6.0,10.0,1.0,0.6915243011435583,0.9660976285830203,0.29721515454264685,True
9,8,2,7.0,10.0,1.0,0.9377039677152387,0.9369826619250562,0.2615882024594478,True
9,8,2,8.0,10.0,1.0,1.2550426353916033,0.8871296131548763,0.23578962765144326,True
9,8,2,9.0,10.0,1.0,1.6796591539396386,0.803039393706336,0.21260482146340817,True
9,8,2,10.0,10.0,1.0,2.2152947817452517,0.6829680099448192,0.19395913083638652,True
9,8,2,1.0,11.0,1.0,-0.0,1.0,0.30935999066508896,True
9,8,2,2.0,11.0,1.0,0.07393698105537021,0.9996372643570818,0.3198796398256613,True
9,8,2,3.0,11.0,1.0,0.17184841118444724,0.9980132278611253,0.32717074101526067,True
9,8,2,4.0,11.0,1.0,0.28972049280640366,0.9942669673072466,0.3090287950061271,True
9,8,2,5.0,11.0,1.0,0.4288511190366179,0.9872420335992025,0.2969869176838065,True
9,8,2,6.0,11.0,1.0,0.5936814385849402,0.9751844718843482,0.2726284779563052,True
9,8,2,7.0,11.0,1.0,0.7921448409839361,0.9552651945089831,0.24061056011839496,True
9,8,2,8.0,11.0,1.0,1.0375666850388754,0.9227151633946228,0.22640292302759993,True
9,8,2,9.0,11.0,1.0,1.3524833478480551,0.8693565977926713,0.2032081021880046,True
9,8,2,10.0,11.0,1.0,1.7715232813620667,0.7830235057589049,0.1843387853229731,True
9,8,2,1.0,12.0,1.0,-0.0,1.0,0.2746136709029403,True
9,8,2,2.0,12.0,1.0,0.06648566859047071,0.9997070125139407,0.28096988444043025,True
9,8,2,3.0,12.0,1.0,0.15382756779621448,0.9984119754226092,0.2846919305066466,True
9,8,2,4.0,12.0,1.0,0.2578396309040376,0.9954770407469844,0.28372965805860095,True
9,8,2,5.0,12.0,1.0,0.37889523020564037,0.9900935514919635,0.272333268736585,True
9,8,2,6.0,12.0,1.0,0.5197265364955773,0.9810989284250582,0.25614641674256583,True
9,8,2,7.0,12.0,1.0,0.6853080852082469,0.966717559913273,0.2311690223586448,True
9,8,2,8.0,12.0,1.0,0.8837298317142486,0.944116200028199,0.21773154624901972,True
9,8,2,9.0,12.0,1.0,1.1282064697494065,0.9086080283300424,0.19738987452049908,True
9,8,2,10.0,12.0,1.0,1.440778324722137,0.8523867877208627,0.18294704812315413,True
9,8,2,1.0,13.0,1.0,-0.0,1.0,0.2366041529067593,True
9,8,2,2.0,13.0,1.0,0.060366231796036375,0.9997586817222927,0.2535316925247065,True
9,8,2,3.0,13.0,1.0,0.13914818129290255,0.9987032327175267,0.2668125342118668,True
9,8,2,4.0,13.0,1.0,0.23214357798369029,0.9963455366589942,0.2637986269075776,True
9,8,2,5.0,13.0,1.0,0.3391702754288249,0.9920970626292865,0.2555816849616439,True
9,8,2,6.0,13.0,1.0,0.461924957963106,0.9851494553834269,0.23927585165681137,True
9,8,2,7.0,13.0,1.0,0.6036548405862672,0.9743239433001203,0.22448555738325068,True
9,8,2,8.0,13.0,1.0,0.7695333153382137,0.9578297430683392,0.20913923070162282,True
9,8,2,9.0,13.0,1.0,0.9676711474665534,0.9328453000651881,0.19217806488158623,True
9,8,2,10.0,13.0,1.0,1.2111257624766558,0.894786847242479,0.17193613347087228,True
9,8,2,1.0,14.0,1.0,-0.0,1.0,0.240104414428031,True
9,8,2,2.0,14.0,1.0,0.055255412012096494,0.9997979662014219,0.23718633436868355,True
9,8,2,3.0,14.0,1.0,0.12697094307787005,0.9989221056250012,0.2496856555912741,True
9,8,2,4.0,14.0,1.0,0.2110109648554418,0.9969888555237253,0.2404672991058823,True
9,8,2,5.0,14.0,1.0,0.30685224166031155,0.9935556971887483,0.23638300890601116,True
9,8,2,6.0,14.0,1.0,0.41553654669762957,0.988038334594284,0.21404073855627956,True
9,8,2,7.0,14.0,1.0,0.5392481462781328,0.9796175916608255,0.21404237935675444,True
9,8,2,8.0,14.0,1.0,0.6814428123983846,0.9671001286969493,0.19399526977969553,True
9,8,2,9.0,14.0,1.0,0.8473637453680423,0.9486884314939834,0.17731508148176583,True
