L,N,nmax,q,a_q
9,7,2,-1,0.2309027777777778
9,7,2,0,0.4344618055555556
9,7,2,1,0.2309027777777778
9,8,2,-1,0.24561403508771928
9,8,2,0,0.5012039903680771
9,8,2,1,0.24561403508771928
9,9,2,-1,0.25039821599235423
9,9,2,0,0.5686524370818733
9,9,2,1,0.25039821599235423
9,10,2,-1,0.24561403508771928
9,10,2,0,0.6322669418644651
9,10,2,1,0.24561403508771928
9,11,2,-1,0.2309027777777778
9,11,2,0,0.6896701388888888
9,11,2,1,0.2309027777777778
