L,N,nmax,W_over_t,U_over_t,realizations,sample_mixing_mean,sample_mixing_sem
7,4,4,0.1,0.0,200,0.9992941389847604,2.385815872673125e-05
7,4,4,0.1,0.025,200,0.9996989712414261,8.936401731804524e-06
7,4,4,0.1,0.05,200,0.9991640526275547,1.4373290005218439e-05
7,4,4,0.1,0.075,200,0.997695106986817,3.071516130816266e-05
7,4,4,0.1,0.1,200,0.9953051639951224,4.763717769371641e-05
7,4,4,0.1,0.125,200,0.9920141999311102,6.441445948721612e-05
7,4,4,0.1,0.15,200,0.987848614538554,8.084505185086421e-05
7,4,4,0.1,0.175,200,0.9828405728453877,9.680931775649495e-05
7,4,4,0.1,0.2,200,0.9770272461051536,0.0001122167556224452
7,4,4,0.1,0.225,200,0.970449988362218,0.0001269943182381526
7,4,4,0.1,0.25,200,0.9631534846343738,0.00014108287696745864
7,4,4,0.1,0.275,200,0.9551849037854212,0.0001544357409316576
7,4,4,0.1,0.3,200,0.9465930844546563,0.00016701770354821544
7,4,4,0.1,0.325,200,0.9374277766268264,0.00017880417188328185
7,4,4,0.1,0.35,200,0.9277389552428404,0.00018978025463965944
7,4,4,0.1,0.375,200,0.9175762162394706,0.0001999397924678469
7,4,4,0.1,0.4,200,0.9069882599873783,0.00020928435135048626
7,4,4,0.1,0.425,200,0.8960224625339345,0.00021782220994721825
7,4,4,0.1,0.45,200,0.8847245314688683,0.00022556737089753502
7,4,4,0.1,0.475,200,0.8731382406194911,0.00023253862077151645
7,4,4,0.1,0.5,200,0.8613052360693778,0.0002387586566844897
7,4,4,0.1,0.525,200,0.8492649050524582,0.00024425329103651503
7,4,4,0.1,0.55,200,0.8370542989545723,0.00024905074010607057
7,4,4,0.1,0.575,200,0.8247081018065441,0.00025318099759876736
7,4,4,0.1,0.6,200,0.8122586361386559,0.0002566752907677474
7,4,4,0.1,0.625,200,0.7997358987674521,0.00025956561429326855
7,4,4,0.1,0.65,200,0.7871676199057169,0.00026188433558207557
7,4,4,0.1,0.675,200,0.7745793398510724,0.0002636638643473301
7,4,4,0.1,0.7,200,0.7619944983638078,0.00026493637908505676
7,4,4,0.1,0.725,200,0.7494345326533406,0.00026573360321808197
7,4,4,0.1,0.75,200,0.7369189806320415,0.0002660866241016069
7,4,4,0.1,0.775,200,0.7244655867527592,0.0002660257486698427
7,4,4,0.1,0.8,200,0.7120904083179479,0.0002655803901687062
7,4,4,0.1,0.825,200,0.6998079206351332,0.0002647789811057924
7,4,4,0.1,0.85,200,0.6876311198005755,0.00026364890821395316
7,4,4,0.1,0.875,200,0.6755716222276417,0.0002622164658426642
7,4,4,0.1,0.9,200,0.6636397603069321,0.0002605068247466799
7,4,4,0.1,0.925,200,0.6518446738002922,0.0002585440137281339
7,4,4,0.1,0.95,200,0.6401943967389141,0.00025635091200566627
7,4,4,0.1,0.975,200,0.6286959397246544,0.00025394925053622057
7,4,4,0.1,1.0,200,0.6173553676305338,0.0002513596208077639
7,4,4,0.2,0.0,200,0.9971919286074421,9.461044516346195e-05
7,4,4,0.2,0.025,200,0.9984627291416728,6.255503461761344e-05
7,4,4,0.2,0.05,200,0.998799037898377,3.556282274541434e-05
7,4,4,0.2,0.075,200,0.9982011162496215,3.24002700910656e-05
7,4,4,0.2,0.1,200,0.9966765833176666,5.702233958900941e-05
7,4,4,0.2,0.125,200,0.9942401708159639,8.828510800944466e-05
7,4,4,0.2,0.15,200,0.9909133043076533,0.00012061315023251385
7,4,4,0.2,0.175,200,0.986723535115084,0.00015275144704782797
7,4,4,0.2,0.2,200,0.9817038537142335,0.0001842083564977057
7,4,4,0.2,0.225,200,0.9758919192559472,0.0002147057637777345
7,4,4,0.2,0.25,200,0.969329240811565,0.00024405360781370992
7,4,4,0.2,0.275,200,0.9620603443179323,0.00027211131189604145
7,4,4,0.2,0.3,200,0.95413195551578,0.0002987729627930046
