U,W,mean_r,stderr_r,n_r_values,n_realizations_used,n_realizations_total,n_levels_min,n_levels_max,zero_gap_fraction,duplicate_levels_removed,L,Nup,Ndown,N,nmax,boundary,file
3.0,1.0,0.5335487783197972,0.0014855556145523072,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
4.0,1.0,0.528603862740189,0.0014688552448810699,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_4/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U4_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
5.0,1.0,0.5078827506322178,0.0015064196527139484,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_5/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U5_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
7.0,1.0,0.5285584285658723,0.0014856734457151864,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_7/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U7_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
8.0,1.0,0.5328819171784618,0.0014979218201033352,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_8/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U8_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
9.0,1.0,0.5294468330108459,0.001481128427425827,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
10.0,1.0,0.5279782351099801,0.0014870871041938862,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
12.0,1.0,0.5274840799247521,0.0014895095065511554,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
15.0,1.0,0.5231148546898635,0.001488402513694847,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
20.0,1.0,0.5150615543793857,0.0015113689454942785,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
30.0,1.0,0.49348480740429235,0.001510166684230822,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
40.0,1.0,0.48145212470872434,0.0015244546956416725,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_1/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W1_boundaryperiodic_nreal300.txt
1.0,2.0,0.5333775245661291,0.001476600459683908,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
2.0,2.0,0.5300497968908354,0.0014818228680011738,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
3.0,2.0,0.5285918985653898,0.0014880735508982401,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
6.0,2.0,0.48888400028368273,0.001524901350514979,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_6/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U6_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
9.0,2.0,0.5198244143804173,0.0015100219667968083,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
10.0,2.0,0.5199221787210415,0.0014972183779327424,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
12.0,2.0,0.5154099666778679,0.001499286285987198,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
15.0,2.0,0.5102944364340847,0.001507695852492721,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
20.0,2.0,0.4970993945083464,0.0015036744578531133,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
30.0,2.0,0.47924728402599587,0.0015284228893738651,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
40.0,2.0,0.4704415043513151,0.0015577851731556197,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_2/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W2_boundaryperiodic_nreal300.txt
1.0,3.0,0.528726239371192,0.0014874330883358048,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
2.0,3.0,0.5328572790042596,0.0014816693970715626,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
3.0,3.0,0.527664020070261,0.0014879977462161922,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
4.0,3.0,0.5302047468148947,0.00149317749555827,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_4/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U4_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
5.0,3.0,0.529397715763122,0.001496191131916707,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_5/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U5_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
7.0,3.0,0.4745320172352676,0.0015613890293231687,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_7/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U7_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
8.0,3.0,0.4554550307678283,0.00159909832544515,29106,297,297,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_8/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U8_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
9.0,3.0,0.4581624701883818,0.0015882989981737797,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
10.0,3.0,0.4677489906975629,0.0015869484853165757,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
12.0,3.0,0.48207332984329077,0.0015503849982657387,29106,297,297,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
15.0,3.0,0.4830365986976658,0.0015315240529427741,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
20.0,3.0,0.4713469446307448,0.00155084044180728,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
30.0,3.0,0.4576176537749129,0.0015614923139900963,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
40.0,3.0,0.4527660177169287,0.0016496426041071417,26362,269,269,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_3/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W3_boundaryperiodic_nreal300.txt
1.0,4.0,0.523192759442899,0.0014859384378259357,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
2.0,4.0,0.5273315024700683,0.0014906354926100755,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
3.0,4.0,0.5260181249802672,0.0014842427067769687,29400,300,300,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
4.0,4.0,0.5251070536674759,0.0015030875185683742,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_4/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U4_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
5.0,4.0,0.5180109092990524,0.0015135858228594442,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_5/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U5_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
8.0,4.0,0.45156437115148607,0.0015779856988775568,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_8/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U8_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
9.0,4.0,0.44068143620307465,0.001604376109465063,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
10.0,4.0,0.4356712025922664,0.001607852334424427,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
12.0,4.0,0.43907237736490423,0.0016279419320612812,28224,288,288,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
15.0,4.0,0.44994908807690004,0.0015931486742435238,28714,293,293,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
20.0,4.0,0.44668217145096756,0.0015829849362547638,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
30.0,4.0,0.4358896387182147,0.001601920111411115,28420,290,290,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
40.0,4.0,0.4400139645209416,0.0016616228218256828,26558,271,271,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_4/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W4_boundaryperiodic_nreal300.txt
1.0,5.0,0.5092087079526544,0.001512838754749561,29204,298,298,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
2.0,5.0,0.5134802603505543,0.0015116911922354495,29302,299,299,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
3.0,5.0,0.5156375880000027,0.0015125347955948778,29106,297,297,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
4.0,5.0,0.5099418756463252,0.001530020358912926,28812,294,294,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_4/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U4_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
5.0,5.0,0.501190476741656,0.0015293914743292195,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_5/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U5_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
9.0,5.0,0.431866310181741,0.001630329917584828,28224,288,288,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
10.0,5.0,0.42429807943404363,0.0016411555045390044,28224,288,288,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
12.0,5.0,0.4233805145346813,0.001627538875208438,28518,291,291,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
15.0,5.0,0.424376822473578,0.0016299854183446493,28616,292,292,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
20.0,5.0,0.42875871954446804,0.0016226753202855753,28322,289,289,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
30.0,5.0,0.42429308908191665,0.00162579270551339,28322,289,289,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
40.0,5.0,0.4210315116109015,0.0017011447618291407,25970,265,265,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_5/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W5_boundaryperiodic_nreal300.txt
1.0,6.0,0.48594425735380625,0.0015499703958547048,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
2.0,6.0,0.48445841863698375,0.0015498034860605605,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
3.0,6.0,0.48515058291036695,0.0015677166345927237,28910,295,295,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_3/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U3_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
4.0,6.0,0.48420976680467787,0.0015643308115764313,29008,296,296,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_4/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U4_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
5.0,6.0,0.47104754639493024,0.0015735872101282978,28616,292,292,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_5/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U5_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
7.0,6.0,0.4473733936137345,0.001608658558080895,27930,285,285,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_7/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U7_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
8.0,6.0,0.432438867349962,0.0016334993854096498,27734,283,283,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_8/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U8_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
9.0,6.0,0.42228930670151604,0.00162853979940952,28224,288,288,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_9/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U9_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
10.0,6.0,0.41634250907251974,0.0016547860341317158,27832,284,284,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_10/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U10_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
12.0,6.0,0.41022850237321845,0.001630495991151535,28714,293,293,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_12/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U12_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
15.0,6.0,0.4095204902199373,0.001626760858952694,28812,294,294,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_15/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U15_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
20.0,6.0,0.4151949313075309,0.0016547294525646832,27734,283,283,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_20/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U20_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
30.0,6.0,0.419191379754644,0.0016555529246523547,27930,285,285,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_30/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U30_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
40.0,6.0,0.4151629315496423,0.0016818282187606819,27244,278,278,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_40/W_6/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U40_L9_N9_nmax2_W6_boundaryperiodic_nreal300.txt
1.0,7.0,0.4537225100335191,0.0016022736692264156,28420,290,290,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_1/W_7/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U1_L9_N9_nmax2_W7_boundaryperiodic_nreal300.txt
2.0,7.0,0.4582858302017708,0.0015944881955244259,28518,291,291,100,100,0.0,0,9,,,9,2,periodic,pbs_bose_midpoint_L9/data/U_2/W_7/L_9/N_9_nmax_2/boundary_periodic/energies_polfed_U2_L9_N9_nmax2_W7_boundaryperiodic_nreal300.txt
