L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
8,4,5,0.5,2.0,5.231916489260114,0.16663966464347107
8,5,5,0.625,2.0,5.645194255984446,0.11150056943078086
8,6,5,0.75,2.0,6.0434792934397725,0.11814450790310219
8,7,5,0.875,1.0,6.45489206769991,0.07923058532467381
