L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value
8,4,5,0.5,0.1,onsite_pair_density,1.0,0.283915915554402
8,4,5,0.5,0.1,onsite_pair_variance,1.0,2.5988213121876
8,4,5,0.5,0.1,charge_fluctuation,1.0,0.528854410751444
8,4,5,0.5,0.1,fock_entropy_normalized,1.0,0.8489383437821559
8,4,5,0.5,0.1,pr_normalized,1.0,0.28571141849922194
8,4,5,0.5,0.1,Nres_mean_l1.0,1.0,3.103030303030001
8,4,5,0.5,0.1,Nres_mean_l2.0,1.0,5.13939393939
8,4,5,0.5,0.1,fres_l1.0,1.0,0.533333333333
8,4,5,0.5,0.1,fres_l2.0,1.0,0.8833333333330001
8,5,5,0.625,0.1,onsite_pair_density,1.0,0.48970210333812403
8,5,5,0.625,0.1,onsite_pair_variance,1.0,4.671099855870819
8,5,5,0.625,0.1,charge_fluctuation,1.0,0.718552253876386
8,5,5,0.625,0.1,fock_entropy_normalized,1.0,0.868054316387658
8,5,5,0.625,0.1,pr_normalized,1.0,0.27010265895687796
8,5,5,0.625,0.1,Nres_mean_l1.0,1.0,3.2323232323199993
8,5,5,0.625,0.1,Nres_mean_l2.0,1.0,5.53535353535
8,5,5,0.625,0.1,fres_l1.0,1.0,0.484848484848
8,5,5,0.625,0.1,fres_l2.0,1.0,0.830303030303
8,6,5,0.75,0.1,onsite_pair_density,1.0,0.7317963124294801
8,6,5,0.75,0.1,onsite_pair_variance,1.0,7.19163215065348
8,6,5,0.75,0.1,charge_fluctuation,1.0,0.9134766527910699
8,6,5,0.75,0.1,fock_entropy_normalized,1.0,0.8796154562912579
8,6,5,0.75,0.1,pr_normalized,1.0,0.258160197149788
8,6,5,0.75,0.1,Nres_mean_l1.0,1.0,3.3536299765800006
8,6,5,0.75,0.1,Nres_mean_l2.0,1.0,5.84543325527
8,6,5,0.75,0.1,fres_l1.0,1.0,0.45316455696200014
8,6,5,0.75,0.1,fres_l2.0,1.0,0.7898734177219999
8,7,5,0.875,0.1,onsite_pair_density,1.0,1.02522871501342
8,7,5,0.875,0.1,onsite_pair_variance,1.0,10.293812711621397
8,7,5,0.875,0.1,charge_fluctuation,1.0,1.1298855323901997
8,7,5,0.875,0.1,fock_entropy_normalized,1.0,0.889672782256798
8,7,5,0.875,0.1,pr_normalized,1.0,0.257124093854206
8,7,5,0.875,0.1,Nres_mean_l1.0,1.0,3.4590819477446404
8,7,5,0.875,0.1,Nres_mean_l2.0,1.0,6.118764845610001
8,7,5,0.875,0.1,fres_l1.0,1.0,0.4298327922078461
8,7,5,0.875,0.1,fres_l2.0,1.0,0.7603305785120001
8,4,5,0.5,0.25,onsite_pair_density,1.0,0.28376591597691797
8,4,5,0.5,0.25,onsite_pair_variance,1.0,2.6843228515583397
8,4,5,0.5,0.25,charge_fluctuation,1.0,0.52634413230153
8,4,5,0.5,0.25,fock_entropy_normalized,1.0,0.8526432204063
8,4,5,0.5,0.25,pr_normalized,1.0,0.28447702146912796
8,4,5,0.5,0.25,Nres_mean_l1.0,1.0,3.102424242424001
8,4,5,0.5,0.25,Nres_mean_l2.0,1.0,5.13939393939
8,4,5,0.5,0.25,fres_l1.0,1.0,0.5332291666663961
8,4,5,0.5,0.25,fres_l2.0,1.0,0.8833333333330001
8,5,5,0.625,0.25,onsite_pair_density,1.0,0.48947690707720404
8,5,5,0.625,0.25,onsite_pair_variance,1.0,4.743360891300941
8,5,5,0.625,0.25,charge_fluctuation,1.0,0.717864040358744
8,5,5,0.625,0.25,fock_entropy_normalized,1.0,0.8708367469312479
8,5,5,0.625,0.25,pr_normalized,1.0,0.27369433555118405
8,5,5,0.625,0.25,Nres_mean_l1.0,1.0,3.231050505047399
8,5,5,0.625,0.25,Nres_mean_l2.0,1.0,5.53535353535
8,5,5,0.625,0.25,fres_l1.0,1.0,0.48465757575714813
8,5,5,0.625,0.25,fres_l2.0,1.0,0.830303030303
8,6,5,0.75,0.25,onsite_pair_density,1.0,0.731777904585176
8,6,5,0.75,0.25,onsite_pair_variance,1.0,7.2586916267186
8,6,5,0.75,0.25,charge_fluctuation,1.0,0.913418237554888
8,6,5,0.75,0.25,fock_entropy_normalized,1.0,0.8817103113355019
8,6,5,0.75,0.25,pr_normalized,1.0,0.263395632877174
8,6,5,0.75,0.25,Nres_mean_l1.0,1.0,3.3521053864162607
8,6,5,0.75,0.25,Nres_mean_l2.0,1.0,5.84428571428466
8,6,5,0.75,0.25,fres_l1.0,1.0,0.4529585443037802
8,6,5,0.75,0.25,fres_l2.0,1.0,0.7897183544303599
8,7,5,0.875,0.25,onsite_pair_density,1.0,1.02533550000164
8,7,5,0.875,0.25,onsite_pair_variance,1.0,10.3703966584296
8,7,5,0.875,0.25,charge_fluctuation,1.0,1.1300699334586202
8,7,5,0.875,0.25,fock_entropy_normalized,1.0,0.890278075548992
8,7,5,0.875,0.25,pr_normalized,1.0,0.25890935235422796
8,7,5,0.875,0.25,Nres_mean_l1.0,1.0,3.45875653206694
8,7,5,0.875,0.25,Nres_mean_l2.0,1.0,6.11515914489558
8,7,5,0.875,0.25,fres_l1.0,1.0,0.42979235537189603
8,7,5,0.875,0.25,fres_l2.0,1.0,0.7598825265640521
8,4,5,0.5,0.5,onsite_pair_density,1.0,0.284377288432292
8,4,5,0.5,0.5,onsite_pair_variance,1.0,2.8113048125279603
8,4,5,0.5,0.5,charge_fluctuation,1.0,0.5263097068300819
8,4,5,0.5,0.5,fock_entropy_normalized,1.0,0.855909549037382
8,4,5,0.5,0.5,pr_normalized,1.0,0.287113760856338
8,4,5,0.5,0.5,Nres_mean_l1.0,1.0,3.2677212121203603
8,4,5,0.5,0.5,Nres_mean_l2.0,1.0,5.17223030302962
8,4,5,0.5,0.5,fres_l1.0,1.0,0.561639583333332
8,4,5,0.5,0.5,fres_l2.0,1.0,0.8889770833330001
8,5,5,0.625,0.5,onsite_pair_density,1.0,0.489032057751828
8,5,5,0.625,0.5,onsite_pair_variance,1.0,4.82883413491262
8,5,5,0.625,0.5,charge_fluctuation,1.0,0.717106393872766
8,5,5,0.625,0.5,fock_entropy_normalized,1.0,0.8717820590563861
8,5,5,0.625,0.5,pr_normalized,1.0,0.27527425676919
8,5,5,0.625,0.5,Nres_mean_l1.0,1.0,3.3870202020198197
8,5,5,0.625,0.5,Nres_mean_l2.0,1.0,5.5944646464617
8,5,5,0.625,0.5,fres_l1.0,1.0,0.508053030303014
8,5,5,0.625,0.5,fres_l2.0,1.0,0.8391696969698139
8,6,5,0.75,0.5,onsite_pair_density,1.0,0.7326075304252401
8,6,5,0.75,0.5,onsite_pair_variance,1.0,7.39981203578332
8,6,5,0.75,0.5,charge_fluctuation,1.0,0.914033475639054
8,6,5,0.75,0.5,fock_entropy_normalized,1.0,0.881943211639138
8,6,5,0.75,0.5,pr_normalized,1.0,0.26429431824989597
8,6,5,0.75,0.5,Nres_mean_l1.0,1.0,3.5054004683844395
8,6,5,0.75,0.5,Nres_mean_l2.0,1.0,5.92883138173296
8,6,5,0.75,0.5,fres_l1.0,1.0,0.47367278481020403
8,6,5,0.75,0.5,fres_l2.0,1.0,0.8011427215189719
8,7,5,0.875,0.5,onsite_pair_density,1.0,1.02569731448142
8,7,5,0.875,0.5,onsite_pair_variance,1.0,10.525558472830198
8,7,5,0.875,0.5,charge_fluctuation,1.0,1.1301348833526
8,7,5,0.875,0.5,fock_entropy_normalized,1.0,0.890168045955224
8,7,5,0.875,0.5,pr_normalized,1.0,0.258540009786334
8,7,5,0.875,0.5,Nres_mean_l1.0,1.0,3.57428147268424
8,7,5,0.875,0.5,Nres_mean_l2.0,1.0,6.20375534441762
8,7,5,0.875,0.5,fres_l1.0,1.0,0.444147727272734
8,7,5,0.875,0.5,fres_l2.0,1.0,0.770891676505148
8,4,5,0.5,0.75,onsite_pair_density,1.0,0.285952865304986
8,4,5,0.5,0.75,onsite_pair_variance,1.0,2.9161385578771797
8,4,5,0.5,0.75,charge_fluctuation,1.0,0.5279046380514201
8,4,5,0.5,0.75,fock_entropy_normalized,1.0,0.8565918743201021
8,4,5,0.5,0.75,pr_normalized,1.0,0.28794669802502804
8,4,5,0.5,0.75,Nres_mean_l1.0,1.0,3.14932121212062
8,4,5,0.5,0.75,Nres_mean_l2.0,1.0,5.05612121212106
8,4,5,0.5,0.75,fres_l1.0,1.0,0.541289583333328
8,4,5,0.5,0.75,fres_l2.0,1.0,0.8690208333330001
8,5,5,0.625,0.75,onsite_pair_density,1.0,0.48881412995108
8,5,5,0.625,0.75,onsite_pair_variance,1.0,4.94447644365572
8,5,5,0.625,0.75,charge_fluctuation,1.0,0.716130525274982
8,5,5,0.625,0.75,fock_entropy_normalized,1.0,0.871174920316674
8,5,5,0.625,0.75,pr_normalized,1.0,0.273468455727024
8,5,5,0.625,0.75,Nres_mean_l1.0,1.0,3.3138686868688803
8,5,5,0.625,0.75,Nres_mean_l2.0,1.0,5.493353535353161
8,5,5,0.625,0.75,fres_l1.0,1.0,0.497080303030314
8,5,5,0.625,0.75,fres_l2.0,1.0,0.824003030303084
8,6,5,0.75,0.75,onsite_pair_density,1.0,0.733812180639534
8,6,5,0.75,0.75,onsite_pair_variance,1.0,7.61301173385308
8,6,5,0.75,0.75,charge_fluctuation,1.0,0.9146309447527119
8,6,5,0.75,0.75,fock_entropy_normalized,1.0,0.8812088753866639
8,6,5,0.75,0.75,pr_normalized,1.0,0.26233955055910996
8,6,5,0.75,0.75,Nres_mean_l1.0,1.0,3.41641686182694
8,6,5,0.75,0.75,Nres_mean_l2.0,1.0,5.81394145199068
8,6,5,0.75,0.75,fres_l1.0,1.0,0.461648734177246
8,6,5,0.75,0.75,fres_l2.0,1.0,0.7856180379747181
8,7,5,0.875,0.75,onsite_pair_density,1.0,1.0261449387503798
8,7,5,0.875,0.75,onsite_pair_variance,1.0,10.7489227868838
8,7,5,0.875,0.75,charge_fluctuation,1.0,1.12985140693344
8,7,5,0.875,0.75,fock_entropy_normalized,1.0,0.889539681735498
8,7,5,0.875,0.75,pr_normalized,1.0,0.256562986821464
8,7,5,0.875,0.75,Nres_mean_l1.0,1.0,3.54418408551078
8,7,5,0.875,0.75,Nres_mean_l2.0,1.0,6.1078693586692
8,7,5,0.875,0.75,fres_l1.0,1.0,0.440407762691868
8,7,5,0.875,0.75,fres_l2.0,1.0,0.758976682408486
8,4,5,0.5,1.0,onsite_pair_density,1.0,0.2875579899723533
8,4,5,0.5,1.0,onsite_pair_variance,1.0,3.0216246879812663
8,4,5,0.5,1.0,charge_fluctuation,1.0,0.5289211934394067
8,4,5,0.5,1.0,fock_entropy_normalized,1.0,0.8557562205453333
8,4,5,0.5,1.0,pr_normalized,1.0,0.2860174208149467
8,4,5,0.5,1.0,Nres_mean_l1.0,1.0,2.9016161616164
8,4,5,0.5,1.0,Nres_mean_l2.0,1.0,4.949454545454467
8,4,5,0.5,1.0,fres_l1.0,1.0,0.49871527777777336
8,4,5,0.5,1.0,fres_l2.0,1.0,0.8506874999996666
8,5,5,0.625,1.0,onsite_pair_density,1.0,0.48888151051838674
8,5,5,0.625,1.0,onsite_pair_variance,1.0,5.1098183643523996
8,5,5,0.625,1.0,charge_fluctuation,1.0,0.7149780037442733
8,5,5,0.625,1.0,fock_entropy_normalized,1.0,0.8696432408161666
8,5,5,0.625,1.0,pr_normalized,1.0,0.2693175210393
