U,W,L,N,nmax,boundary,g,n_realizations_used,source
1.0,12.0,7,7,2,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,13.0,7,7,2,periodic,0.15115115115115116,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,14.0,7,7,2,periodic,0.15115115115115116,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,15.0,7,7,2,periodic,0.14114114114114115,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,0.5,7,7,3,periodic,1.3823823823823824,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,1.0,7,7,3,periodic,1.2422422422422423,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,2.0,7,7,3,periodic,1.2822822822822824,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,3.0,7,7,3,periodic,1.0570570570570572,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,4.0,7,7,3,periodic,0.7817817817817816,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,5.0,7,7,3,periodic,0.5215215215215214,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,6.0,7,7,3,periodic,0.3363363363363363,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,7.0,7,7,3,periodic,0.2762762762762762,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,8.0,7,7,3,periodic,0.23623623623623624,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,9.0,7,7,3,periodic,0.21121121121121117,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,10.0,7,7,3,periodic,0.17617617617617623,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,11.0,7,7,3,periodic,0.1811811811811812,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,12.0,7,7,3,periodic,0.14114114114114115,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,13.0,7,7,3,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,14.0,7,7,3,periodic,0.15115115115115116,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,15.0,7,7,3,periodic,0.14114114114114115,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,0.5,7,7,4,periodic,1.2572572572572573,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,1.0,7,7,4,periodic,1.3273273273273274,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,2.0,7,7,4,periodic,1.3123123123123124,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,3.0,7,7,4,periodic,1.1071071071071072,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,4.0,7,7,4,periodic,0.6816816816816815,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,5.0,7,7,4,periodic,0.42642642642642636,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,6.0,7,7,4,periodic,0.3063063063063063,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,7.0,7,7,4,periodic,0.2812812812812813,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,8.0,7,7,4,periodic,0.24624624624624622,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,9.0,7,7,4,periodic,0.2062062062062062,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,10.0,7,7,4,periodic,0.16116116116116122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,11.0,7,7,4,periodic,0.16116116116116122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,12.0,7,7,4,periodic,0.1861861861861862,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,13.0,7,7,4,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,14.0,7,7,4,periodic,0.12112112112112118,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
1.0,15.0,7,7,4,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,0.5,7,7,2,periodic,1.0570570570570572,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,1.0,7,7,2,periodic,1.2922922922922924,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,2.0,7,7,2,periodic,1.2822822822822824,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,3.0,7,7,2,periodic,1.0420420420420422,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,4.0,7,7,2,periodic,0.6216216216216215,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,5.0,7,7,2,periodic,0.43143143143143137,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,6.0,7,7,2,periodic,0.41141141141141135,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,7.0,7,7,2,periodic,0.3163163163163163,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,8.0,7,7,2,periodic,0.2662662662662663,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,9.0,7,7,2,periodic,0.22622622622622626,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,10.0,7,7,2,periodic,0.20120120120120122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,11.0,7,7,2,periodic,0.20120120120120122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,12.0,7,7,2,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,13.0,7,7,2,periodic,0.1711711711711712,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,14.0,7,7,2,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,15.0,7,7,2,periodic,0.15115115115115116,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,0.5,7,7,3,periodic,1.1821821821821823,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,1.0,7,7,3,periodic,1.2522522522522523,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,2.0,7,7,3,periodic,1.1871871871871873,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,3.0,7,7,3,periodic,0.9769769769769772,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,4.0,7,7,3,periodic,0.7417417417417416,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,5.0,7,7,3,periodic,0.5015015015015014,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,6.0,7,7,3,periodic,0.3613613613613613,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,7.0,7,7,3,periodic,0.3263263263263263,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,8.0,7,7,3,periodic,0.25125125125125125,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,9.0,7,7,3,periodic,0.21121121121121117,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,10.0,7,7,3,periodic,0.17617617617617623,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,11.0,7,7,3,periodic,0.20120120120120122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,12.0,7,7,3,periodic,0.1711711711711712,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,13.0,7,7,3,periodic,0.17617617617617623,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,14.0,7,7,3,periodic,0.14114114114114115,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,15.0,7,7,3,periodic,0.13613613613613618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,0.5,7,7,4,periodic,1.3373373373373374,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,1.0,7,7,4,periodic,1.2372372372372373,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,2.0,7,7,4,periodic,1.0370370370370372,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,3.0,7,7,4,periodic,0.8218218218218221,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,4.0,7,7,4,periodic,0.5915915915915915,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,5.0,7,7,4,periodic,0.4814814814814814,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,6.0,7,7,4,periodic,0.3613613613613613,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,7.0,7,7,4,periodic,0.2612612612612612,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,8.0,7,7,4,periodic,0.2662662662662663,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,9.0,7,7,4,periodic,0.23123123123123127,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,10.0,7,7,4,periodic,0.21121121121121117,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,11.0,7,7,4,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,12.0,7,7,4,periodic,0.17617617617617623,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,13.0,7,7,4,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,14.0,7,7,4,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
2.0,15.0,7,7,4,periodic,0.13113113113113117,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,0.5,7,7,2,periodic,0.7867867867867866,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,1.0,7,7,2,periodic,1.0720720720720722,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,2.0,7,7,2,periodic,1.0970970970970972,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,3.0,7,7,2,periodic,0.8418418418418421,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,4.0,7,7,2,periodic,0.6416416416416415,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,5.0,7,7,2,periodic,0.4564564564564564,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,6.0,7,7,2,periodic,0.3563563563563563,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,7.0,7,7,2,periodic,0.29129129129129133,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,8.0,7,7,2,periodic,0.24624624624624622,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,9.0,7,7,2,periodic,0.23623623623623624,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,10.0,7,7,2,periodic,0.1861861861861862,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,11.0,7,7,2,periodic,0.19119119119119118,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,12.0,7,7,2,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,13.0,7,7,2,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,14.0,7,7,2,periodic,0.13113113113113117,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,15.0,7,7,2,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,0.5,7,7,3,periodic,0.7717717717717716,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,1.0,7,7,3,periodic,0.8468468468468471,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,2.0,7,7,3,periodic,0.7667667667667666,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,3.0,7,7,3,periodic,0.6266266266266265,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,4.0,7,7,3,periodic,0.5265265265265264,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,5.0,7,7,3,periodic,0.41641641641641636,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,6.0,7,7,3,periodic,0.3413413413413413,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,7.0,7,7,3,periodic,0.3263263263263263,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,8.0,7,7,3,periodic,0.2212212212212212,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,9.0,7,7,3,periodic,0.1811811811811812,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,10.0,7,7,3,periodic,0.2062062062062062,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,11.0,7,7,3,periodic,0.22622622622622626,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,12.0,7,7,3,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,13.0,7,7,3,periodic,0.16116116116116122,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,14.0,7,7,3,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,15.0,7,7,3,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,0.5,7,7,4,periodic,0.9519519519519521,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,1.0,7,7,4,periodic,0.9019019019019021,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,2.0,7,7,4,periodic,0.6166166166166165,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,3.0,7,7,4,periodic,0.42142142142142136,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,4.0,7,7,4,periodic,0.3513513513513513,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,5.0,7,7,4,periodic,0.3213213213213213,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,6.0,7,7,4,periodic,0.2762762762762762,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,7.0,7,7,4,periodic,0.23623623623623624,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,8.0,7,7,4,periodic,0.22622622622622626,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,9.0,7,7,4,periodic,0.1811811811811812,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,10.0,7,7,4,periodic,0.1661661661661662,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,11.0,7,7,4,periodic,0.1561561561561562,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,12.0,7,7,4,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,13.0,7,7,4,periodic,0.14114114114114115,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,14.0,7,7,4,periodic,0.15115115115115116,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
3.0,15.0,7,7,4,periodic,0.14614614614614618,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,0.5,7,7,2,periodic,0.6966966966966965,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,1.0,7,7,2,periodic,0.8768768768768771,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,2.0,7,7,2,periodic,0.8218218218218221,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,3.0,7,7,2,periodic,0.7017017017017015,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,4.0,7,7,2,periodic,0.6016016016016015,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,5.0,7,7,2,periodic,0.40140140140140135,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,6.0,7,7,2,periodic,0.3213213213213213,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,7.0,7,7,2,periodic,0.3013013013013013,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,8.0,7,7,2,periodic,0.2612612612612612,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,9.0,7,7,2,periodic,0.24624624624624622,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,10.0,7,7,2,periodic,0.2212212212212212,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
4.0,11.0,7,7,2,periodic,0.19119119119119118,300,/home/2/kj405942/POLFED_bosons/SFF_bozony/epsilon_scan_L7_allU/epsilon_0p08/thouless_summary.csv
