L,N,nmax,W_over_t,U_M_star_over_t,mixing_max,search_U_max_over_t,local_maxima,U_small_W_over_t,U_large_W_over_t,small_W_regime,large_W_regime,beta_eff
9,9,9,2.168103389728117,0.3203544153707703,0.9056875772962546,4.336206779456234,2,0.30020332364841606,0.6917929109833999,False,False,0.8771479502206683
9,9,9,2.3,0.33732159231813313,0.8970636505847053,4.6,2,0.31173736913073097,0.7125248758437133,False,False,0.8706398511283737
9,9,9,2.3868904567242772,0.34836347584500177,0.8913626246783446,4.7737809134485545,2,0.31868880580058034,0.7258591522781981,False,False,0.8665662476962481
9,9,9,2.5,0.36258188168996064,0.8839319831048444,5.0,2,0.32693073396367667,0.7428585349382092,False,False,0.8615070030684038
9,9,9,2.627755705467474,0.37843790898277196,0.8755431718553939,5.255511410934948,2,0.3350919444317927,0.7616029314279388,False,False,0.8561098307193054
9,9,9,2.8929270835048237,0.4106987078384707,0.8582181158309659,5.7858541670096475,2,0.34788282664891784,0.7991068561154128,False,False,0.8458542876976463
9,9,9,3.18485736442798,0.4452743679502966,0.8394018133639477,6.36971472885596,2,0.35493593467323115,0.8384576019073258,False,False,0.8358137001587718
9,9,9,3.506246835458556,0.48230077400243626,0.819134815176049,7.012493670917112,2,0.35332253746006537,0.8797461125707695,False,False,0.8260221147193363
9,9,9,3.860068274477082,0.5219208803977498,0.7974835744040772,7.720136548954164,2,0.33903281950401626,0.9230678102539592,False,False,0.8164530465887054
9,9,9,4.0,0.5372841033808786,0.789130230485032,8.0,2,0.32948289649686924,0.9396499798802042,False,False,0.812969325929009
9,9,9,4.249594447527195,0.5642838799585823,0.7745391640644713,8.49918889505439,2,0.306604170646088,0.9685228160169872,False,False,0.8071311831105994
9,9,9,4.67842838114059,0.6095441510787588,0.7504150951736068,9.35685676228118,2,0.2486241701656401,1.0162161812222632,False,False,0.797986791952014
9,9,9,5.150536689494692,0.6578600751787373,0.7252443739399105,10.301073378989384,2,0.15506626912339527,1.0662581303194063,False,False,0.7889526069614547
9,9,9,5.6702862646715335,0.7093926022254127,0.6991759710676174,11.340572529343067,2,0.012402124555565996,1.1187643155856977,False,False,0.779982100486815
9,9,9,6.242484669394137,0.7643036525817917,0.6723708971094493,12.484969338788273,2,-0.19758420952478284,1.1738560844108146,False,False,0.7710165478180664
9,9,9,6.872424605863914,0.8227547370881495,0.6449980842439681,13.744849211727828,2,-0.4993800470845495,1.2316607597435827,False,False,0.7620017502406278
9,9,9,7.56593287202541,0.8849054923954176,0.617230267300283,15.13186574405082,2,-0.9258589864985536,1.2923119343488776,False,False,0.7529004615925409
9,9,9,8.0,0.922727513163092,0.6010046539420683,16.0,2,-1.2473114042494706,1.3288657454301906,False,False,0.7475651868286448
9,9,9,8.3294242580925,0.950912524632234,0.5892400370967518,16.658848516185,2,-1.521104718397099,1.3559497795547426,False,False,0.7436651819236577
9,9,9,9.169960881866357,1.0209286081298448,0.561196210143222,18.339921763732715,2,-2.3441809026385276,1.422721369203265,False,False,0.734258739074268
9,9,9,10.095317511683094,1.0951026832397237,0.5332606241568371,20.190635023366188,2,-3.4741636023697104,1.4927810195538986,False,False,0.7247133133972885
9,9,9,11.114053481213176,1.1735796180318827,0.5055854324992984,22.228106962426352,2,-5.0168585896918,1.5662906459247858,False,False,0.7150291874789152
9,9,9,12.0,1.2393666584920335,0.48378808090146236,24.0,2,-6.636660099482229,1.6275215064835868,False,False,0.7072230354534774
9,9,9,12.235591861307682,1.2565015402844653,0.4783109359820732,24.471183722615365,2,-7.113767045215977,1.6434201368963106,False,False,0.7052321357578294
9,9,9,13.470306621212796,1.3440093279755605,0.4515639600622436,26.94061324242559,2,-9.954051591362429,1.7243477469417159,False,False,0.6953514224498856
9,9,9,14.829618585373169,1.4362443900071924,0.42545676068367083,29.659237170746337,2,-13.790506009673681,1.8092605083921836,False,False,0.6854588833641055
9,9,9,16.0,1.5125604907606867,0.40534546799690824,32.0,2,-17.744840386444615,1.8792999597604083,False,False,0.6776599756936434
9,9,9,16.326101073402686,1.5333513775404308,0.40008642322580257,32.65220214680537,2,-18.96086745522708,1.8983546636884885,False,False,0.6755997859151933
9,9,9,17.97359620036734,1.6354808817448774,0.3755347057655377,35.94719240073468,2,-25.91625759646801,1.9918361189181863,False,False,0.6658735613349216
9,9,9,19.787342913131276,1.7427916036817266,0.35186826924038533,39.57468582626255,2,-35.25913637070198,2.089920919686534,False,False,0.6563012388581639
9,9,9,21.784117947071937,1.8554527794572802,0.3291392320657357,43.568235894143875,2,-47.79394898313983,2.1928357504208953,False,False,0.6469528811952667
9,9,9,23.98239100698168,1.9736460003401286,0.3073859845539739,47.96478201396336,2,-64.59471014523824,2.3008184582626225,False,False,0.6377991836716319
9,9,9,24.0,1.9745700895676372,0.30722373498279787,48.0,2,-64.74280452453111,2.3016629875229797,False,False,0.6377309897898578
9,9,9,26.402495607542527,2.0975659247227982,0.2866341988970293,52.80499121508505,2,-87.0951884174097,2.414118602757137,False,False,0.6291012794652548
9,9,9,29.06681715360941,2.227421398667006,0.26689797351614475,58.13363430721882,2,-117.20924674100219,2.532998032612641,False,False,0.6206614153931018
9,9,9,32.0,2.363436565013541,0.2481810560288768,64.0,2,-157.4914213964546,2.6577314908603813,False,False,0.6165274632984709
