L,N,nmax,A,B,C,D2,Gamma_min_over_t,Gamma_max_over_t,n_channels
9,9,9,0.1617989406760177,-0.004964263534487524,0.4698249899401021,1.0740842560982724,2.8284271247461903,9.797958971132712,20
