L,N,nmax,points,A_theory,B_theory,A_ED_fit,B_ED_fit,A_ED_bootstrap_median,A_ED_ci95_low,A_ED_ci95_high,B_ED_bootstrap_median,B_ED_ci95_low,B_ED_ci95_high,bootstrap_valid_fraction
9,9,9,10,0.1617989406760177,-0.0049642635344875,0.23370798716108815,-0.035249622216467706,0.23371720550323827,0.2326769837968957,0.23470838261910634,-0.03525344904734855,-0.035869105611294194,-0.034709362439459046,1.0
