L,N,nmax,W_over_t,U_over_t,realizations,entropy_norm_mean,entropy_norm_sem,delta_entropy_norm_mean,delta_entropy_norm_paired_sem,entropy2_norm_mean,entropy2_norm_sem,IPR_mean,IPR_sem,gap_ratio_mean,gap_ratio_sem,Q_mean_mean,Q_mean_sem,Q_variance_mean,Q_variance_sem,H_Q_mean,H_Q_sem,S_intra_Q_mean,S_intra_Q_sem
6,6,3,0.5,0.0,200,0.8652488376544543,0.0004078078807547583,0.0,0.0,0.7947027916041992,0.0007206801808429998,0.01003832083507736,5.48505065377677e-05,0.5307119839140075,0.00422044133896283,6.351702918332024,0.0030300164765745424,6.11634358130429,0.010592542333019485,1.4302480571102922,0.0005340634539368725,3.603000612554625,0.002389097936959727
6,6,3,0.5,0.1,200,0.8671735713326828,0.00030441554941602075,0.0019247336782284934,0.0003332480992878769,0.7982280068236317,0.000539616646578667,0.009749069487098454,3.496388881135332e-05,0.533774369590056,0.003740691624403194,6.30434767010516,0.0033208161085376176,5.92686929254812,0.010531738943214481,1.424065475416903,0.0005465024421668725,3.6203795840075936,0.0017731545315178123
6,6,3,0.5,0.2,200,0.8691446601927906,0.00023348984095702204,0.003895822538336446,0.00045844168753033624,0.8019136859666861,0.0004568132337198528,0.009529041117053471,2.9751482789002556e-05,0.5403816431691159,0.004099991041174518,6.250725556011535,0.0031962022671575526,5.604230896853501,0.010346838849866327,1.4097874743537062,0.0004892752645768927,3.646123628076204,0.0014827577124698534
6,6,3,0.5,0.3,200,0.870840382310739,0.00021788973631062166,0.0055915446562847144,0.0004907155070656353,0.8053087610088556,0.000397233661628757,0.009318239074767365,2.3946481810378257e-05,0.5287574963063075,0.004101044371609138,6.179467465376235,0.0034178253622103513,5.207399314912134,0.010504578931527822,1.3898132147961968,0.0004982738100106479,3.675962091690226,0.0014664472310489118
6,6,3,0.5,0.4,200,0.8711797106691612,0.00019993531660838205,0.005930873014707031,0.00047853674942915513,0.8061592524831539,0.0003514575557930412,0.009260220821527188,2.0535427095591314e-05,0.5300611664263346,0.004102127534241114,6.119695337784074,0.003437361217600862,4.891337121000056,0.008568002114861362,1.372109427468402,0.00048200100342552784,3.695639789798692,0.001276175113391537
6,6,3,0.5,0.5,200,0.870363441122316,0.00016355724473942563,0.005114603467861698,0.00046584573896920787,0.8049424905355739,0.00029609474459873955,0.009317330159474963,1.708295370628967e-05,0.526501079942363,0.0041620370964561525,6.0646437089920235,0.0035627761679636527,4.637857998285898,0.006886914891702901,1.3569160766817754,0.00047005223248043474,3.7060848098948265,0.0010151491547796382
6,6,3,0.5,0.6,200,0.8685655717941697,0.00017899251046652574,0.0033167341397153647,0.0004655097474292103,0.8020060316882497,0.0003332490089128438,0.009480110982214235,1.9290457513415384e-05,0.5239026416957536,0.003786572638984944,6.013046634994734,0.003696143808522829,4.433576592905428,0.005608433477596453,1.3444539589092555,0.0004942536893050798,3.7080885219344304,0.001104410133014138
6,6,3,0.5,0.7,200,0.8666059724042696,0.00018152497402116002,0.0013571347498153841,0.0004799336990751791,0.7987418172779175,0.0003143463472467912,0.009667813696893594,1.8787728098318485e-05,0.5297343866380821,0.003867198956193639,5.96952554814315,0.004009073724252203,4.25832702769516,0.005001678089836094,1.3329664487237491,0.0005682752557097168,3.7081768246398923,0.0011326501213220382
6,6,3,0.5,0.8,200,0.8640023744647667,0.0002056320273476856,-0.0012464631896875397,0.0005028794770729291,0.7943862068135574,0.00037743160133598346,0.009930732214176757,2.3097373390769217e-05,0.5298518781614292,0.0037528683797765972,5.936060561326224,0.004271013050831783,4.097146011557804,0.004850073541071406,1.3211339984438657,0.0006435386502631117,3.704863856289836,0.0012434279343361532
6,6,3,0.5,0.9,200,0.8608596875651421,0.00024173470727244839,-0.004389150089312025,0.0005415017519803109,0.7889233721993091,0.0004392989021767843,0.0102801781273259,2.9515338011382784e-05,0.5285523121893897,0.004073197759762741,5.905386173881916,0.004117592661983618,3.9501568462921925,0.004211559700773627,1.310384484380213,0.0005973920456391837,3.6973320113174135,0.001444390195435144
