L,N,nmax,points,A_theory,B_theory,A_ED_fit,B_ED_fit,A_ED_bootstrap_median,A_ED_ci95_low,A_ED_ci95_high,B_ED_bootstrap_median,B_ED_ci95_low,B_ED_ci95_high,bootstrap_valid_fraction
6,6,4,3,0.1944773175542406,-0.0056038768373641,0.4150167588067827,-0.12027222320159815,0.4170960670309108,0.38221289512356743,0.46140106982053375,-0.12226297684253903,-0.14611139120397296,-0.10399236071104964,1.0
6,6,5,3,0.1766726107918895,-0.0053474823963057,0.4751124994959069,-0.11958297162987444,0.47495479109926264,0.46048232708730386,0.48403014914041037,-0.1194796773979752,-0.12425125741360289,-0.11313079359157478,1.0
6,6,6,3,0.1714807123529041,-0.0051818131230847,0.49707230878021513,-0.13754862632685794,0.4970350955643964,0.4887096904508447,0.5028977794338058,-0.13749631164615211,-0.14056467186159574,-0.13310779252888852,1.0
