# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.827059720876476945e+01 8.826963256449521111e+01 1.999800019997333795e-04 5.644824750388601764e+00
1.011591112223829728e-04 8.827013815025948418e+01 8.826936219622790247e+01 2.022977581832760541e-04 5.639818918490504984e+00
1.023316578330244966e-04 8.826966839022502143e+01 8.826904955437279909e+01 2.046423742725537011e-04 5.634812884430914437e+00
1.035177955630176228e-04 8.826918767923945097e+01 8.826869574838397625e+01 2.070141614763123497e-04 5.629806653733895772e+00
1.047176819485520245e-04 8.826869576206996726e+01 8.826830304253790871e+01 2.094134346075829226e-04 5.624800237606014441e+00
1.059314763518370031e-04 8.826819237753768732e+01 8.826787453462441135e+01 2.118405121253895179e-04 5.619793651355602826e+00
1.071593399822671198e-04 8.826767725837922285e+01 8.826741377984401993e+01 2.142957161769398083e-04 5.614786912542423458e+00
1.084014359178331018e-04 8.826715013110467112e+01 8.826692442211805201e+01 2.167793726403025999e-04 5.609780039163752896e+00
1.096579291267809898e-04 8.826661071585337481e+01 8.826640988432892243e+01 2.192918111675785128e-04 5.604773048130368807e+00
1.109289864895222780e-04 8.826605872624492122e+01 8.826587314922468863e+01 2.218333652285692595e-04 5.599765954188558936e+00
1.122147768207980290e-04 8.826549386922827978e+01 8.826531664025640112e+01 2.244043721549514021e-04 5.594758769333792792e+00
1.135154708920999033e-04 8.826491584492575271e+01 8.826474219240449770e+01 2.270051731849600921e-04 5.589751502667129834e+00
1.148312414543511137e-04 8.826432434647428238e+01 8.826415109077883869e+01 2.296361135085894041e-04 5.584744160585086270e+00
1.161622632608501891e-04 8.826371905986317756e+01 8.826354415039108403e+01 2.322975423133139818e-04 5.579736747172082012e+00
1.175087130904807617e-04 8.826309966376801697e+01 8.826292181262257941e+01 2.349898128303393684e-04 5.574729264675048590e+00
1.188707697711903309e-04 8.826246582937938001e+01 8.826228423994975003e+01 2.377132823813860615e-04 5.569721713969475019e+00
1.202486142037412301e-04 8.826181722023005705e+01 8.826163139776149080e+01 2.404683124260139629e-04 5.564714094961958679e+00
1.216424293857368039e-04 8.826115349201592153e+01 8.826096333785585557e+01 2.432552686094931291e-04 5.559706407985145482e+00
1.230524004359261579e-04 8.826047429241430109e+01 8.826027970561203517e+01 2.460745208112275753e-04 5.554698651372740770e+00
1.244787146187906256e-04 8.825977926089667847e+01 8.825958013815001379e+01 2.489264431937378481e-04 5.549690823418646168e+00
1.259215613694150942e-04 8.825906802853843658e+01 8.825886426413927666e+01 2.518114142522093635e-04 5.544682922376023448e+00
1.273811323186478520e-04 8.825834021782314665e+01 8.825813170360119386e+01 2.547298168646127152e-04 5.539674946456331739e+00
1.288576213185518003e-04 8.825759544244333199e+01 8.825738206770844840e+01 2.576820383424025126e-04 5.534666893828340761e+00
1.303512244681508938e-04 8.825683330709524910e+01 8.825661495857950456e+01 2.606684704818018248e-04 5.529658762617128076e+00
1.318621401394748458e-04 8.825605340727003068e+01 8.825582996906740618e+01 2.636895096156779473e-04 5.524650550903046131e+00
1.333905690039058638e-04 8.825525532903984072e+01 8.825502668254476646e+01 2.667455566660177873e-04 5.519642256720667994e+00
1.349367140588306430e-04 8.825443864883838785e+01 8.825420467268310176e+01 2.698370171970083421e-04 5.514633878057707328e+00
1.365007806546013845e-04 8.825360293323718963e+01 8.825336350322731960e+01 2.729643014687300768e-04 5.509625412853913495e+00
1.380829765218092263e-04 8.825274773871602463e+01 8.825250272776513327e+01 2.761278244914698696e-04 5.504616858999943574e+00
1.396835117988739626e-04 8.825187261142828277e+01 8.825162188949052222e+01 2.793280060806610596e-04 5.499608214336199730e+00
