# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.787008063544188019e+01 8.786911401247056119e+01 1.999800019997333795e-04 5.642849679029025900e+00
1.011591112223829728e-04 8.786962063527070654e+01 8.786884308963624335e+01 2.022977581832760541e-04 5.637843838326561219e+00
1.023316578330244966e-04 8.786914991164373134e+01 8.786852980651420353e+01 2.046423742725537011e-04 5.632837794085971517e+00
1.035177955630176228e-04 8.786866821462884047e+01 8.786817527483835022e+01 2.070141614763123497e-04 5.627831551867443771e+00
1.047176819485520245e-04 8.786817528847200265e+01 8.786778176353398351e+01 2.094134346075829226e-04 5.622825122951267574e+00
1.059314763518370031e-04 8.786767087146030519e+01 8.786735237674913890e+01 2.118405121253895179e-04 5.617818522746644838e+00
1.071593399822671198e-04 8.786715469578403770e+01 8.786689067698138444e+01 2.142957161769398083e-04 5.612811768929105050e+00
1.084014359178331018e-04 8.786662648739486770e+01 8.786640031563008790e+01 2.167793726403025999e-04 5.607804879614580962e+00
1.096579291267809898e-04 8.786608596586007991e+01 8.786588472260245908e+01 2.192918111675785128e-04 5.602797871825308640e+00
1.109289864895222780e-04 8.786553284421455601e+01 8.786534688676775318e+01 2.218333652285692595e-04 5.597790760404702581e+00
1.122147768207980290e-04 8.786496682880849107e+01 8.786478923655143092e+01 2.244043721549514021e-04 5.592783557427149610e+00
1.135154708920999033e-04 8.786438761915158580e+01 8.786421361070081559e+01 2.270051731849600921e-04 5.587776272053460502e+00
1.148312414543511137e-04 8.786379490775455281e+01 8.786362129696435375e+01 2.296361135085894041e-04 5.582768910721994438e+00
1.161622632608501891e-04 8.786318837996553555e+01 8.786301311202890929e+01 2.322975423133139818e-04 5.577761477543711877e+00
1.175087130904807617e-04 8.786256771380392649e+01 8.786238949818419997e+01 2.349898128303393684e-04 5.572753974779913300e+00
1.188707697711903309e-04 8.786193257978939641e+01 8.786175061824329191e+01 2.377132823813860615e-04 5.567746403311375047e+00
1.202486142037412301e-04 8.786128264076788241e+01 8.786109643752735110e+01 2.404683124260139629e-04 5.562738763043561185e+00
1.216424293857368039e-04 8.786061755173282961e+01 8.786042700794450866e+01 2.432552686094931291e-04 5.557731054310802499e+00
1.230524004359261579e-04 8.785993695964259587e+01 8.785974197415033871e+01 2.460745208112275753e-04 5.552723275435248240e+00
1.244787146187906256e-04 8.785924050323322376e+01 8.785904097252489464e+01 2.489264431937378481e-04 5.547715424698980158e+00
1.259215613694150942e-04 8.785852781282771673e+01 8.785832363097992470e+01 2.518114142522093635e-04 5.542707500343059479e+00
1.273811323186478520e-04 8.785779851013987241e+01 8.785758956876226478e+01 2.547298168646127152e-04 5.537699500566565902e+00
1.288576213185518003e-04 8.785705220807437854e+01 8.785683839625183111e+01 2.576820383424025126e-04 5.532691423525599284e+00
1.303512244681508938e-04 8.785628851052159405e+01 8.785606971475596083e+01 2.606684704818018248e-04 5.527683267332274220e+00
1.318621401394748458e-04 8.785550701214836522e+01 8.785528311629795439e+01 2.636895096156779473e-04 5.522675030053677325e+00
1.333905690039058638e-04 8.785470729818308655e+01 8.785447818340134063e+01 2.667455566660177873e-04 5.517666709710804973e+00
1.349367140588306430e-04 8.785388894419668304e+01 8.785365448886922479e+01 2.698370171970083421e-04 5.512658304277481491e+00
1.365007806546013845e-04 8.785305151587745343e+01 8.785281159555786701e+01 2.729643014687300768e-04 5.507649811679240059e+00
1.380829765218092263e-04 8.785219456880196276e+01 8.785194905614552852e+01 2.761278244914698696e-04 5.502641229792190281e+00
1.396835117988739626e-04 8.785131764819939804e+01 8.785106641289627305e+01 2.793280060806610596e-04 5.497632556441850227e+00
1.413025990599533599e-04 8.785042028871157527e+01 8.785016319741733071e+01 2.825652709124569940e-04 5.492623789401952727e+00
1.429404533431761061e-04 8.784950201414619642e+01 8.784923893041148801e+01 2.858400485799463138e-04 5.487614926393229453e+00
