# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.802552439905214499e+01 8.802456070000259558e+01 1.999800019997333795e-04 5.643617297947796985e+00
1.011591112223829728e-04 8.802506579033799028e+01 8.802429059666816613e+01 2.022977581832760541e-04 5.638611463653265155e+00
1.023316578330244966e-04 8.802459649059217384e+01 8.802397826117403667e+01 2.046423742725537011e-04 5.633605426822545503e+00
1.035177955630176228e-04 8.802411625063778899e+01 8.802362480188880056e+01 2.070141614763123497e-04 5.628599192989540256e+00
1.047176819485520245e-04 8.802362481549337758e+01 8.802323248087238028e+01 2.094134346075829226e-04 5.623592773380885923e+00
1.059314763518370031e-04 8.802312192423660520e+01 8.802280439288080061e+01 2.118405121253895179e-04 5.618586183332372030e+00
1.071593399822671198e-04 8.802260730986687065e+01 8.802234408963323631e+01 2.142957161769398083e-04 5.613579440435277235e+00
1.084014359178331018e-04 8.802208069916362376e+01 8.802185521148194880e+01 2.167793726403025999e-04 5.608572562719178478e+00
1.096579291267809898e-04 8.802154181254130094e+01 8.802134117795718282e+01 2.192918111675785128e-04 5.603565567125194491e+00
1.109289864895222780e-04 8.802099036390134756e+01 8.802080496888591199e+01 2.218333652285692595e-04 5.598558468426053203e+00
1.122147768207980290e-04 8.802042606048107132e+01 8.802024900534622986e+01 2.244043721549514021e-04 5.593551278638709157e+00
1.135154708920999033e-04 8.801984860269766386e+01 8.801967512052189591e+01 2.270051731849600921e-04 5.588544006880488801e+00
1.148312414543511137e-04 8.801925768399044614e+01 8.801908459826483977e+01 2.296361135085894041e-04 5.583536659559300119e+00
1.161622632608501891e-04 8.801865299065767090e+01 8.801847825278991877e+01 2.322975423133139818e-04 5.578529240766790132e+00
1.175087130904807617e-04 8.801803420169107994e+01 8.801785652504744917e+01 2.349898128303393684e-04 5.573521752753805458e+00
1.188707697711903309e-04 8.801740098860528860e+01 8.801721957735628621e+01 2.377132823813860615e-04 5.568514196397278404e+00
1.202486142037412301e-04 8.801675301526425699e+01 8.801656737514069562e+01 2.404683124260139629e-04 5.563506571603499928e+00
1.216424293857368039e-04 8.801608993770317113e+01 8.801589997015001643e+01 2.432552686094931291e-04 5.558498878705580459e+00
1.230524004359261579e-04 8.801541140394611773e+01 8.801521700811267124e+01 2.460745208112275753e-04 5.553491116034082076e+00
1.244787146187906256e-04 8.801471705381989352e+01 8.801451812650634565e+01 2.489264431937378481e-04 5.548483281879694751e+00
1.259215613694150942e-04 8.801400651876340930e+01 8.801380295436602808e+01 2.518114142522093635e-04 5.543475374492289554e+00
1.273811323186478520e-04 8.801327942163243279e+01 8.801307111208802780e+01 2.547298168646127152e-04 5.538467392079961193e+00
1.288576213185518003e-04 8.801253537650009662e+01 8.801232221122816668e+01 2.576820383424025126e-04 5.533459332808036812e+00
1.303512244681508938e-04 8.801177398845233313e+01 8.801155585429717121e+01 2.606684704818018248e-04 5.528451194798068791e+00
1.318621401394748458e-04 8.801099485337917372e+01 8.801077163454966978e+01 2.636895096156779473e-04 5.523442976126805348e+00
1.333905690039058638e-04 8.801019755776103182e+01 8.800996913576899772e+01 2.667455566660177873e-04 5.518434674825129171e+00
1.349367140588306430e-04 8.800938167844925886e+01 8.800914793204731268e+01 2.698370171970083421e-04 5.513426288876979164e+00
1.365007806546013845e-04 8.800854678244313334e+01 8.800830758756008265e+01 2.729643014687300768e-04 5.508417816218242891e+00
1.380829765218092263e-04 8.800769242665977288e+01 8.800744765633534428e+01 2.761278244914698696e-04 5.503409254735622369e+00
1.396835117988739626e-04 8.800681815770089145e+01 8.800656768201797320e+01 2.793280060806610596e-04 5.498400602265476778e+00
1.413025990599533599e-04 8.800592351161193960e+01 8.800566719762829848e+01 2.825652709124569940e-04 5.493391856592632294e+00
1.429404533431761061e-04 8.800500801363732251e+01 8.800474572531513218e+01 2.858400485799463138e-04 5.488383015449171509e+00
1.445972921792019463e-04 8.800407117796929413e+01 8.800380277610290136e+01 2.891527736500166482e-04 5.483374076513189088e+00
1.462733356201129868e-04 8.800311250749071235e+01 8.800283784963333744e+01 2.925038857208746290e-04 5.478365037407519011e+00
1.479688062686396383e-04 8.800213149351274922e+01 8.800185043390094108e+01 2.958938294802293295e-04 5.473355895698431617e+00
1.496839293077255632e-04 8.800112761550556684e+01 8.800084000498196701e+01 2.993230547641470953e-04 5.468346648894303996e+00
1.514189325304352018e-04 8.800010034082333732e+01 8.799980602675809394e+01 3.027920166165852479e-04 5.463337294444254866e+00
1.531740463702079740e-04 8.799904912442258365e+01 8.799874795063242061e+01 3.063011753496128480e-04 5.458327829736747461e+00
1.549495039314631646e-04 8.799797340857439565e+01 8.799766521523997653e+01 3.098509966043256183e-04 5.453318252098163121e+00
1.567455410205595065e-04 8.799687262256954057e+01 8.799655724615111296e+01 3.134419514124640264e-04 5.448308558791338463e+00
1.585623961771137158e-04 8.799574618241686608e+01 8.799542345556773171e+01 3.170745162587414656e-04 5.443298747014067018e+00
1.604003107056819902e-04 8.799459349053512369e+01 8.799426324201304794e+01 3.207491731438919663e-04 5.438288813897573348e+00
1.622595287078087002e-04 8.799341393543687673e+01 8.799307599001377866e+01 3.244664096484443775e-04 5.433278756504940077e+00
1.641402971144466361e-04 8.799220689140622653e+01 8.799186106977533939e+01 3.282267189972323958e-04 5.428268571829507394e+00
1.660428657187529582e-04 8.799097171816747220e+01 8.799061783684882698e+01 3.320306001246483034e-04 5.423258256793229037e+00
1.679674872092653225e-04 8.798970776054785858e+01 8.798934563179115287e+01 3.358785577406489791e-04 5.418247808244993635e+00
1.699144172034625999e-04 8.798841434813162721e+01 8.798804377981694813e+01 3.397711023975232372e-04 5.413237222958906969e+00
1.718839142817145534e-04 8.798709079490561180e+01 8.798671159044232581e+01 3.437087505574287316e-04 5.408226497632527163e+00
1.738762400216250527e-04 8.798573639889792730e+01 8.798534835712024460e+01 3.476920246607074268e-04 5.403215628885068789e+00
1.758916590327732731e-04 8.798435044180709497e+01 8.798395335686824126e+01 3.517214531949887954e-04 5.398204613255556339e+00
1.779304389918577296e-04 8.798293218862302467e+01 8.798252584988672709e+01 3.557975707650890365e-04 5.393193447200939517e+00
1.799928506782476454e-04 8.798148088723985438e+01 8.798106507916854468e+01 3.599209181637167787e-04 5.388182127094160556e+00
1.820791680099462359e-04 8.797999576805862887e+01 8.797957027010026820e+01 3.640920424429929100e-04 5.383170649222180693e+00
1.841896680799710861e-04 8.797847604358230456e+01 8.797804063005320074e+01 3.683114969867951061e-04 5.378159009783954225e+00
1.863246311931559835e-04 8.797692090799952780e+01 8.797647534796611524e+01 3.725798415839356222e-04 5.373147204888363504e+00
1.884843409033795474e-04 8.797532953676090983e+01 8.797487359391729456e+01 3.768976425021829200e-04 5.368135230552097958e+00
1.906690840512252085e-04 8.797370108614376250e+01 8.797323451868722088e+01 3.812654725631356933e-04 5.363123082697483390e+00
1.928791508020777693e-04 8.797203469280796639e+01 8.797155725331130327e+01 3.856839112179594859e-04 5.358110757150270409e+00
1.951148346846616412e-04 8.797032947334072617e+01 8.796984090862211758e+01 3.901535446239965256e-04 5.353098249637355366e+00
1.973764326300255292e-04 8.796858452379191817e+01 8.796808457478071830e+01 3.946749657222570142e-04 5.348085555784462208e+00
1.996642450109793374e-04 8.796679891919727368e+01 8.796628732079827273e+01 3.992487743158042342e-04 5.343072671113763938e+00
2.019785756819878484e-04 8.796497171309201235e+01 8.796444819404501914e+01 4.038755771490413322e-04 5.338059591041441898e+00
2.043197320195270594e-04 8.796310193701239655e+01 8.796256621974971779e+01 4.085559879879120844e-04 5.333046310875203311e+00
2.066880249629082160e-04 8.796118859998618689e+01 8.796064040048594279e+01 4.132906277010250777e-04 5.328032825811724216e+00
2.090837690555749911e-04 8.795923068801100442e+01 8.795866971564768733e+01 4.180801243417118758e-04 5.323019130934045329e+00
2.115072824868794756e-04 8.795722716352113935e+01 8.795665312091256283e+01 4.229251132310303941e-04 5.318005221208897737e+00
2.139588871343421563e-04 8.795517696484186843e+01 8.795458954769267734e+01 4.278262370417234553e-04 5.312991091483971751e+00
2.164389086064020347e-04 8.795307900563108205e+01 8.795247790257232623e+01 4.327841458831445626e-04 5.307976736485116476e+00
2.189476762856620634e-04 8.795093217430844845e+01 8.795031706673387362e+01 4.377994973871608101e-04 5.302962150813481657e+00
2.214855233726359179e-04 8.794873533347148964e+01 8.794810589536936618e+01 4.428729567950449105e-04 5.297947328942583134e+00
2.240527869300018224e-04 8.794648731929706287e+01 8.794584321707939978e+01 4.480051970453672368e-04 5.292932265215307019e+00
2.266498079273692845e-04 8.794418694093138811e+01 8.794352783325761891e+01 4.531968988628995334e-04 5.287916953840838374e+00
2.292769312865648647e-04 8.794183297986364778e+01 8.794115851746150270e+01 4.584487508485416253e-04 5.282901388891520611e+00
2.319345059274427543e-04 8.793942418928648408e+01 8.793873401476885476e+01 4.637614495702829451e-04 5.277885564299644727e+00
2.346228848142262321e-04 8.793695929344255546e+01 8.793625304111851904e+01 4.691356996552108020e-04 5.272869473854152389e+00
2.373424250023866149e-04 8.793443698695379851e+01 8.793371428263729683e+01 4.745722138825771044e-04 5.267853111197273286e+00
2.400934876860651764e-04 8.793185593413780055e+01 8.793111639495069198e+01 4.800717132779357848e-04 5.262836469821077223e+00
2.428764382460450548e-04 8.792921476830719030e+01 8.792845800247799559e+01 4.856349272083631814e-04 5.257819543063950718e+00
2.456916462982790305e-04 8.792651209105279975e+01 8.792573769771131253e+01 4.912625934787734090e-04 5.252802324106980336e+00
2.485394857429798422e-04 8.792374647151137879e+01 8.792295404047787599e+01 4.969554584293418929e-04 5.247784805970265865e+00
2.514203348142796828e-04 8.792091644561587316e+01 8.792010555718577791e+01 5.027142770340490468e-04 5.242766981509134006e+00
2.543345761304648361e-04 8.791802051532825146e+01 8.791719074005244750e+01 5.085398130003566160e-04 5.237748843410270361e+00
2.572825967447932359e-04 8.791505714785640180e+01 8.791420804631530928e+01 5.144328388700315953e-04 5.232730384187761707e+00
2.602647881969004482e-04 8.791202477485063582e+01 8.791115589742403813e+01 5.203941361211270435e-04 5.227711596179038800e+00
2.632815465648020189e-04 8.790892179158397823e+01 8.790803267821551970e+01 5.264244952711378493e-04 5.222692471540728576e+00
2.663332725174980963e-04 8.790574655611332844e+01 8.790483673606890136e+01 5.325247159813399026e-04 5.217673002244413105e+00
2.694203713681882413e-04 8.790249738842007332e+01 8.790156638004155809e+01 5.386956071623296956e-04 5.212653180072277515e+00
2.725432531281027707e-04 8.789917256953295066e+01 8.789821987998602992e+01 5.449379870807771449e-04 5.207632996612669096e+00
2.757023325609582747e-04 8.789577034063000838e+01 8.789479546564568579e+01 5.512526834674043221e-04 5.202612443255540065e+00
2.788980292380439777e-04 8.789228890212031331e+01 8.789129132573137326e+01 5.576405336262050530e-04 5.197591511187795277e+00
2.821307675939470740e-04 8.788872641270415897e+01 8.788770560697511769e+01 5.641023845449193727e-04 5.192570191388520939e+00
2.854009769829237591e-04 8.788508098841337812e+01 8.788403641316412518e+01 5.706390930067781241e-04 5.187548474624105843e+00
2.887090917359234400e-04 8.788135070162778106e+01 8.788028180415156498e+01 5.772515257035287567e-04 5.182526351443248913e+00
