# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.799014030952739063e+01 8.798917614928537034e+01 1.999800019997333795e-04 5.643442682993269344e+00
1.011591112223829728e-04 8.798968148133526768e+01 8.798890591669132277e+01 2.022977581832760541e-04 5.638436847524824103e+00
1.023316578330244966e-04 8.798921195699814746e+01 8.798859343172840397e+01 2.046423742725537011e-04 5.633430809336640976e+00
1.035177955630176228e-04 8.798873148722034898e+01 8.798823980329621008e+01 2.070141614763123497e-04 5.628424573967437894e+00
1.047176819485520245e-04 8.798823981689834284e+01 8.798784729453750231e+01 2.094134346075829226e-04 5.623418152653679059e+00
1.059314763518370031e-04 8.798773668498522227e+01 8.798741900169002861e+01 2.118405121253895179e-04 5.618411560744606348e+00
1.071593399822671198e-04 8.798722182435308525e+01 8.798695847817322147e+01 2.142957161769398083e-04 5.613404815846932294e+00
1.084014359178331018e-04 8.798669496165049964e+01 8.798646936608183466e+01 2.167793726403025999e-04 5.608397936006054074e+00
1.096579291267809898e-04 8.798615581715860401e+01 8.798595508658318920e+01 2.192918111675785128e-04 5.603390938177950531e+00
1.109289864895222780e-04 8.798560410464243375e+01 8.798541862093053112e+01 2.218333652285692595e-04 5.598383837148301900e+00
1.122147768207980290e-04 8.798503953119914911e+01 8.798486239136107656e+01 2.244043721549514021e-04 5.593376644944584086e+00
1.135154708920999033e-04 8.798446179710308002e+01 8.798428823193627579e+01 2.270051731849600921e-04 5.588369370692089610e+00
1.148312414543511137e-04 8.798387059564717561e+01 8.798369742712296215e+01 2.296361135085894041e-04 5.583362020804305992e+00
1.161622632608501891e-04 8.798326561297999149e+01 8.798309079152558354e+01 2.322975423133139818e-04 5.578354599376417866e+00
1.175087130904807617e-04 8.798264652794006224e+01 8.798246876630621216e+01 2.349898128303393684e-04 5.573347108661188543e+00
1.188707697711903309e-04 8.798201301188501589e+01 8.798183151386167822e+01 2.377132823813860615e-04 5.568339549536254651e+00
1.202486142037412301e-04 8.798136472851871304e+01 8.798117899960034549e+01 2.404683124260139629e-04 5.563331921907757938e+00
1.216424293857368039e-04 8.798070133371186330e+01 8.798051127529643622e+01 2.432552686094931291e-04 5.558324226109029986e+00
1.230524004359261579e-04 8.798002247532076581e+01 8.797982798650957648e+01 2.460745208112275753e-04 5.553316460469093663e+00
1.244787146187906256e-04 8.797932779300040806e+01 8.797912877054423575e+01 2.489264431937378481e-04 5.548308623277062424e+00
1.259215613694150942e-04 8.797861691801367101e+01 8.797841325625877573e+01 2.518114142522093635e-04 5.543300712781195294e+00
1.273811323186478520e-04 8.797788947303651241e+01 8.797768106386800468e+01 2.547298168646127152e-04 5.538292727187933195e+00
1.288576213185518003e-04 8.797714507195803435e+01 8.797693180474281860e+01 2.576820383424025126e-04 5.533284664660915730e+00
