# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.814715771981165915e+01 8.814619041610841066e+01 1.999800019997333795e-04 5.644216978911845040e+00
1.011591112223829728e-04 8.814669739571836260e+01 8.814591930246925244e+01 2.022977581832760541e-04 5.639211141478403633e+00
1.023316578330244966e-04 8.814622634060340545e+01 8.814560579870396850e+01 2.046423742725537011e-04 5.634205101017966122e+00
1.035177955630176228e-04 8.814574430435804686e+01 8.814525101732661483e+01 2.070141614763123497e-04 5.629198863077303550e+00
1.047176819485520245e-04 8.814525103104659820e+01 8.814485722885849839e+01 2.094134346075829226e-04 5.624192438909330072e+00
1.059314763518370031e-04 8.814474625877072356e+01 8.814442753963118093e+01 2.118405121253895179e-04 5.619185843885789566e+00
1.071593399822671198e-04 8.814422971953122499e+01 8.814396551464888319e+01 2.142957161769398083e-04 5.614179095639224570e+00
1.084014359178331018e-04 8.814370113908509552e+01 8.814347480788006806e+01 2.167793726403025999e-04 5.609172212241506195e+00
1.096579291267809898e-04 8.814316023680135004e+01 8.814295885164530375e+01 2.192918111675785128e-04 5.604165210673482278e+00
1.109289864895222780e-04 8.814260672551095865e+01 8.814242063691703777e+01 2.218333652285692595e-04 5.599158105742502833e+00
1.122147768207980290e-04 8.814204031135597006e+01 8.814186259382890398e+01 2.244043721549514021e-04 5.594150909493646573e+00
1.135154708920999033e-04 8.814146069363312108e+01 8.814128656242132820e+01 2.270051731849600921e-04 5.589143631065538464e+00
1.148312414543511137e-04 8.814086756463466088e+01 8.814069383134798841e+01 2.296361135085894041e-04 5.584136276880995453e+00
1.161622632608501891e-04 8.814026060948557983e+01 8.814008521786904282e+01 2.322975423133139818e-04 5.579128851041121884e+00
1.175087130904807617e-04 8.813963950597663199e+01 8.813946116458369318e+01 2.349898128303393684e-04 5.574121355801877620e+00
1.188707697711903309e-04 8.813900392439346376e+01 8.813882183441772611e+01 2.377132823813860615e-04 5.569113792042073463e+00
1.202486142037412301e-04 8.813835352734281514e+01 8.813816719266601751e+01 2.404683124260139629e-04 5.564106159667590923e+00
1.216424293857368039e-04 8.813768796957296559e+01 8.813749729127097510e+01 2.432552686094931291e-04 5.559098459012130178e+00
1.230524004359261579e-04 8.813700689779126662e+01 8.813681177463580241e+01 2.460745208112275753e-04 5.554090688402129494e+00
1.244787146187906256e-04 8.813630995047725492e+01 8.813611027888190108e+01 2.489264431937378481e-04 5.549082846124052892e+00
1.259215613694150942e-04 8.813559675769100465e+01 8.813539243165658377e+01 2.518114142522093635e-04 5.544074930423450454e+00
1.273811323186478520e-04 8.813486694087720252e+01 8.813465785193584168e+01 2.547298168646127152e-04 5.539066939503993758e+00
1.288576213185518003e-04 8.813412011266527202e+01 8.813390614982239413e+01 2.576820383424025126e-04 5.534058871526482903e+00
1.303512244681508938e-04 8.813335587666401238e+01 8.813313692633997221e+01 2.606684704818018248e-04 5.529050724607839307e+00
1.318621401394748458e-04 8.813257382725150535e+01 8.813234977322140651e+01 2.636895096156779473e-04 5.524042496820070092e+00
1.333905690039058638e-04 8.813177354936094332e+01 8.813154427269297742e+01 2.667455566660177873e-04 5.519034186189207603e+00
