# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.792208508818127655e+01 8.792112019798206290e+01 1.999800019997333795e-04 5.643106644384955572e+00
1.011591112223829728e-04 8.792162591261001126e+01 8.792084976080080594e+01 2.022977581832760541e-04 5.638100806873484139e+00
1.023316578330244966e-04 8.792115603280028324e+01 8.792053703926424646e+01 2.046423742725537011e-04 5.633094766322830793e+00
1.035177955630176228e-04 8.792067519926810348e+01 8.792018314311204108e+01 2.070141614763123497e-04 5.628088528280091651e+00
1.047176819485520245e-04 8.792018315671694495e+01 8.791979033720151904e+01 2.094134346075829226e-04 5.623082103998841674e+00
1.059314763518370031e-04 8.791967964390300949e+01 8.791936172011517669e+01 2.118405121253895179e-04 5.618075508851725353e+00
1.071593399822671198e-04 8.791916439349591883e+01 8.791890084796344240e+01 2.142957161769398083e-04 5.613068760472318175e+00
1.084014359178331018e-04 8.791863713193835395e+01 8.791841136559925474e+01 2.167793726403025999e-04 5.608061876933549961e+00
1.096579291267809898e-04 8.791809757929974012e+01 8.791789669678065877e+01 2.192918111675785128e-04 5.603054875217263309e+00
1.109289864895222780e-04 8.791754544912880931e+01 8.791735982501865010e+01 2.218333652285692595e-04 5.598047770131674206e+00
1.122147768207980290e-04 8.791698044830155823e+01 8.791680317438466830e+01 2.244043721549514021e-04 5.593040573722570130e+00
1.135154708920999033e-04 8.791640227686598053e+01 8.791622858032926047e+01 2.270051731849600921e-04 5.588033295129108069e+00
1.148312414543511137e-04 8.791581062788311840e+01 8.791563732829227718e+01 2.296361135085894041e-04 5.583025940774485107e+00
1.161622632608501891e-04 8.791520518726466094e+01 8.791503023349552848e+01 2.322975423133139818e-04 5.578018514760043622e+00
1.175087130904807617e-04 8.791458563360637868e+01 8.791440773743551063e+01 2.349898128303393684e-04 5.573011019341879368e+00
1.188707697711903309e-04 8.791395163801800550e+01 8.791377000263267405e+01 2.377132823813860615e-04 5.568003455398856438e+00
1.202486142037412301e-04 8.791330286394901350e+01 8.791311699446967509e+01 2.404683124260139629e-04 5.562995822836850124e+00
1.216424293857368039e-04 8.791263896701067893e+01 8.791244876476079639e+01 2.432552686094931291e-04 5.557988121989584585e+00
1.230524004359261579e-04 8.791195959479297528e+01 8.791176495879764730e+01 2.460745208112275753e-04 5.552980351183398611e+00
1.244787146187906256e-04 8.791126438667917853e+01 8.791106521361157888e+01 2.489264431937378481e-04 5.547972508704663852e+00
