# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.841577909742665042e+01 8.841481568820003645e+01 1.999800019997333795e-04 5.645538477536691246e+00
1.011591112223829728e-04 8.841532062667039327e+01 8.841454566608004484e+01 2.022977581832760541e-04 5.640532649523223085e+00
1.023316578330244966e-04 8.841485146807623607e+01 8.841423342449037648e+01 2.046423742725537011e-04 5.635526619955654404e+00
1.035177955630176228e-04 8.841437137254125389e+01 8.841388007146287009e+01 2.070141614763123497e-04 5.630520394342116042e+00
1.047176819485520245e-04 8.841388008515815500e+01 8.841348786837356499e+01 2.094134346075829226e-04 5.625513983856643030e+00
1.059314763518370031e-04 8.841337734508203994e+01 8.841305990904400858e+01 2.118405121253895179e-04 5.620507403763063792e+00
1.071593399822671198e-04 8.841286288539059512e+01 8.841259974412186295e+01 2.142957161769398083e-04 5.615500671570064384e+00
1.084014359178331018e-04 8.841233643294332012e+01 8.841211101286117469e+01 2.167793726403025999e-04 5.610493805222570352e+00
1.096579291267809898e-04 8.841179770823684692e+01 8.841159713376069362e+01 2.192918111675785128e-04 5.605486821582180035e+00
1.109289864895222780e-04 8.841124642525676336e+01 8.841106108574822997e+01 2.218333652285692595e-04 5.600479735352328348e+00
1.122147768207980290e-04 8.841068229132581280e+01 8.841050528917119777e+01 2.244043721549514021e-04 5.595472558493669091e+00
1.135154708920999033e-04 8.841010500694922314e+01 8.840993157665928948e+01 2.270051731849600921e-04 5.590465300080897038e+00
1.148312414543511137e-04 8.840951426565578686e+01 8.840934123167581049e+01 2.296361135085894041e-04 5.585457966492065829e+00
1.161622632608501891e-04 8.840890975383575778e+01 8.840873506818792293e+01 2.322975423133139818e-04 5.580450561799887410e+00
1.175087130904807617e-04 8.840829115057448462e+01 8.840811352701045678e+01 2.349898128303393684e-04 5.575443088244953493e+00
1.188707697711903309e-04 8.840765812748240648e+01 8.840747677041068187e+01 2.377132823813860615e-04 5.570435546700422513e+00
1.202486142037412301e-04 8.840701034852162365e+01 8.840682476382011146e+01 2.404683124260139629e-04 5.565427937073390119e+00
1.216424293857368039e-04 8.840634746982752290e+01 8.840615755896932626e+01 2.432552686094931291e-04 5.560420259695761480e+00
1.230524004359261579e-04 8.840566913952663697e+01 8.840547480168976335e+01 2.460745208112275753e-04 5.555412512906340083e+00
1.244787146187906256e-04 8.840497499755056765e+01 8.840477612956469500e+01 2.489264431937378481e-04 5.550404695004245603e+00
1.259215613694150942e-04 8.840426467544538980e+01 8.840406117173678524e+01 2.518114142522093635e-04 5.545396804247978650e+00
1.273811323186478520e-04 8.840353779617622365e+01 8.840332954871234961e+01 2.547298168646127152e-04 5.540388838854459763e+00
1.288576213185518003e-04 8.840279397392801286e+01 8.840258087215981675e+01 2.576820383424025126e-04 5.535380796998050634e+00
1.303512244681508938e-04 8.840203281390134293e+01 8.840181474470507794e+01 2.606684704818018248e-04 5.530372676809549581e+00
1.318621401394748458e-04 8.840125391210318639e+01 8.840103075972032798e+01 2.636895096156779473e-04 5.525364476375163036e+00
1.333905690039058638e-04 8.840045685513322837e+01 8.840022850110922548e+01 2.667455566660177873e-04 5.520356193735454831e+00
1.349367140588306430e-04 8.839964121996530366e+01 8.839940754308679516e+01 2.698370171970083421e-04 5.515347826884268834e+00
1.365007806546013845e-04 8.839880657372333417e+01 8.839856744995407212e+01 2.729643014687300768e-04 5.510339373767628501e+00
1.380829765218092263e-04 8.839795247345219309e+01 8.839770777586757333e+01 2.761278244914698696e-04 5.505330832282608888e+00
1.396835117988739626e-04 8.839707846588386531e+01 8.839682806460334064e+01 2.793280060806610596e-04 5.500322200276182016e+00
1.413025990599533599e-04 8.839618408719751130e+01 8.839592784931568303e+01 2.825652709124569940e-04 5.495313475544034709e+00
1.429404533431761061e-04 8.839526886277350570e+01 8.839500665229070364e+01 2.858400485799463138e-04 5.490304655829365110e+00
1.445972921792019463e-04 8.839433230694345411e+01 8.839406398469274961e+01 2.891527736500166482e-04 5.485295738821637457e+00
1.462733356201129868e-04 8.839337392273266403e+01 8.839309934630679777e+01 2.925038857208746290e-04 5.480286722155325307e+00
1.479688062686396383e-04 8.839239320159745716e+01 8.839211222527353584e+01 2.958938294802293295e-04 5.475277603408607696e+00
1.496839293077255632e-04 8.839138962315676906e+01 8.839110209781873095e+01 2.993230547641470953e-04 5.470268380102044858e+00
