# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.836168942441233298e+01 8.836072549363376538e+01 1.999800019997333795e-04 5.645272704640720285e+00
1.011591112223829728e-04 8.836123070545362168e+01 8.836045532533717051e+01 2.022977581832760541e-04 5.640266875096858534e+00
1.023316578330244966e-04 8.836076129287492620e+01 8.836014291471705917e+01 2.046423742725537011e-04 5.635260843759607674e+00
1.035177955630176228e-04 8.836028093743833267e+01 8.835978937040559344e+01 2.070141614763123497e-04 5.630254616143374413e+00
1.047176819485520245e-04 8.835978938409922989e+01 8.835939695500360358e+01 2.094134346075829226e-04 5.625248203435009309e+00
1.059314763518370031e-04 8.835928637187156198e+01 8.835896876400833833e+01 2.118405121253895179e-04 5.620241620915875203e+00
1.071593399822671198e-04 8.835877163368891729e+01 8.835850834999001790e+01 2.142957161769398083e-04 5.615234886114778945e+00
1.084014359178331018e-04 8.835824489626352829e+01 8.835801935417373443e+01 2.167793726403025999e-04 5.610228016997270473e+00
1.096579291267809898e-04 8.835770587994063874e+01 8.835750519690910210e+01 2.192918111675785128e-04 5.605221030444321073e+00
1.109289864895222780e-04 8.835715429855153502e+01 8.835696885873745998e+01 2.218333652285692595e-04 5.600213941176251708e+00
1.122147768207980290e-04 8.835658985926102105e+01 8.835641276131651978e+01 2.244043721549514021e-04 5.595206761167428766e+00
1.135154708920999033e-04 8.835601226241234940e+01 8.835583873826880108e+01 2.270051731849600921e-04 5.590199499502935154e+00
1.148312414543511137e-04 8.835542120136909716e+01 8.835524807375290379e+01 2.296361135085894041e-04 5.585192162568097807e+00
1.161622632608501891e-04 8.835481636235196845e+01 8.835464158217693864e+01 2.322975423133139818e-04 5.580184754440240980e+00
1.175087130904807617e-04 8.835419742427323797e+01 8.835401970459481902e+01 2.349898128303393684e-04 5.575177277362452166e+00
1.188707697711903309e-04 8.835356405856605022e+01 8.835338260336229155e+01 2.377132823813860615e-04 5.570169732208809954e+00
1.202486142037412301e-04 8.835291592901121760e+01 8.835273024389272223e+01 2.404683124260139629e-04 5.565162118886213705e+00
1.216424293857368039e-04 8.835225269155824890e+01 8.835206267794509927e+01 2.432552686094931291e-04 5.560154437726859911e+00
1.230524004359261579e-04 8.835157399414390511e+01 8.835137955115990849e+01 2.460745208112275753e-04 5.555146687067542999e+00
1.244787146187906256e-04 8.835087947650559670e+01 8.835068050092452552e+01 2.489264431937378481e-04 5.550138865205326510e+00
1.259215613694150942e-04 8.835016876999038971e+01 8.834996515618169610e+01 2.518114142522093635e-04 5.545130970396606962e+00
1.273811323186478520e-04 8.834944149736010388e+01 8.834923313723308524e+01 2.547298168646127152e-04 5.540123000856155500e+00
1.288576213185518003e-04 8.834869727259152228e+01 8.834848405553755413e+01 2.576820383424025126e-04 5.535114954756129357e+00
1.303512244681508938e-04 8.834793570067230917e+01 8.834771751350662328e+01 2.606684704818018248e-04 5.530106830225072656e+00
1.318621401394748458e-04 8.834715637739134309e+01 8.834693310429317137e+01 2.636895096156779473e-04 5.525098625346885228e+00
1.333905690039058638e-04 8.834635888912555401e+01 8.834613041157641078e+01 2.667455566660177873e-04 5.520090338159771903e+00
1.349367140588306430e-04 8.834554281262056463e+01 8.834530900934194619e+01 2.698370171970083421e-04 5.515081966655159817e+00
1.365007806546013845e-04 8.834470771476679829e+01 8.834446846165577938e+01 2.729643014687300768e-04 5.510073508776602402e+00
1.380829765218092263e-04 8.834385315237055636e+01 8.834360832243382333e+01 2.761278244914698696e-04 5.505064962418643404e+00
1.396835117988739626e-04 8.834297867191942544e+01 8.834272813520651368e+01 2.793280060806610596e-04 5.500056325425668469e+00
1.413025990599533599e-04 8.834208380934217075e+01 8.834182743287642836e+01 2.825652709124569940e-04 5.495047595590714984e+00
1.429404533431761061e-04 8.834116808976372681e+01 8.834090573747216979e+01 2.858400485799463138e-04 5.490038770654271261e+00
1.445972921792019463e-04 8.834023102725392107e+01 8.833996255989474378e+01 2.891527736500166482e-04 5.485029848303030420e+00
1.462733356201129868e-04 8.833927212457005851e+01 8.833899739965941933e+01 2.925038857208746290e-04 5.480020826168622960e+00
1.479688062686396383e-04 8.833829087289485926e+01 8.833800974463126465e+01 2.958938294802293295e-04 5.475011701826327126e+00
1.496839293077255632e-04 8.833728675156648080e+01 8.833699907075390456e+01 2.993230547641470953e-04 5.470002472793731307e+00
1.514189325304352018e-04 8.833625922780450423e+01 8.833596484177303410e+01 3.027920166165852479e-04 5.464993136529384010e+00
1.531740463702079740e-04 8.833520775642686829e+01 8.833490650895231511e+01 3.063011753496128480e-04 5.459983690431394088e+00
1.549495039314631646e-04 8.833413177956303741e+01 8.833382351078407169e+01 3.098509966043256183e-04 5.454974131836014983e+00
1.567455410205595065e-04 8.833303072635857234e+01 8.833271527269251067e+01 3.134419514124640264e-04 5.449964458016185453e+00
1.585623961771137158e-04 8.833190401267351888e+01 8.833158120672955249e+01 3.170745162587414656e-04 5.444954666180037428e+00
1.604003107056819902e-04 8.833075104077404660e+01 8.833042071126469352e+01 3.207491731438919663e-04 5.439944753469370120e+00
1.622595287078087002e-04 8.832957119901672627e+01 8.832923317066745028e+01 3.244664096484443775e-04 5.434934716958091272e+00
1.641402971144466361e-04 8.832836386152497710e+01 8.832801795498150454e+01 3.282267189972323958e-04 5.429924553650613994e+00
1.660428657187529582e-04 8.832712838785953124e+01 8.832677441959297937e+01 3.320306001246483034e-04 5.424914260480226957e+00
1.679674872092653225e-04 8.832586412267909282e+01 8.832550190488910857e+01 3.358785577406489791e-04 5.419903834307414847e+00
1.699144172034625999e-04 8.832457039539535515e+01 8.832419973591076712e+01 3.397711023975232372e-04 5.414893271918147732e+00
1.718839142817145534e-04 8.832324651981885211e+01 8.832286722199600604e+01 3.437087505574287316e-04 5.409882570022127801e+00
1.738762400216250527e-04 8.832189179379597022e+01 8.832150365641537348e+01 3.476920246607074268e-04 5.404871725250993464e+00
1.758916590327732731e-04 8.832050549883977908e+01 8.832010831599930611e+01 3.517214531949887954e-04 5.399860734156482600e+00
1.779304389918577296e-04 8.831908689975001892e+01 8.831868046075611289e+01 3.557975707650890365e-04 5.394849593208552285e+00
1.799928506782476454e-04 8.831763524422547107e+01 8.831721933348239872e+01 3.599209181637167787e-04 5.389838298793458549e+00
1.820791680099462359e-04 8.831614976246720516e+01 8.831572415936292941e+01 3.640920424429929100e-04 5.384826847211782841e+00
1.841896680799710861e-04 8.831462966677288762e+01 8.831419414556256697e+01 3.683114969867951061e-04 5.379815234676418534e+00
1.863246311931559835e-04 8.831307415112119941e+01 8.831262848080787364e+01 3.725798415839356222e-04 5.374803457310508570e+00
1.884843409033795474e-04 8.831148239074693151e+01 8.831102633496003307e+01 3.768976425021829200e-04 5.369791511145334262e+00
1.906690840512252085e-04 8.830985354170644541e+01 8.830938685857682913e+01 3.812654725631356933e-04 5.364779392118157020e+00
1.928791508020777693e-04 8.830818674043287331e+01 8.830770918246518875e+01 3.856839112179594859e-04 5.359767096070005010e+00
1.951148346846616412e-04 8.830648110328107236e+01 8.830599241722339343e+01 3.901535446239965256e-04 5.354754618743410077e+00
1.973764326300255292e-04 8.830473572606244659e+01 8.830423565277246212e+01 3.946749657222570142e-04 5.349741955780094926e+00
1.996642450109793374e-04 8.830294968356848528e+01 8.830243795787707484e+01 3.992487743158042342e-04 5.344729102718600799e+00
2.019785756819878484e-04 8.830112202908370023e+01 8.830059837965498559e+01 4.038755771490413322e-04 5.339716054991861860e+00
2.043197320195270594e-04 8.829925179388722256e+01 8.829871594307560656e+01 4.085559879879120844e-04 5.334702807924722734e+00
2.066880249629082160e-04 8.829733798674294576e+01 8.829678965044691097e+01 4.132906277010250777e-04 5.329689356731398320e+00
2.090837690555749911e-04 8.829537959337829989e+01 8.829481848089028517e+01 4.180801243417118758e-04 5.324675696512874978e+00
