# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.791578050360138263e+01 8.791481558835485544e+01 1.999800019997333795e-04 5.643075501067628785e+00
1.011591112223829728e-04 8.791532131611023715e+01 8.791454514415359256e+01 2.022977581832760541e-04 5.638069663425681277e+00
1.023316578330244966e-04 8.791485142410303411e+01 8.791423241449956549e+01 2.046423742725537011e-04 5.633063622724150399e+00
1.035177955630176228e-04 8.791437057808930433e+01 8.791387850916125046e+01 2.070141614763123497e-04 5.628057384510668726e+00
1.047176819485520245e-04 8.791387852276602644e+01 8.791348569305478122e+01 2.094134346075829226e-04 5.623050960039901902e+00
1.059314763518370031e-04 8.791337499688242474e+01 8.791305706484328653e+01 2.118405121253895179e-04 5.618044364685990999e+00
1.071593399822671198e-04 8.791285973310158397e+01 8.791259618072943738e+01 2.142957161769398083e-04 5.613037616084225689e+00
1.084014359178331018e-04 8.791233245785865336e+01 8.791210668566087350e+01 2.167793726403025999e-04 5.608030732309295274e+00
1.096579291267809898e-04 8.791179289121620855e+01 8.791159200348448621e+01 2.192918111675785128e-04 5.603023730344693476e+00
1.109289864895222780e-04 8.791124074671546396e+01 8.791105511778879134e+01 2.218333652285692595e-04 5.598016625000075130e+00
1.122147768207980290e-04 8.791067573122472822e+01 8.791049845270829621e+01 2.244043721549514021e-04 5.593009428322398335e+00
1.135154708920999033e-04 8.791009754478429272e+01 8.790992384374116853e+01 2.270051731849600921e-04 5.588002149451704703e+00
1.148312414543511137e-04 8.790950588044732683e+01 8.790933257636049802e+01 2.296361135085894041e-04 5.582994794811811268e+00
1.161622632608501891e-04 8.790890042411731997e+01 8.790872546580953895e+01 2.322975423133139818e-04 5.577987368504453869e+00
1.175087130904807617e-04 8.790828085438187145e+01 8.790810295359615623e+01 2.349898128303393684e-04 5.572979872785941424e+00
1.188707697711903309e-04 8.790764684234207493e+01 8.790746520224510618e+01 2.377132823813860615e-04 5.567972308535216186e+00
1.202486142037412301e-04 8.790699805143867707e+01 8.790681217713803619e+01 2.404683124260139629e-04 5.562964675658136571e+00
1.216424293857368039e-04 8.790633413727411494e+01 8.790614393009086314e+01 2.432552686094931291e-04 5.557956974488450719e+00
1.230524004359261579e-04 8.790565474742953711e+01 8.790546010638612984e+01 2.460745208112275753e-04 5.552949203352329555e+00
1.244787146187906256e-04 8.790495952127831458e+01 8.790476034304512609e+01 2.489264431937378481e-04 5.547941360535963540e+00
1.259215613694150942e-04 8.790424808979588533e+01 8.790404426863648268e+01 2.518114142522093635e-04 5.542933444284626532e+00
1.273811323186478520e-04 8.790352007536326084e+01 8.790331150307862629e+01 2.547298168646127152e-04 5.537925452801702342e+00
1.288576213185518003e-04 8.790277509156814517e+01 8.790256165743873851e+01 2.576820383424025126e-04 5.532917384247699744e+00
1.303512244681508938e-04 8.790201274299960232e+01 8.790179433372770745e+01 2.606684704818018248e-04 5.527909236739242615e+00
1.318621401394748458e-04 8.790123262503963986e+01 8.790100912468824390e+01 2.636895096156779473e-04 5.522901008348032548e+00
1.333905690039058638e-04 8.790043432364808496e+01 8.790020561358049633e+01 2.667455566660177873e-04 5.517892697099789245e+00
1.349367140588306430e-04 8.789961741514467519e+01 8.789938337396114321e+01 2.698370171970083421e-04 5.512884300973170504e+00
1.365007806546013845e-04 8.789878146598381647e+01 8.789854196945715614e+01 2.729643014687300768e-04 5.507875817898653992e+00
1.380829765218092263e-04 8.789792603252567460e+01 8.789768095353623778e+01 2.761278244914698696e-04 5.502867245757411929e+00
1.396835117988739626e-04 8.789705066080180984e+01 8.789679986926928734e+01 2.793280060806610596e-04 5.497858582380140469e+00
1.413025990599533599e-04 8.789615488627448769e+01 8.789589824908971138e+01 2.825652709124569940e-04 5.492849825545873088e+00
1.429404533431761061e-04 8.789523823359128585e+01 8.789497561454577124e+01 2.858400485799463138e-04 5.487840972980764676e+00
1.445972921792019463e-04 8.789430021633401680e+01 8.789403147604717503e+01 2.891527736500166482e-04 5.482832022356842749e+00
1.462733356201129868e-04 8.789334033676092872e+01 8.789306533260713650e+01 2.925038857208746290e-04 5.477822971290732923e+00
