# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.847279954751164155e+01 8.847183807186549132e+01 1.999800019997333795e-04 5.645818481786895937e+00
1.011591112223829728e-04 8.847234199691664003e+01 8.847156859168040910e+01 2.022977581832760541e-04 5.640812657288581278e+00
1.023316578330244966e-04 8.847187377992858615e+01 8.847125697675768663e+01 2.046423742725537011e-04 5.635806631785793108e+00
1.035177955630176228e-04 8.847139464794381070e+01 8.847090433290441069e+01 2.070141614763123497e-04 5.630800410772245357e+00
1.047176819485520245e-04 8.847090434656676905e+01 8.847051291695655095e+01 2.094134346075829226e-04 5.625794005392541486e+00
1.059314763518370031e-04 8.847040261547518014e+01 8.847008581652563919e+01 2.118405121253895179e-04 5.620787430870239021e+00
1.071593399822671198e-04 8.846988918828202486e+01 8.846962657513172701e+01 2.142957161769398083e-04 5.615780704667809431e+00
1.084014359178331018e-04 8.846936379239467385e+01 8.846913882472418322e+01 2.167793726403025999e-04 5.610773844682807265e+00
1.096579291267809898e-04 8.846882614886995100e+01 8.846862597693986174e+01 2.192918111675785128e-04 5.605766867732334013e+00
1.109289864895222780e-04 8.846827597226699424e+01 8.846809100472727039e+01 2.218333652285692595e-04 5.600759788481049384e+00
1.122147768207980290e-04 8.846771297049541261e+01 8.846753632357535935e+01 2.244043721549514021e-04 5.595752618858103489e+00
1.135154708920999033e-04 8.846713684466092786e+01 8.846696376243508553e+01 2.270051731849600921e-04 5.590745367914338182e+00
1.148312414543511137e-04 8.846654728890659669e+01 8.846637460219325533e+01 2.296361135085894041e-04 5.585738042011101356e+00
1.161622632608501891e-04 8.846594399025137534e+01 8.846576965518272573e+01 2.322975423133139818e-04 5.580730645210515206e+00
1.175087130904807617e-04 8.846532662842413686e+01 8.846514936133294782e+01 2.349898128303393684e-04 5.575723179747434699e+00
1.188707697711903309e-04 8.846469487569365242e+01 8.846451388258476811e+01 2.377132823813860615e-04 5.570715646492911510e+00
1.202486142037412301e-04 8.846404839669561682e+01 8.846386318443825303e+01 2.404683124260139629e-04 5.565708045354496925e+00
1.216424293857368039e-04 8.846338684825457221e+01 8.846319731851937718e+01 2.432552686094931291e-04 5.560700376663425537e+00
1.230524004359261579e-04 8.846270987920233608e+01 8.846251593136962299e+01 2.460745208112275753e-04 5.555692638763118474e+00
1.244787146187906256e-04 8.846201713019223689e+01 8.846181866129835214e+01 2.489264431937378481e-04 5.550684829957416966e+00
1.259215613694150942e-04 8.846130823350891603e+01 8.846110513819198218e+01 2.518114142522093635e-04 5.545676948509658644e+00
1.273811323186478520e-04 8.846058281287312752e+01 8.846037498331691040e+01 2.547298168646127152e-04 5.540668992641707646e+00
1.288576213185518003e-04 8.845984048324319815e+01 8.845962780912032031e+01 2.576820383424025126e-04 5.535660960532989172e+00
1.303512244681508938e-04 8.845908085061051906e+01 8.845886321902405314e+01 2.606684704818018248e-04 5.530652850319480507e+00
1.318621401394748458e-04 8.845830351179199624e+01 8.845808080721528199e+01 2.636895096156779473e-04 5.525644660092690508e+00
1.333905690039058638e-04 8.845750805421560869e+01 8.845728015843160108e+01 2.667455566660177873e-04 5.520636387898606223e+00
1.349367140588306430e-04 8.845669405570276922e+01 8.845646084774109852e+01 2.698370171970083421e-04 5.515628031736623527e+00
1.365007806546013845e-04 8.845586108424478766e+01 8.845562244031786747e+01 2.729643014687300768e-04 5.510619589558444886e+00
