# tau=t/t_H SFF SFF_smoothed GOE_connected DeltaK_abs_log10_ratio
1.000000000000000048e-04 8.839274035567294163e+01 8.839177780709599119e+01 1.999800019997333795e-04 5.645425300482633801e+00
1.011591112223829728e-04 8.839228229448137597e+01 8.839150802619708713e+01 2.022977581832760541e-04 5.640419473308665665e+00
1.023316578330244966e-04 8.839181355500001303e+01 8.839119606354471159e+01 2.046423742725537011e-04 5.635413444711863562e+00
1.035177955630176228e-04 8.839133388834817140e+01 8.839084302618091726e+01 2.070141614763123497e-04 5.630407220196915752e+00
1.047176819485520245e-04 8.839084303984699886e+01 8.839045117346148572e+01 2.094134346075829226e-04 5.625400810930830886e+00
1.059314763518370031e-04 8.839034074888391501e+01 8.839002359644408102e+01 2.118405121253895179e-04 5.620394232167820192e+00
1.071593399822671198e-04 8.838982674877541967e+01 8.838956384260468724e+01 2.142957161769398083e-04 5.615387501405534998e+00
1.084014359178331018e-04 8.838930076662516910e+01 8.838907554794595001e+01 2.167793726403025999e-04 5.610380636577586344e+00
1.096579291267809898e-04 8.838876252317930948e+01 8.838856212791317546e+01 2.192918111675785128e-04 5.605373654534949068e+00
1.109289864895222780e-04 8.838821173267902509e+01 8.838802655877302072e+01 2.218333652285692595e-04 5.600366569971799713e+00
1.122147768207980290e-04 8.838764810270842531e+01 8.838747125871054777e+01 2.244043721549514021e-04 5.595359394841267431e+00
1.135154708920999033e-04 8.838707133404051319e+01 8.838689805871868543e+01 2.270051731849600921e-04 5.590352138212353772e+00
1.148312414543511137e-04 8.838648112047778227e+01 8.838630824111403683e+01 2.296361135085894041e-04 5.585344806459122680e+00
1.161622632608501891e-04 8.838587714869085232e+01 8.838570261913669412e+01 2.322975423133139818e-04 5.580337403651756567e+00
1.175087130904807617e-04 8.838525909805153447e+01 8.838508163320804556e+01 2.349898128303393684e-04 5.575329932029481128e+00
1.188707697711903309e-04 8.838462664046390671e+01 8.838444544545021131e+01 2.377132823813860615e-04 5.570322392464952088e+00
1.202486142037412301e-04 8.838397944019021679e+01 8.838379402132567009e+01 2.404683124260139629e-04 5.565314784865373454e+00
1.216424293857368039e-04 8.838331715367310437e+01 8.838312741251884574e+01 2.432552686094931291e-04 5.560307109562494077e+00
1.230524004359261579e-04 8.838263942935330419e+01 8.838244526517790689e+01 2.460745208112275753e-04 5.555299364896219672e+00
1.244787146187906256e-04 8.838194590748445023e+01 8.838174721720950799e+01 2.489264431937378481e-04 5.550291549166799676e+00
1.259215613694150942e-04 8.838123621994154178e+01 8.838103289808795182e+01 2.518114142522093635e-04 5.545283660633890221e+00
1.273811323186478520e-04 8.838050999002675212e+01 8.838030192865841173e+01 2.547298168646127152e-04 5.540275697515594899e+00
1.288576213185518003e-04 8.837976683226976604e+01 8.837955392093675755e+01 2.576820383424025126e-04 5.535267657987487766e+00
1.303512244681508938e-04 8.837900635222365509e+01 8.837878847790346981e+01 2.606684704818018248e-04 5.530259540181604372e+00
1.318621401394748458e-04 8.837822814625664591e+01 8.837800519329417170e+01 2.636895096156779473e-04 5.525251342185418579e+00
1.333905690039058638e-04 8.837743180133776377e+01 8.837720365138439149e+01 2.667455566660177873e-04 5.520243062040792736e+00
1.349367140588306430e-04 8.837661689481853955e+01 8.837638342676964953e+01 2.698370171970083421e-04 5.515234697742897652e+00
1.365007806546013845e-04 8.837578299420998462e+01 8.837554408414015938e+01 2.729643014687300768e-04 5.510226247239115693e+00
1.380829765218092263e-04 8.837492965695280134e+01 8.837468517805086776e+01 2.761278244914698696e-04 5.505217708427912804e+00
1.396835117988739626e-04 8.837405643018385604e+01 8.837380625268552592e+01 2.793280060806610596e-04 5.500209079157682979e+00
1.413025990599533599e-04 8.837316285049662667e+01 8.837290684161564513e+01 2.825652709124569940e-04 5.495200357225570542e+00
1.429404533431761061e-04 8.837224844369572452e+01 8.837198646755382470e+01 2.858400485799463138e-04 5.490191540376262225e+00
1.445972921792019463e-04 8.837131272454681152e+01 8.837104464210172239e+01 2.891527736500166482e-04 5.485182626300750819e+00
1.462733356201129868e-04 8.837035519651880122e+01 8.837008086549094799e+01 2.925038857208746290e-04 5.480173612635065972e+00
1.479688062686396383e-04 8.836937535152308953e+01 8.836909462631976453e+01 2.958938294802293295e-04 5.475164496958987215e+00
1.496839293077255632e-04 8.836837266964310800e+01 8.836808540128171785e+01 2.993230547641470953e-04 5.470155276794708143e+00
1.514189325304352018e-04 8.836734661886097797e+01 8.836705265489035810e+01 3.027920166165852479e-04 5.465145949605491715e+00
1.531740463702079740e-04 8.836629665477502726e+01 8.836599583919483791e+01 3.063011753496128480e-04 5.460136512794271368e+00
1.549495039314631646e-04 8.836522222031332774e+01 8.836491439349109100e+01 3.098509966043256183e-04 5.455126963702237042e+00
1.567455410205595065e-04 8.836412274543819478e+01 8.836380774402553584e+01 3.134419514124640264e-04 5.450117299607378563e+00
1.585623961771137158e-04 8.836299764684599722e+01 8.836267530369161705e+01 3.170745162587414656e-04 5.445107517722996171e+00
1.604003107056819902e-04 8.836184632765814229e+01 8.836151647171988088e+01 3.207491731438919663e-04 5.440097615196180847e+00
1.622595287078087002e-04 8.836066817710629095e+01 8.836033063336070370e+01 3.244664096484443775e-04 5.435087589106253780e+00
1.641402971144466361e-04 8.835946257020991368e+01 8.835911715955926127e+01 3.282267189972323958e-04 5.430077436463167651e+00
1.660428657187529582e-04 8.835822886744560378e+01 8.835787540662401796e+01 3.320306001246483034e-04 5.425067154205880371e+00
1.679674872092653225e-04 8.835696641441010968e+01 8.835660471588593623e+01 3.358785577406489791e-04 5.420056739200678209e+00
1.699144172034625999e-04 8.835567454147427213e+01 8.835530441335161811e+01 3.397711023975232372e-04 5.415046188239466929e+00
1.718839142817145534e-04 8.835435256343045296e+01 8.835397380934706746e+01 3.437087505574287316e-04 5.410035498038025636e+00
1.738762400216250527e-04 8.835299977912960401e+01 8.835261219815386369e+01 3.476920246607074268e-04 5.405024665234209102e+00
1.758916590327732731e-04 8.835161547111225389e+01 8.835121885763693683e+01 3.517214531949887954e-04 5.400013686386117229e+00
1.779304389918577296e-04 8.835019890522988817e+01 8.834979304886311979e+01 3.557975707650890365e-04 5.395002557970220103e+00
1.799928506782476454e-04 8.834874933025731991e+01 8.834833401571181355e+01 3.599209181637167787e-04 5.389991276379433316e+00
1.820791680099462359e-04 8.834726597749659049e+01 8.834684098447590372e+01 3.640920424429929100e-04 5.384979837921157753e+00
1.841896680799710861e-04 8.834574806037171868e+01 8.834531316345416485e+01 3.683114969867951061e-04 5.379968238815264314e+00
1.863246311931559835e-04 8.834419477401409893e+01 8.834374974253330493e+01 3.725798415839356222e-04 5.374956475192036010e+00
1.884843409033795474e-04 8.834260529483772473e+01 8.834214989276136976e+01 3.768976425021829200e-04 5.369944543090061195e+00
1.906690840512252085e-04 8.834097878010578597e+01 8.834051276591070234e+01 3.812654725631356933e-04 5.364932438454078856e+00
1.928791508020777693e-04 8.833931436748575550e+01 8.833883749403094043e+01 3.856839112179594859e-04 5.359920157132767926e+00
1.951148346846616412e-04 8.833761117459603440e+01 8.833712318899169702e+01 3.901535446239965256e-04 5.354907694876492208e+00
1.973764326300255292e-04 8.833586829854041866e+01 8.833536894201499479e+01 3.946749657222570142e-04 5.349895047334987552e+00
1.996642450109793374e-04 8.833408481543276025e+01 8.833357382319647400e+01 3.992487743158042342e-04 5.344882210054994864e+00
2.019785756819878484e-04 8.833225977991072853e+01 8.833173688101587118e+01 4.038755771490413322e-04 5.339869178477840705e+00
2.043197320195270594e-04 8.833039222463780504e+01 8.832985714183595860e+01 4.085559879879120844e-04 5.334855947936956611e+00
2.066880249629082160e-04 8.832848115979457759e+01 8.832793360939038507e+01 4.132906277010250777e-04 5.329842513655347780e+00
2.090837690555749911e-04 8.832652557255741499e+01 8.832596526425942329e+01 4.180801243417118758e-04 5.324828870742992493e+00
2.115072824868794756e-04 8.832452442656610003e+01 8.832395106333332535e+01 4.229251132310303941e-04 5.319815014194186453e+00
2.139588871343421563e-04 8.832247666137841691e+01 8.832188993926412479e+01 4.278262370417234553e-04 5.314800938884824966e+00
2.164389086064020347e-04 8.832038119191267356e+01 8.831978079990452102e+01 4.327841458831445626e-04 5.309786639569624711e+00
2.189476762856620634e-04 8.831823690787729220e+01 8.831762252773329180e+01 4.377994973871608101e-04 5.304772110879266478e+00
2.214855233726359179e-04 8.831604267318711265e+01 8.831541397926817183e+01 4.428729567950449105e-04 5.299757347317489042e+00
2.240527869300018224e-04 8.831379732536635174e+01 8.831315398446534459e+01 4.480051970453672368e-04 5.294742343258103112e+00
2.266498079273692845e-04 8.831149967493875863e+01 8.831084134610432557e+01 4.531968988628995334e-04 5.289727092941938658e+00
2.292769312865648647e-04 8.830914850480155565e+01 8.830847483915944451e+01 4.584487508485416253e-04 5.284711590473718523e+00
2.319345059274427543e-04 8.830674256958772617e+01 8.830605321015696063e+01 4.637614495702829451e-04 5.279695829818866315e+00
2.346228848142262321e-04 8.830428059501159055e+01 8.830357517651704313e+01 4.691356996552108020e-04 5.274679804800228133e+00
2.373424250023866149e-04 8.830176127720027068e+01 8.830103942588040411e+01 4.745722138825771044e-04 5.269663509094725917e+00
2.400934876860651764e-04 8.829918328200986366e+01 8.829844461542053580e+01 4.800717132779357848e-04 5.264646936229929963e+00
2.428764382460450548e-04 8.829654524432585561e+01 8.829578937113890902e+01 4.856349272083631814e-04 5.259630079580547957e+00
2.456916462982790305e-04 8.829384576734690881e+01 8.829307228714527866e+01 4.912625934787734090e-04 5.254612932364838507e+00
2.485394857429798422e-04 8.829108342185351432e+01 8.829029192492075140e+01 4.969554584293418929e-04 5.249595487640934088e+00
2.514203348142796828e-04 8.828825674545879565e+01 8.828744681256360138e+01 5.027142770340490468e-04 5.244577738303078718e+00
2.543345761304648361e-04 8.828536424184261477e+01 8.828453544401891406e+01 5.085398130003566160e-04 5.239559677077780364e+00
2.572825967447932359e-04 8.828240437996781509e+01 8.828155627829013952e+01 5.144328388700315953e-04 5.234541296519873654e+00
2.602647881969004482e-04 8.827937559327961026e+01 8.827850773863259803e+01 5.203941361211270435e-04 5.229522589008484879e+00
2.632815465648020189e-04 8.827627627888521999e+01 8.827538821172785788e+01 5.264244952711378493e-04 5.224503546742905513e+00
2.663332725174980963e-04 8.827310479671582755e+01 8.827219604684087528e+01 5.325247159813399026e-04 5.219484161738372485e+00
2.694203713681882413e-04 8.826985946866919619e+01 8.826892955495657134e+01 5.386956071623296956e-04 5.214464425821741855e+00
2.725432531281027707e-04 8.826653857773195000e+01 8.826558700789703948e+01 5.449379870807771449e-04 5.209444330627067465e+00
2.757023325609582747e-04 8.826314036708380684e+01 8.826216663741909940e+01 5.512526834674043221e-04 5.204423867591074782e+00
2.788980292380439777e-04 8.825966303917870448e+01 8.825866663429042092e+01 5.576405336262050530e-04 5.199403027948524603e+00
2.821307675939470740e-04 8.825610475480719685e+01 8.825508514734553955e+01 5.641023845449193727e-04 5.194381802727469299e+00
2.854009769829237591e-04 8.825246363213659606e+01 8.825142028251998738e+01 5.706390930067781241e-04 5.189360182744406913e+00
2.887090917359234400e-04 8.824873774572971286e+01 8.824767010186211280e+01 5.772515257035287567e-04 5.184338158599303803e+00
2.920555512182745244e-04 8.824492512554036239e+01 8.824383262252327143e+01 5.839405593497619526e-04 5.179315720670517820e+00
2.954407998880379709e-04 8.824102375588716995e+01 8.823990581572397218e+01 5.907070807985491607e-04 5.174292859109591802e+00
2.988652873550382482e-04 8.823703157440374412e+01 8.823588760569781186e+01 5.975519871584092542e-04 5.169269563835928061e+00
3.023294684405776131e-04 8.823294647096442134e+01 8.823177586861072541e+01 6.044761859116172141e-04 5.164245824531339402e+00
3.058338032378431388e-04 8.822876628658650588e+01 8.822756843145511141e+01 6.114805950338720762e-04 5.159221630634469591e+00
3.093787571730136510e-04 8.822448881230721440e+01 8.822326307092077968e+01 6.185661431153371536e-04 5.154196971335084143e+00
3.129648010670750265e-04 8.822011178803516884e+01 8.821885751223842931e+01 6.257337694830710732e-04 5.149171835568226108e+00
3.165924111983520412e-04 8.821563290137613933e+01 8.821434942799785972e+01 6.329844243248628540e-04 5.144146212008237740e+00
3.202620693657650080e-04 8.821104978643207062e+01 8.820973643693966437e+01 6.403190688144881583e-04 5.139120089062637398e+00
3.239742629528195514e-04 8.820636002257298003e+01 8.820501610271905690e+01 6.477386752384031937e-04 5.134093454865856998e+00
3.277294849923381931e-04 8.820156113318098789e+01 8.820018593264205720e+01 6.552442271238911225e-04 5.129066297272826702e+00
3.315282342319423150e-04 8.819665058436666527e+01 8.819524337637324152e+01 6.628367193686799481e-04 5.124038603852415719e+00
3.353710152002928996e-04 8.819162578365553884e+01 8.819018582461453093e+01 6.705171583720454355e-04 5.119010361880714122e+00
3.392583382740992125e-04 8.818648407864569094e+01 8.818501060775368217e+01 6.782865621674184688e-04 5.113981558334158350e+00
3.431907197459042598e-04 8.818122275563487733e+01 8.817971499448267991e+01 6.861459605565126780e-04 5.108952179882497724e+00
3.471686818926559680e-04 8.817583903821699209e+01 8.817429619038585997e+01 6.940963952449906568e-04 5.103922212881589537e+00
3.511927530450727588e-04 8.817033008584665765e+01 8.816875133649455165e+01 7.021389199796836253e-04 5.098891643366032511e+00
3.552634676578139260e-04 8.816469299237199664e+01 8.816307750781119523e+01 7.102746006873862216e-04 5.093860457041620826e+00
3.593813663804625697e-04 8.815892478453419301e+01 8.815727171179904076e+01 7.185045156152400836e-04 5.088828639277622301e+00
3.635469961293317630e-04 8.815302242043357239e+01 8.815133088683853657e+01 7.268297554727271449e-04 5.083796175098880710e+00
3.677609101601030626e-04 8.814698278796181796e+01 8.814525190064944127e+01 7.352514235752898855e-04 5.078763049177722699e+00
3.720236681413065759e-04 8.814080270319817600e+01 8.813903154867716694e+01 7.437706359895959914e-04 5.073729245825681744e+00
3.763358362286532656e-04 8.813447890877041857e+01 8.813266655244355263e+01 7.523885216804686738e-04 5.068694748985026699e+00
3.806979871402283821e-04 8.812800807217978161e+01 8.812615355786029170e+01 7.611062226594977193e-04 5.063659542220085186e+00
3.851107002325568655e-04 8.812138678408747694e+01 8.811948913350560986e+01 7.699248941353541457e-04 5.058623608708374242e+00
3.895745615775500948e-04 8.811461155656401445e+01 8.811266976886176394e+01 7.788457046658246209e-04 5.053586931231509816e+00
3.940901640403447737e-04 8.810767882129857753e+01 8.810569187251405765e+01 7.878698363115875427e-04 5.048549492165909314e+00
3.986581073580438726e-04 8.810058492777052663e+01 8.809855177030901530e+01 7.969984847917480205e-04 5.043511273473276546e+00
4.032789982193705223e-04 8.809332614137747441e+01 8.809124570347333361e+01 8.062328596411544182e-04 5.038472256690857520e+00
4.079534503452448896e-04 8.808589864152496318e+01 8.808376982668910671e+01 8.155741843695136963e-04 5.033432422921474192e+00
4.126820845702952015e-04 8.807829851967203183e+01 8.807612020612772596e+01 8.250236966223281057e-04 5.028391752823311300e+00
4.174655289253134888e-04 8.807052177733356757e+01 8.806829281744087723e+01 8.345826483436727481e-04 5.023350226599481161e+00
4.223044187206672164e-04 8.806256432403954193e+01 8.806028354370546651e+01 8.442523059408347120e-04 5.018307823987321115e+00
4.271993966306776428e-04 8.805442197524916992e+01 8.805208817332514570e+01 8.540339504508355755e-04 5.013264524247461829e+00
4.321511127789761839e-04 8.804609045021788916e+01 8.804370239788435981e+01 8.639288777088571184e-04 5.008220306152614043e+00
4.371602248248502198e-04 8.803756536981921954e+01 8.803512180995628000e+01 8.739383985185937695e-04 5.003175147976115511e+00
4.422273980505897289e-04 8.802884225431805021e+01 8.802634190086115495e+01 8.840638388245508714e-04 4.998129027480184838e+00
4.473533054498462949e-04 8.801991652109425956e+01 8.801735805837823534e+01 8.943065398863129416e-04 4.993081921903918641e+00
4.525386278170166862e-04 8.801078348231885684e+01 8.800816556440429395e+01 9.046678584548037199e-04 4.988033807950990273e+00
4.577840538376616304e-04 8.800143834257688980e+01 8.799875959256415570e+01 9.151491669505586049e-04 4.982984661777069668e+00
4.630902801799736631e-04 8.799187619644000335e+01 8.798913520576699909e+01 9.257518536440346307e-04 4.977934458976940313e+00
4.684580115873045137e-04 8.798209202598643230e+01 8.797928735371073117e+01 9.364773228379794524e-04 4.972883174571311571e+00
4.738879609717650920e-04 8.797208069826548638e+01 8.796921087033146591e+01 9.473269950518823247e-04 4.967830782993324590e+00
4.793808495089107069e-04 8.796183696270901464e+01 8.795890047119863198e+01 9.583023072085320110e-04 4.962777258074740239e+00
4.849374067335233355e-04 8.795135544848541542e+01 8.794835075085211429e+01 9.694047128227027644e-04 4.957722573031789537e+00
4.905583706365045484e-04 8.794063066179749910e+01 8.793755618008405861e+01 9.806356821919952685e-04 4.952666700450708781e+00
4.962444877628913436e-04 8.792965698312140432e+01 8.792651110316016627e+01 9.919967025898547650e-04 4.947609612272914958e+00
5.019965133110079530e-04 8.791842866438631177e+01 8.791520973498252545e+01 1.003489278460790004e-03 4.942551279779847206e+00
5.078152112327670659e-04 8.790693982609383283e+01 8.790364615819071048e+01 1.015114931617820552e-03 4.937491673577432572e+00
5.137013543351339135e-04 8.789518445437559535e+01 8.789181432020136242e+01 1.026875201442176535e-03 4.932430763580200939e+00
