task_index,L,N,nmax,W_over_t,realization_start,realization_stop,realizations_in_block,U_points,U_values_over_t_json,core_hash
118,7,7,7,4.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
119,7,7,7,4.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
120,7,7,7,4.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
121,7,7,7,4.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
122,7,7,7,4.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
123,7,7,7,4.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
124,7,7,7,4.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
125,7,7,7,4.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
126,7,7,7,4.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
127,7,7,7,4.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
128,7,7,7,4.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
129,7,7,7,4.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
130,7,7,7,4.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
131,7,7,7,4.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
132,7,7,7,4.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
133,7,7,7,4.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
134,7,7,7,4.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
135,7,7,7,4.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
136,7,7,7,4.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
137,7,7,7,4.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
138,7,7,7,4.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
139,7,7,7,4.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
140,7,7,7,4.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
141,7,7,7,4.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
142,7,7,7,4.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
143,7,7,7,4.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
144,7,7,7,4.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
145,7,7,7,4.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
146,7,7,7,4.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
147,7,7,7,4.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
148,7,7,7,4.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
149,7,7,7,4.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
150,7,7,7,4.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
151,7,7,7,4.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",2365f474e5f6951e7dbc5cc2a330cd7d7c01a4b1bc6131ed3f68be975971d81e
152,7,7,7,5.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
153,7,7,7,5.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
154,7,7,7,5.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
155,7,7,7,5.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
156,7,7,7,5.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
157,7,7,7,5.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
158,7,7,7,5.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
159,7,7,7,5.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
160,7,7,7,5.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
161,7,7,7,5.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
162,7,7,7,5.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
163,7,7,7,5.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
164,7,7,7,5.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
165,7,7,7,5.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
166,7,7,7,5.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
167,7,7,7,5.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
168,7,7,7,5.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
169,7,7,7,5.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
170,7,7,7,5.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
171,7,7,7,5.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
172,7,7,7,5.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
173,7,7,7,5.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
174,7,7,7,5.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
175,7,7,7,5.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
176,7,7,7,5.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
177,7,7,7,5.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
178,7,7,7,5.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
179,7,7,7,5.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
180,7,7,7,5.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
181,7,7,7,5.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
182,7,7,7,5.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
183,7,7,7,5.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
184,7,7,7,5.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
185,7,7,7,5.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
186,7,7,7,5.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
187,7,7,7,5.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
188,7,7,7,5.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
189,7,7,7,5.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",420459a8cbba111c8fd1e5e77ab0906443f19ea2575f2a3455bdc725a2ccf7de
190,7,7,7,6.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
191,7,7,7,6.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
192,7,7,7,6.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
193,7,7,7,6.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
194,7,7,7,6.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
195,7,7,7,6.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
196,7,7,7,6.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
197,7,7,7,6.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
198,7,7,7,6.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
199,7,7,7,6.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
200,7,7,7,6.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
201,7,7,7,6.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
202,7,7,7,6.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
203,7,7,7,6.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
204,7,7,7,6.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
205,7,7,7,6.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
206,7,7,7,6.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
207,7,7,7,6.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
208,7,7,7,6.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
209,7,7,7,6.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
210,7,7,7,6.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
211,7,7,7,6.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
212,7,7,7,6.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
213,7,7,7,6.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
214,7,7,7,6.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
215,7,7,7,6.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
216,7,7,7,6.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
217,7,7,7,6.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
218,7,7,7,6.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
219,7,7,7,6.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
220,7,7,7,6.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
221,7,7,7,6.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
222,7,7,7,6.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
223,7,7,7,6.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
224,7,7,7,6.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
225,7,7,7,6.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
226,7,7,7,6.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
227,7,7,7,6.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",87e76c5c127b9d9aaae8257d210c72a25811ed72ccb1993424c8e14692e36fe3
228,7,7,7,7.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
229,7,7,7,7.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
230,7,7,7,7.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
231,7,7,7,7.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
232,7,7,7,7.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
233,7,7,7,7.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
234,7,7,7,7.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
235,7,7,7,7.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
236,7,7,7,7.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
237,7,7,7,7.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
238,7,7,7,7.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
239,7,7,7,7.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
240,7,7,7,7.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
241,7,7,7,7.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",1397169306ece8165738e1ecb59147ea8b8a2f6e7ed6c2e5349f50eb900c1bdb
