L,N,nmax,filling,W_over_t,realizations,U_points,entropy_peak_method,U_S_loess_over_t,U_S_grid_max_over_t,U_S_local_quadratic_over_t,U_S_smoothed_over_t,U_S_candidate_over_t,U_S_star_over_t,U_S_ci95_low,U_S_ci95_high,bootstrap_valid_fraction,bootstrap_ci_width_over_t,grid_error_over_t,peak_resolved,peak_at_boundary,plateau_U_low_over_t,plateau_U_high_over_t,peak_height_delta_entropy_norm,peak_height_paired_sem,peak_significance_z,curvature,unresolved_reasons
7,7,7,1.0,1.0,300,11,weighted_loess_quadratic,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,0.0,,-0.06398504233489846,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval
7,7,7,1.0,2.0,300,11,weighted_loess_quadratic,0.0,0.0,0.26299508822654427,0.0,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,0.0,,-0.07445699720421928,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval
7,7,7,1.0,3.0,300,11,weighted_loess_quadratic,0.0,0.0,1.0,0.0,0.0,,,,0.0,,0.5,False,True,0.0,1.0,0.0,0.0,,-0.07147555943771891,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval
7,7,7,1.0,4.0,300,11,weighted_loess_quadratic,0.04828256139953317,0.05,0.29992317843268923,0.0,0.04828256139953317,,0.009045631401035984,0.11013407420534084,0.8965,0.10108844280430486,0.5,False,False,0.0,1.0,0.0,0.0,,-0.06595864943039696,plateau_includes_U0;low_peak_significance
7,7,7,1.0,5.0,300,11,weighted_loess_quadratic,0.26101166530924946,0.26,0.46274616495002907,0.0,0.26101166530924946,,0.1888753364748904,0.3285683844850565,1.0,0.13969304801016608,0.5,False,False,0.0,1.0,0.0,0.0,,-0.056936154992389264,plateau_includes_U0;low_peak_significance
7,7,7,1.0,6.0,300,11,weighted_loess_quadratic,0.41195536057679544,0.41000000000000003,0.5631504827467564,0.0,0.41195536057679544,,0.3363931560973442,0.48388904362506224,1.0,0.14749588752771803,0.5,False,False,0.0,1.0,0.0,0.0,,-0.04914734031184873,plateau_includes_U0;low_peak_significance
7,7,7,1.0,7.0,300,11,weighted_loess_quadratic,0.5096358989077799,0.51,0.620437553463384,0.0,0.5096358989077799,0.5102081993512545,0.4231782325536784,0.5893505628835054,1.0,0.16617233032982698,0.5,True,False,1.0,1.0,0.017693613721042667,0.002222826515745038,7.959961605511167,-0.041547607445646256,
7,7,7,1.0,8.0,300,11,weighted_loess_quadratic,0.5666578210567632,0.5700000000000001,0.6504974753086775,0.0,0.5666578210567632,0.5655265955511118,0.46508462909468573,0.6589346807990512,1.0,0.19385005170436542,0.5,True,False,1.0,1.0,0.014066074485353361,0.0021256411155052045,6.617332710940838,-0.034821159424780423,
7,7,7,1.0,9.0,300,11,weighted_loess_quadratic,0.5853332399236075,0.59,0.6521876116741852,0.0,0.5853332399236075,0.5818718651135182,0.460853473014837,0.7017847071038518,1.0,0.2409312340890148,0.5,True,False,1.0,1.0,0.010519198987455724,0.0020890874552296915,5.035308101210706,-0.02889540780896628,
7,7,7,1.0,10.0,300,11,weighted_loess_quadratic,0.6010173661422913,0.6,0.654699716969295,0.0,0.6010173661422913,0.5985702671389168,0.45792776056082635,0.7385352168294715,1.0,0.2806074562686452,0.5,True,False,1.0,1.0,0.00807469770947572,0.0020400038508676726,3.9581776799300243,-0.02405497198615657,
