L,N,nmax,A,B,C,D2,Gamma_min_over_t,Gamma_max_over_t,n_channels
7,7,7,0.16712513211043706,-0.00509072814078203,0.47738104656772984,1.0474825599029423,2.8284271247461903,7.745966692414834,12
