L,N,nmax,W_over_t,U_over_t,realizations,sample_mixing_mean,sample_mixing_sem
7,7,7,1.0,0.0,300,0.950942097859925,0.0013008598847983146
7,7,7,1.0,1.0,300,0.6664227346035819,0.0016616225496922474
7,7,7,1.0,2.0,300,0.341510496016584,0.0010627022025995407
7,7,7,1.0,3.0,300,0.19001987488937663,0.0005135068695150619
7,7,7,1.0,4.0,300,0.11733938153451774,0.0002651736697335944
7,7,7,1.0,5.0,300,0.07855356567999204,0.0001500547475410278
7,7,7,1.0,6.0,300,0.05585792201232181,9.169736410285014e-05
7,7,7,1.0,7.0,300,0.04158205797435795,5.959074478312349e-05
7,7,7,1.0,8.0,300,0.032077809144446995,4.0683083296239104e-05
7,7,7,1.0,9.0,300,0.02545718799708974,2.890789675106263e-05
7,7,7,1.0,10.0,300,0.020672730689919098,2.1227603545777736e-05
7,7,7,2.0,0.0,300,0.8527069759337725,0.003417579958280832
7,7,7,2.0,1.0,300,0.7340040499581808,0.002291539405263967
7,7,7,2.0,2.0,300,0.4138764188740592,0.002508001130893141
7,7,7,2.0,3.0,300,0.22849398394963638,0.0013772904923224456
7,7,7,2.0,4.0,300,0.13678360188839345,0.0006937130286625181
7,7,7,2.0,5.0,300,0.08922079860270687,0.0003777885427027299
7,7,7,2.0,6.0,300,0.06220713821446436,0.00022349415150919847
7,7,7,2.0,7.0,300,0.045621874831851074,0.00014153814914804393
7,7,7,2.0,8.0,300,0.034789500623518974,9.466534831314562e-05
7,7,7,2.0,9.0,300,0.02735776312956925,6.616360341723485e-05
7,7,7,2.0,10.0,300,0.02205273077602512,4.7934417738448554e-05
7,7,7,3.0,0.0,300,0.7553242649756196,0.005008760867006497
7,7,7,3.0,1.0,300,0.7526818984472338,0.0021627338898271777
7,7,7,3.0,2.0,300,0.4782999409291759,0.003402761270694604
7,7,7,3.0,3.0,300,0.2806225197777527,0.0026433506292071218
7,7,7,3.0,4.0,300,0.16452746648125227,0.001419609922918014
7,7,7,3.0,5.0,300,0.10380418649751666,0.0007443101136223238
7,7,7,3.0,6.0,300,0.07050645707593238,0.0004223671039674314
7,7,7,3.0,7.0,300,0.050712852917306185,0.0002586626561307811
7,7,7,3.0,8.0,300,0.03810905554026517,0.00016852788005158764
7,7,7,3.0,9.0,300,0.02963110233198878,0.00011538139173830512
7,7,7,3.0,10.0,300,0.02367273173275603,8.22224875253742e-05
7,7,7,4.0,0.0,300,0.672002086353369,0.00603382446763281
7,7,7,4.0,1.0,300,0.7397516762932038,0.0024167456793453604
7,7,7,4.0,2.0,300,0.5161065028357388,0.0034926970222139996
7,7,7,4.0,3.0,300,0.3331904928629983,0.003637067257599311
7,7,7,4.0,4.0,300,0.20337497667498447,0.0025318541654980307
7,7,7,4.0,5.0,300,0.1247596058072205,0.0013685145317586889
