L,N,nmax,A,B,C,D2,Gamma_min_over_t,Gamma_max_over_t,n_channels
6,6,3,0.23193916349809884,-0.005923754730201647,0.5929389042233001,0.7185792349726776,2.8284271247461903,4.898979485566356,3
6,6,4,0.19447731755424064,-0.005603876837364166,0.5285894100413863,0.8802083333333334,2.8284271247461903,6.928203230275509,6
6,6,5,0.17667261079188956,-0.005347482396305753,0.4929647823729955,0.9896078431372548,2.8284271247461903,6.928203230275509,8
6,6,6,0.1714807123529041,-0.0051818131230847286,0.48370540854019023,1.0265503875968993,2.8284271247461903,6.928203230275509,9
