L,N,nmax,filling,W_over_t,realizations,U_points,U_scan_min_over_t,U_scan_max_over_t,U_M_star_over_t,U_M_same_samples_over_t,U_M_same_samples_ci95_low,U_M_same_samples_ci95_high,U_S_candidate_over_t,U_S_local_quadratic_over_t,U_S_smoothed_over_t,peak_estimator_disagreement_over_t,peak_estimators_agree,peak_smoothing_points_used,U_S_grid_max_over_t,U_S_star_over_t,U_S_ci95_low,U_S_ci95_high,bootstrap_valid_fraction,bootstrap_ci_width_over_t,grid_error_over_t,peak_resolved,peak_at_boundary,plateau_U_low_over_t,plateau_U_high_over_t,plateau_width_over_t,plateau_points,plateau_includes_U0,peak_height_delta_entropy_norm,peak_height_paired_sem,peak_significance_z,curvature,curvature_ci95_low,curvature_ci95_high,curvature_bootstrap_valid_fraction,R_required_for_3sigma,max_required_realizations,unresolved_reasons,delta_U_star_over_t,relative_peak_error,theory_ED_status
6,6,4,1.0,0.4,200,41,0.0,1.0,0.07744086233420082,0.08010150448648448,0.07662718584909099,0.08388664962794226,0.3616951884071138,0.35901562875211934,0.3616951884071138,0.0026795596549944456,True,5,0.35,0.36198894186810904,0.3333681154505058,0.3935705127008306,0.994,0.06020239725032478,0.012500000000000011,True,False,0.35,0.35,0.0,1,False,0.008514200268248485,0.0005248581885656873,16.221906133380088,-0.1588025344751872,-0.31456594908951,-0.07123295328358878,0.994,6.840199004093433,500,,0.2845480795339082,3.674391928978314,inconsistent
6,6,4,1.0,0.5,200,41,0.0,1.0,0.09656388702334841,0.09989804232846312,0.09555828449746347,0.10462804363710995,0.3142106515801202,0.32021248369002164,0.3142106515801202,0.0060018321099014615,True,5,0.325,0.3142429508569493,0.27958755563658777,0.3930032358761954,0.945,0.11341568023960763,0.012500000000000011,True,False,0.3,0.4,0.10000000000000003,3,False,0.005492527828015712,0.0004406453919824412,12.464734518849973,-0.07610115208397816,-0.3376299015352698,-0.04970804179891667,0.945,11.585277449660591,500,,0.21767906383360092,2.2542491871828627,inconsistent
6,6,4,1.0,0.6,200,41,0.0,1.0,0.11553870172243014,0.11952848169284737,0.1143020414848671,0.12522559514389303,0.27861822111225376,0.275765871737785,0.27861822111225376,0.0028523493744687656,True,5,0.275,,0.25567918809674306,0.3042369675988861,0.9935,0.04855777950214302,0.012500000000000011,False,False,0.25,0.325,0.07500000000000001,4,False,0.0034322609835804856,0.0003948364746842994,8.69286705673489,-0.1345046141735164,-0.3084098756491447,-0.09716366700113184,0.9935,23.820256263534723,500,wide_plateau,,,unresolved
6,6,4,1.0,0.7,200,41,0.0,1.0,0.13434451243403298,0.1389794528497303,0.1329028423754243,0.145644369090002,0.2528201628681959,0.24980729795618675,0.2528201628681959,0.0030128649120091666,True,5,0.25,,0.21591775994647364,0.2893706991253607,0.9685,0.07345293917888704,0.012500000000000011,False,False,0.2,0.3,0.09999999999999998,5,False,0.0020050424126672474,0.0003391088888382913,5.912680199967802,-0.09896573287137829,-0.2706562960719116,-0.05868055625223374,0.9685,51.48772766912464,500,wide_plateau,,,unresolved
6,6,4,1.0,0.8,200,41,0.0,1.0,0.1529644271958626,0.15824754725150736,0.15132062264515198,0.1658206141089301,0.26498190762601875,0.26459577382820315,0.26498190762601875,0.0003861337978156021,True,5,0.275,0.2646608059858592,0.18086120751254808,0.278106017918846,0.967,0.0972448104062979,0.012500000000000011,True,False,0.25,0.275,0.025000000000000022,2,False,0.001381435157980176,0.00033661715244810773,4.1038763115112955,-0.27876391523694527,-0.4126333907656022,-0.10831712426331329,0.967,106.87693219349327,500,,0.11169637878999664,0.7302114670555104,inconsistent
6,6,4,1.0,0.9,200,41,0.0,1.0,0.17138526675279875,0.1773380801985942,0.16946505912399915,0.18584402291562158,0.20557230482482147,0.2031130839533905,0.20557230482482147,0.002459220871430967,True,5,0.2,0.2051322277614102,0.17264753356531456,0.2805216363143591,0.937,0.10787410274904455,0.012500000000000011,True,False,0.2,0.275,0.07500000000000001,2,False,0.0012452153459361266,0.00026836174837537095,4.640062726802562,-0.16769089932697548,-0.35182253261153174,-0.08459099515165665,0.937,83.60356595756757,500,,0.033746961008611465,0.19690701335072824,consistent
6,6,4,1.0,1.0,200,41,0.0,1.0,0.18959745988166068,0.19620455486475197,0.18738072658908936,0.2057007994946697,0.174177633196349,0.17437903338534605,0.174177633196349,0.00020140018899705847,True,5,0.175,0.173318669798525,0.14441231150501432,0.254985507480385,0.941,0.11057319597537069,0.012500000000000011,True,False,0.15,0.175,0.024999999999999994,2,False,0.001090005034899017,0.00026990534943997183,4.038471401773529,-0.1451453768941671,-0.3208189619619536,-0.06354220726849914,0.941,110.36680783071273,500,,-0.01627879008313568,0.08585974776928058,consistent
6,6,4,1.0,1.1,200,41,0.0,1.0,0.20759462394893013,0.21481839983138634,0.2051906627649659,0.22533794212963212,0.1869562187706876,0.18867131127606682,0.1869562187706876,0.001715092505379212,True,5,0.2,0.18685886459667855,0.15881006175072074,0.2173065312178489,0.9785,0.058496469467128165,0.012500000000000011,True,False,0.175,0.225,0.05000000000000002,3,False,0.0009713587670645629,0.00026367173843410547,3.6839699727899218,-0.1521371638517572,-0.3365365615879417,-0.07038906599621822,0.9785,132.62956392326245,500,,-0.02073575935225158,0.0998858205372059,consistent
6,6,4,1.0,1.2,200,41,0.0,1.0,0.2253732666957109,0.2332165275795106,0.22275496986678534,0.24472287503734694,0.20029848258115673,0.19490846656816052,0.20029848258115673,0.005390016012996213,True,5,0.2,,0.16407393524439753,0.2375002526447435,0.9685,0.07342631740034597,0.012500000000000011,False,False,0.15,0.25,0.1,5,False,0.0014474084490664618,0.0003543580710147857,4.08459286653603,-0.11028688669187438,-0.3484392207950151,-0.0697381650068935,0.9685,107.8884505575497,500,wide_plateau,,,unresolved
6,6,4,1.0,1.3,200,41,0.0,1.0,0.24293221428856115,0.25146234239673004,0.24002318932981032,0.2638408160629107,0.1931959284990263,0.1911488013492665,0.1931959284990263,0.0020471271497597976,True,5,0.175,,0.16614405654780498,0.2543754918054776,0.9045,0.0882314352576726,0.012500000000000011,False,False,0.15,0.275,0.12500000000000003,6,False,0.001516764091105282,0.00040530488750857406,3.7422793009699284,-0.22652892681576872,-0.4242531082562374,-0.08879294436644244,0.9045,128.5286985953632,500,wide_plateau,,,unresolved
6,6,4,1.0,1.4,200,41,0.0,1.0,0.2602724272541286,0.2694028737321758,0.25706214667708227,0.2828219154268857,0.1816074769732451,0.18553591218265697,0.1816074769732451,0.003928435209411857,True,5,0.175,,0.13391757920000827,0.2733106117697915,0.92,0.13939303256978322,0.012500000000000011,False,False,0.15,0.25,0.1,5,False,0.0018088404531360635,0.00042887795583323844,4.2176111607829965,-0.12938208971615253,-0.43261242834966124,-0.06733578325845702,0.92,101.19042721466344,500,wide_plateau,,,unresolved
6,6,4,1.0,1.5,200,41,0.0,1.0,0.2773963323741866,0.28711968955299505,0.27381488823756533,0.30163536643140665,0.21124071362739744,0.27649709223413704,0.21124071362739744,0.0652563786067396,False,5,0.2,,0.17787051065861603,0.2937172032152476,0.8705,0.11584669255663155,0.012500000000000011,False,False,0.15,0.3,0.15,7,False,0.002076607578827926,0.0005282341229349893,3.9312257362129897,-0.16945251391640256,-0.5770167919609468,-0.0873029123904269,0.8705,116.4706610776234,500,peak_estimators_disagree;wide_plateau,,,unresolved
6,6,4,1.0,1.6,200,41,0.0,1.0,0.29430762840150004,0.30468926041137734,0.29054106854706996,0.32021231202677,0.25372964875030635,0.2562734612297658,0.25372964875030635,0.0025438124794594508,True,5,0.25,,0.17984462826343725,0.33895495451479074,0.8925,0.1591103262513535,0.012500000000000011,False,False,0.175,0.35,0.175,8,False,0.003059998628355436,0.0006782553446904031,4.511573188932562,-0.1221510155318139,-0.4961337337874926,-0.07106665169976023,0.8925,88.4334342595961,500,wide_plateau,,,unresolved
6,6,4,1.0,1.7,200,41,0.0,1.0,0.3110108860460202,0.32204798715058824,0.3069888655734235,0.33853760496937263,0.23478784752226103,0.23131852923218638,0.23478784752226103,0.0034693182900746578,True,5,0.225,,0.20537073201947104,0.3329699347063802,0.8865,0.12759920268690916,0.012500000000000011,False,False,0.225,0.325,0.1,4,False,0.0038787051941892403,0.0008266587588957699,4.692026972980142,-0.4063974791842377,-0.7043331443670207,-0.1431964756904728,0.8865,81.76199974695612,500,wide_plateau,,,unresolved
6,6,4,1.0,1.8,200,41,0.0,1.0,0.3275113249438255,0.3391050830825182,0.3231840728175395,0.35654288175105725,0.31662860182413805,0.3220848715733696,0.31662860182413805,0.005456269749231579,True,5,0.325,0.3175425070515644,0.23418138263594152,0.3445779533447426,0.896,0.1103965707088011,0.012500000000000011,True,False,0.25,0.325,0.07500000000000001,3,False,0.004702921315746817,0.0009774087698564634,4.811621770528477,-0.4244539202847854,-0.8133607387844344,-0.15840643532352894,0.896,77.74805669298196,500,,-0.009968817892261117,0.03043808605388214,consistent
6,6,4,1.0,1.9,200,41,0.0,1.0,0.34381459249581514,0.3560768197206837,0.3389895008045957,0.3745377701227732,0.2661312604879551,0.3310754288024889,0.2661312604879551,0.06494416831453381,False,5,0.25,,0.2142319519301508,0.380698091253865,0.811,0.1664661393237142,0.012500000000000011,False,False,0.2,0.4,0.2,9,False,0.004812225205493,0.0010122238665483158,4.754111579983479,-0.27458719439766827,-0.8924279763689464,-0.10764731280542691,0.811,79.64046078619977,500,peak_estimators_disagree;wide_plateau,,,unresolved
