L,N,nmax,filling,U_at_max_Wstar,max_Wstar,max_Wstar_bootstrap_std
6,3,2,0.5,2.0,5.894664944639394,0.18290507200114112
6,4,2,0.6666666666666666,3.0,6.471855257657378,0.12860906232393696
6,5,2,0.8333333333333334,3.0,6.896342933126937,0.13353694090751686
6,6,2,1.0,3.0,7.446326709685189,0.16079147599398055
6,7,2,1.1666666666666667,3.0,7.881980965991903,0.17363182827194953
6,8,2,1.3333333333333333,4.0,8.045709547467967,0.19788172526638673
6,9,2,1.5,5.0,8.741078559355167,0.32441682988981796
