L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value
8,4,3,0.5,0.1,onsite_pair_density,1.0,0.273518934651608
8,4,3,0.5,0.1,onsite_pair_variance,1.0,2.35558202753388
8,4,3,0.5,0.1,charge_fluctuation,1.0,0.518430236552318
8,4,3,0.5,0.1,fock_entropy_normalized,1.0,0.850581969001734
8,4,3,0.5,0.1,pr_normalized,1.0,0.2898565643656181
8,4,3,0.5,0.1,Nres_mean_l1.0,1.0,3.180124223600001
8,4,3,0.5,0.1,Nres_mean_l2.0,1.0,5.267080745340001
8,4,3,0.5,0.1,fres_l1.0,1.0,0.542372881356
8,4,3,0.5,0.1,fres_l2.0,1.0,0.8983050847459998
8,5,3,0.625,0.1,onsite_pair_density,1.0,0.45563176476729605
8,5,3,0.625,0.1,onsite_pair_variance,1.0,3.63381877143742
8,5,3,0.625,0.1,charge_fluctuation,1.0,0.6844830087418441
8,5,3,0.625,0.1,fock_entropy_normalized,1.0,0.873596280894398
8,5,3,0.625,0.1,pr_normalized,1.0,0.287960161806022
8,5,3,0.625,0.1,Nres_mean_l1.0,1.0,3.3846153846199987
8,5,3,0.625,0.1,Nres_mean_l2.0,1.0,5.846153846150002
8,5,3,0.625,0.1,fres_l1.0,1.0,0.5
8,5,3,0.625,0.1,fres_l2.0,1.0,0.8636363636360002
8,6,3,0.75,0.1,onsite_pair_density,1.0,0.640341764473274
8,6,3,0.75,0.1,onsite_pair_variance,1.0,4.3087919032994
8,6,3,0.75,0.1,charge_fluctuation,1.0,0.8241787009671618
8,6,3,0.75,0.1,fock_entropy_normalized,1.0,0.8871151469411059
8,6,3,0.75,0.1,pr_normalized,1.0,0.28706978491257995
8,6,3,0.75,0.1,Nres_mean_l1.0,1.0,3.5854341736700004
8,6,3,0.75,0.1,Nres_mean_l2.0,1.0,6.274509803919998
8,6,3,0.75,0.1,fres_l1.0,1.0,0.47619047619000016
8,6,3,0.75,0.1,fres_l2.0,1.0,0.833333333333
8,7,3,0.875,0.1,onsite_pair_density,10.0,0.838347755836558
8,7,3,0.875,0.1,onsite_pair_variance,1.0,4.83707707375616
8,7,3,0.875,0.1,charge_fluctuation,1.0,0.939262588714606
8,7,3,0.875,0.1,fock_entropy_normalized,1.0,0.8972773369308061
8,7,3,0.875,0.1,pr_normalized,1.0,0.2943922845454459
8,7,3,0.875,0.1,Nres_mean_l1.0,1.0,3.81229773463
8,7,3,0.875,0.1,Nres_mean_l2.0,1.0,6.608414239479999
8,7,3,0.875,0.1,fres_l1.0,1.0,0.4670896114199999
8,7,3,0.875,0.1,fres_l2.0,1.0,0.8096748612209996
8,8,3,1.0,0.1,onsite_pair_density,1.0,1.0368669729470998
8,8,3,1.0,0.1,onsite_pair_variance,1.0,5.4741118968809
8,8,3,1.0,0.1,charge_fluctuation,1.0,1.03470721688596
8,8,3,1.0,0.1,fock_entropy_normalized,1.0,0.903841126918576
8,8,3,1.0,0.1,pr_normalized,1.0,0.298295926422486
8,8,3,1.0,0.1,Nres_mean_l1.0,1.0,4.051268637199999
8,8,3,1.0,0.1,Nres_mean_l2.0,1.0,6.863719591939998
8,8,3,1.0,0.1,fres_l1.0,1.0,0.4671814671809999
8,8,3,1.0,0.1,fres_l2.0,1.0,0.791505791506
8,4,3,0.5,0.25,onsite_pair_density,1.0,0.273576579580804
8,4,3,0.5,0.25,onsite_pair_variance,1.0,2.43687423768384
8,4,3,0.5,0.25,charge_fluctuation,1.0,0.51632784480798
8,4,3,0.5,0.25,fock_entropy_normalized,1.0,0.855354679027334
8,4,3,0.5,0.25,pr_normalized,1.0,0.29026494831717004
8,4,3,0.5,0.25,Nres_mean_l1.0,1.0,3.1797142857120604
8,4,3,0.5,0.25,Nres_mean_l2.0,1.0,5.267080745340001
8,4,3,0.5,0.25,fres_l1.0,1.0,0.5423029661017561
8,4,3,0.5,0.25,fres_l2.0,1.0,0.8983050847459998
8,5,3,0.625,0.25,onsite_pair_density,1.0,0.45541584728490603
8,5,3,0.625,0.25,onsite_pair_variance,1.0,3.69064006375294
8,5,3,0.625,0.25,charge_fluctuation,1.0,0.6837773142725401
8,5,3,0.625,0.25,fock_entropy_normalized,1.0,0.875777455160792
8,5,3,0.625,0.25,pr_normalized,1.0,0.289361126957824
8,5,3,0.625,0.25,Nres_mean_l1.0,1.0,3.383329670333879
8,5,3,0.625,0.25,Nres_mean_l2.0,1.0,5.846153846150002
8,5,3,0.625,0.25,fres_l1.0,1.0,0.49981006493507
8,5,3,0.625,0.25,fres_l2.0,1.0,0.8636363636360002
8,6,3,0.75,0.25,onsite_pair_density,1.0,0.6401091933925299
8,6,3,0.75,0.25,onsite_pair_variance,1.0,4.3467949277659
8,6,3,0.75,0.25,charge_fluctuation,1.0,0.823668499851746
8,6,3,0.75,0.25,fock_entropy_normalized,1.0,0.889264697242196
8,6,3,0.75,0.25,pr_normalized,1.0,0.29313312981931605
8,6,3,0.75,0.25,Nres_mean_l1.0,1.0,3.58278711484614
8,6,3,0.75,0.25,Nres_mean_l2.0,1.0,6.274509803919998
8,6,3,0.75,0.25,fres_l1.0,1.0,0.47583891369000014
8,6,3,0.75,0.25,fres_l2.0,1.0,0.833333333333
8,7,3,0.875,0.25,onsite_pair_density,10.0,0.8383483423611561
8,7,3,0.875,0.25,onsite_pair_variance,1.0,4.8609637666287195
8,7,3,0.875,0.25,charge_fluctuation,1.0,0.9390657103885042
8,7,3,0.875,0.25,fock_entropy_normalized,1.0,0.8980854138437221
8,7,3,0.875,0.25,pr_normalized,1.0,0.297135377270946
8,7,3,0.875,0.25,Nres_mean_l1.0,1.0,3.8084919093870604
8,7,3,0.875,0.25,Nres_mean_l2.0,1.0,6.608414239479999
8,7,3,0.875,0.25,fres_l1.0,1.0,0.4666233148299259
8,7,3,0.875,0.25,fres_l2.0,1.0,0.8096748612209996
8,8,3,1.0,0.25,onsite_pair_density,1.0,1.0367620785469
8,8,3,1.0,0.25,onsite_pair_variance,1.0,5.4908479595344
8,8,3,1.0,0.25,charge_fluctuation,1.0,1.0345878907471602
8,8,3,1.0,0.25,fock_entropy_normalized,1.0,0.9044488980564459
8,8,3,1.0,0.25,pr_normalized,1.0,0.30083612729584597
8,8,3,1.0,0.25,Nres_mean_l1.0,1.0,4.046999738429199
8,8,3,1.0,0.25,Nres_mean_l2.0,1.0,6.863719591939998
8,8,3,1.0,0.25,fres_l1.0,1.0,0.46668918918874797
8,8,3,1.0,0.25,fres_l2.0,1.0,0.791505791506
8,4,3,0.5,0.5,onsite_pair_density,1.0,0.275313779248918
8,4,3,0.5,0.5,onsite_pair_variance,1.0,2.54019590446214
8,4,3,0.5,0.5,charge_fluctuation,1.0,0.5175340086014121
8,4,3,0.5,0.5,fock_entropy_normalized,1.0,0.85835080239163
8,4,3,0.5,0.5,pr_normalized,1.0,0.29332601340196196
8,4,3,0.5,0.5,Nres_mean_l1.0,1.0,3.3434161490683802
8,4,3,0.5,0.5,Nres_mean_l2.0,1.0,5.299950310559059
8,4,3,0.5,0.5,fres_l1.0,1.0,0.570222457627124
8,4,3,0.5,0.5,fres_l2.0,1.0,0.903911016949236
8,5,3,0.625,0.5,onsite_pair_density,1.0,0.454699952851558
8,5,3,0.625,0.5,onsite_pair_variance,1.0,3.7399679956083802
8,5,3,0.625,0.5,charge_fluctuation,1.0,0.6830810508684221
8,5,3,0.625,0.5,fock_entropy_normalized,1.0,0.8764197537136599
8,5,3,0.625,0.5,pr_normalized,1.0,0.290158662913794
8,5,3,0.625,0.5,Nres_mean_l1.0,1.0,3.56616483516448
8,5,3,0.625,0.5,Nres_mean_l2.0,1.0,5.905384615384801
8,5,3,0.625,0.5,fres_l1.0,1.0,0.526819805194744
8,5,3,0.625,0.5,fres_l2.0,1.0,0.8723863636363679
8,6,3,0.75,0.5,onsite_pair_density,1.0,0.639375433383774
8,6,3,0.75,0.5,onsite_pair_variance,1.0,4.38938576025348
