L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value,U_at_max_Wstar,delta_U_maximum_minus_Wstar
8,4,3,0.5,0.1,onsite_pair_density,1.0,0.273518934651608,2.0,-1.0
8,4,3,0.5,0.1,onsite_pair_variance,1.0,2.35558202753388,2.0,-1.0
8,4,3,0.5,0.1,charge_fluctuation,1.0,0.518430236552318,2.0,-1.0
8,4,3,0.5,0.1,fock_entropy_normalized,1.0,0.850581969001734,2.0,-1.0
8,4,3,0.5,0.1,pr_normalized,1.0,0.2898565643656181,2.0,-1.0
8,4,3,0.5,0.1,Nres_mean_l1.0,1.0,3.180124223600001,2.0,-1.0
8,4,3,0.5,0.1,Nres_mean_l2.0,1.0,5.267080745340001,2.0,-1.0
8,4,3,0.5,0.1,fres_l1.0,1.0,0.542372881356,2.0,-1.0
8,4,3,0.5,0.1,fres_l2.0,1.0,0.8983050847459998,2.0,-1.0
8,5,3,0.625,0.1,onsite_pair_density,1.0,0.45563176476729605,2.0,-1.0
8,5,3,0.625,0.1,onsite_pair_variance,1.0,3.63381877143742,2.0,-1.0
8,5,3,0.625,0.1,charge_fluctuation,1.0,0.6844830087418441,2.0,-1.0
8,5,3,0.625,0.1,fock_entropy_normalized,1.0,0.873596280894398,2.0,-1.0
8,5,3,0.625,0.1,pr_normalized,1.0,0.287960161806022,2.0,-1.0
8,5,3,0.625,0.1,Nres_mean_l1.0,1.0,3.3846153846199987,2.0,-1.0
8,5,3,0.625,0.1,Nres_mean_l2.0,1.0,5.846153846150002,2.0,-1.0
8,5,3,0.625,0.1,fres_l1.0,1.0,0.5,2.0,-1.0
8,5,3,0.625,0.1,fres_l2.0,1.0,0.8636363636360002,2.0,-1.0
8,6,3,0.75,0.1,onsite_pair_density,1.0,0.640341764473274,2.0,-1.0
8,6,3,0.75,0.1,onsite_pair_variance,1.0,4.3087919032994,2.0,-1.0
8,6,3,0.75,0.1,charge_fluctuation,1.0,0.8241787009671618,2.0,-1.0
8,6,3,0.75,0.1,fock_entropy_normalized,1.0,0.8871151469411059,2.0,-1.0
8,6,3,0.75,0.1,pr_normalized,1.0,0.28706978491257995,2.0,-1.0
8,6,3,0.75,0.1,Nres_mean_l1.0,1.0,3.5854341736700004,2.0,-1.0
8,6,3,0.75,0.1,Nres_mean_l2.0,1.0,6.274509803919998,2.0,-1.0
8,6,3,0.75,0.1,fres_l1.0,1.0,0.47619047619000016,2.0,-1.0
8,6,3,0.75,0.1,fres_l2.0,1.0,0.833333333333,2.0,-1.0
8,7,3,0.875,0.1,onsite_pair_density,10.0,0.838347755836558,2.0,8.0
8,7,3,0.875,0.1,onsite_pair_variance,1.0,4.83707707375616,2.0,-1.0
8,7,3,0.875,0.1,charge_fluctuation,1.0,0.939262588714606,2.0,-1.0
8,7,3,0.875,0.1,fock_entropy_normalized,1.0,0.8972773369308061,2.0,-1.0
8,7,3,0.875,0.1,pr_normalized,1.0,0.2943922845454459,2.0,-1.0
8,7,3,0.875,0.1,Nres_mean_l1.0,1.0,3.81229773463,2.0,-1.0
8,7,3,0.875,0.1,Nres_mean_l2.0,1.0,6.608414239479999,2.0,-1.0
8,7,3,0.875,0.1,fres_l1.0,1.0,0.4670896114199999,2.0,-1.0
8,7,3,0.875,0.1,fres_l2.0,1.0,0.8096748612209996,2.0,-1.0
8,8,3,1.0,0.1,onsite_pair_density,1.0,1.0368669729470998,2.0,-1.0
8,8,3,1.0,0.1,onsite_pair_variance,1.0,5.4741118968809,2.0,-1.0
