L,N,nmax,filling,U,W,r_mean,r_mean_stderr,r_mean_n,onsite_pair_density,onsite_pair_density_stderr,onsite_pair_density_n,onsite_pair_variance,onsite_pair_variance_stderr,onsite_pair_variance_n,charge_fluctuation,charge_fluctuation_stderr,charge_fluctuation_n,fock_entropy_normalized,fock_entropy_normalized_stderr,fock_entropy_normalized_n,ipr,ipr_stderr,ipr_n,pr,pr_stderr,pr_n,pr_normalized,pr_normalized_stderr,pr_normalized_n,entanglement_entropy,entanglement_entropy_stderr,entanglement_entropy_n,diag_std,diag_std_stderr,diag_std_n,disorder_diag_std,disorder_diag_std_stderr,disorder_diag_std_n,interaction_diag_std,interaction_diag_std_stderr,interaction_diag_std_n,connectivity_mean,connectivity_mean_stderr,connectivity_mean_n,Nres_mean_l1.0,Nres_mean_l1.0_stderr,Nres_mean_l1.0_n,Nres_mean_l2.0,Nres_mean_l2.0_stderr,Nres_mean_l2.0_n,fres_l1.0,fres_l1.0_stderr,fres_l1.0_n,fres_l2.0,fres_l2.0_stderr,fres_l2.0_n,Wstar,relative_offset,target_W,sampled_W_minus_Wstar
6,3,2,0.5,1.0,5.0,0.46513203786107205,0.0030919294944136894,500,0.177432131498424,0.0004533350077416077,500,0.8298455776719579,0.0036341575429563607,500,0.28834259134501405,0.0027221719838439666,500,0.6103793337794421,0.004266187226823677,500,0.1739307787662804,0.003308606312160032,500,7.80138138483906,0.13723146237791845,500,0.15602762769674838,0.002744629247557218,500,nan,nan,0,4.80924342650012,0.047878376409133526,500,4.69939674566396,0.04921788802467663,500,0.9897433186109997,9.940081669675863e-18,500,4.56,0.0,500,0.9521600000000001,0.01965225409417362,500,1.8247200000000001,0.030665776084190195,500,0.2088070175438398,0.00430970484521441,500,0.4001578947368418,0.006724950895656844,500,5.408062733482735,0.0,5.408062733482735,-0.40806273348273514
6,3,2,0.5,2.0,6.0,0.456922203118386,0.003323099759038651,500,0.17844596365945198,0.0005288298222252654,500,0.78130422662356,0.0042556916398632195,500,0.2646136276743188,0.002934513714674532,500,0.556552173330526,0.004473935404627252,500,0.2162235058352634,0.00382707489734578,500,6.407855753534601,0.11415817362276964,500,0.1281571150706578,0.002283163472454927,500,nan,nan,0,5.85470794879828,0.057868528204707635,500,5.48426768750374,0.06256187738263107,500,1.9794866372199993,2.982024500902759e-17,500,4.56,0.0,500,0.7670399999999999,0.016833693095886386,500,1.48176,0.02220531370445882,500,0.1682105263157943,0.003691599363132669,500,0.3249473684210542,0.004869586338696912,500,5.894664944639394,0.0,5.894664944639394,0.10533505536060606
6,3,2,0.5,3.0,6.0,0.45584877623104203,0.0029947863967367213,500,0.183164919712396,0.0006033206970473182,500,0.7143143601232559,0.004192545547159868,500,0.25054472855296,0.0025745430841360227,500,0.51941814446776,0.003568634183740081,500,0.24631297138574518,0.0032412959236913946,500,5.436899367489101,0.07208461302909991,500,0.10873798734978041,0.0014416922605817403,500,nan,nan,0,6.392590817295679,0.05300045112030251,500,5.616747265727681,0.061750610998080685,500,2.96922995583,0.0,500,4.56,0.0,500,0.6892,0.017610809214865873,500,1.31752,0.0175915953698154,500,0.15114035087719957,0.0038620195646644094,500,0.288929824561399,0.003857806002153027,500,5.748100707784912,0.0,5.748100707784912,0.25189929221508844
6,3,2,0.5,4.0,5.0,0.459424323537364,0.0028866267572731754,500,0.201195357082768,0.0005683690160367914,500,0.5770016357732,0.005339830779271406,500,0.25448351773262,0.0019004791073784467,500,0.5053260436420919,0.0024044678665061294,500,0.26001531580000803,0.0024769249486671346,500,4.970763837829139,0.04682869694071465,500,0.0994152767565684,0.0009365739388135482,500,nan,nan,0,6.1652625527483,0.03728184323784736,500,4.66531551448402,0.05035748136231412,500,3.9589732744399986,5.964049001805518e-17,500,4.56,0.0,500,0.6491200000000001,0.01819599515496085,500,1.19216,0.019531801025573784,500,0.14235087719296707,0.0039903498146845505,500,0.2614385964912294,0.004283289698590621,500,5.134709464252407,0.0,5.134709464252407,-0.13470946425240715
6,3,2,0.5,5.0,3.0,0.45558478218655396,0.00294392535646846,500,0.22266642508841,9.285734025509084e-05,500,0.23309069923682202,0.0036600399347346243,500,0.26112650749755595,0.001679267207829297,500,0.5072158244096,0.002163819021072937,500,0.24293413397950603,0.0023412280542064712,500,5.06828565855202,0.05080722700610449,500,0.1013657131710258,0.0010161445401221409,500,nan,nan,0,5.7020865936424,0.014572537808275646,500,2.7686955116819183,0.03050305799079563,500,4.9487165930499994,3.976032667870345e-17,500,4.56,0.0,500,0.87888,0.02165032480884888,500,1.56336,0.023605912373767638,500,0.19273684210521932,0.00474787824755506,500,0.3428421052631372,0.00517673516968373,500,2.8310681026442066,0.0,2.8310681026442066,0.1689318973557934
6,3,2,0.5,6.0,2.0,0.45861970179061995,0.0028979349206195576,500,0.224781957702334,1.7387079256804988e-05,500,0.1099122189371946,0.000321436640102275,500,0.280808474156704,0.0018543924930485417,500,0.5346377925677559,0.0021355134915671276,500,0.20651766436664798,0.0019669402247584917,500,5.9048554415901195,0.054821798920570035,500,0.118097108831791,0.00109643597841107,500,nan,nan,0,6.25387338347682,0.005782282230038211,500,1.917306352337196,0.01931940599254283,500,5.93845991166,0.0,500,4.56,0.0,500,1.1615199999999999,0.023295784303874925,500,1.9672000000000003,0.022169874303958212,500,0.25471929824555045,0.005108724628044263,500,0.4314035087718404,0.004861814540335975,500,2.0143583688793307,0.0,2.0143583688793307,-0.01435836887933073
6,4,2,0.6666666666666666,1.0,6.0,0.45551172737121404,0.002523203681174239,500,0.31132895333043004,0.00039235896020797854,500,1.069557052386336,0.006163137101252109,500,0.333667332562766,0.003786750137107009,500,0.582306348589512,0.004950022341917422,500,0.1598508844561644,0.0037743569758823003,500,9.75605451464528,0.22704124556271016,500,0.10840060571826879,0.002522680506251395,500,nan,nan,0,6.31105335391572,0.06387412428470882,500,6.19620316344666,0.06524223645397641,500,1.16116949957,0.0,500,5.333333333330001,3.976032667870345e-17,500,0.9844444444443659,0.022808520455273575,500,1.9282666666667219,0.03595858222066441,500,0.184583333333366,0.004276597585364195,500,0.36155000000002,0.006742234166373911,500,5.8551636764075745,0.0,5.8551636764075745,0.1448363235924255
6,4,2,0.6666666666666666,2.0,6.0,0.460257998635952,0.0025529914630934456,500,0.31661923945613396,0.00044382917747895473,500,0.9942812897981639,0.005331526372616774,500,0.33900866708359,0.003680544059573962,500,0.573230457216162,0.004498486888643926,500,0.16466821723100297,0.0034549041503254877,500,9.263134739584322,0.18763913024176948,500,0.1029237193287036,0.0020848792249080032,500,nan,nan,0,6.64653227495364,0.05868427664315969,500,6.2039546436077195,0.0635073402939318,500,2.32233899915,0.0,500,5.333333333330001,3.976032667870345e-17,500,0.9176888888888172,0.017763532034426394,500,1.784444444444688,0.023424649806584374,500,0.1720666666666854,0.0033306622564547913,500,0.3345833333333264,0.004392121838733052,500,6.1564429608104305,0.0,6.1564429608104305,-0.15644296081043052
6,4,2,0.6666666666666666,3.0,6.0,0.46579532018638,0.002512328298389854,500,0.32625720380077405,0.00038435036069631737,500,0.840193938481744,0.0055016035534193805,500,0.334583939623958,0.003488348395355072,500,0.549113656678162,0.004006982854198258,500,0.180917959868148,0.0031067787087205798,500,8.125048182990419,0.14283904305779777,500,0.0902783131443572,0.0015871004784212956,500,nan,nan,0,7.11912422552798,0.05849001006799623,500,6.15274760133076,0.06932128432446943,500,3.48350849872,0.0,500,5.333333333330001,3.976032667870345e-17,500,0.8538666666667203,0.01881110220046589,500,1.6045333333335041,0.0168734117928933,500,0.16009999999999822,0.0035270816625857723,500,0.30085000000003004,0.0031637647111675596,500,6.471855257657378,0.0,6.471855257657378,-0.4718552576573778
6,4,2,0.6666666666666666,4.0,6.0,0.45780371189586,0.0023953183755102527,500,0.33402910538230596,0.0003293688945376458,500,0.6557894206248561,0.006235128939858781,500,0.31474940420446,0.002988934009648318,500,0.5076339607168739,0.003401867136644854,500,0.21283284673389039,0.0028628731282045673,500,6.608723120450261,0.1061608703235935,500,0.07343025689389719,0.001179565225818151,500,nan,nan,0,7.74176491076934,0.05436604754818614,500,6.11046569371242,0.07076701347078096,500,4.6446779983,0.0,500,5.333333333330001,3.976032667870345e-17,500,0.7439111111110929,0.01908211706460718,500,1.38853333333348,0.018003843876224775,500,0.1394833333333676,0.003577896949613751,500,0.26034999999999686,0.003375720726792283,500,5.935908465381442,0.0,5.935908465381442,0.06409153461855777
