L,N,nmax,filling,W_over_t,realizations,U_points,U_scan_min_over_t,U_scan_max_over_t,U_M_star_over_t,U_M_same_samples_over_t,U_M_same_samples_ci95_low,U_M_same_samples_ci95_high,entropy_peak_method,U_S_loess_over_t,loess_span_points_used,loess_dense_points,U_S_candidate_over_t,U_S_local_quadratic_over_t,U_S_smoothed_over_t,peak_estimator_disagreement_over_t,peak_estimators_agree,peak_smoothing_points_used,U_S_grid_max_over_t,U_S_star_over_t,U_S_ci95_low,U_S_ci95_high,bootstrap_valid_fraction,bootstrap_ci_width_over_t,grid_error_over_t,peak_resolved,peak_at_boundary,plateau_U_low_over_t,plateau_U_high_over_t,plateau_width_over_t,plateau_points,plateau_includes_U0,peak_height_delta_entropy_norm,peak_height_paired_sem,peak_significance_z,curvature,curvature_ci95_low,curvature_ci95_high,curvature_bootstrap_valid_fraction,R_required_for_3sigma,max_required_realizations,unresolved_reasons,delta_U_star_over_t,relative_peak_error,theory_ED_status
6,6,6,1.0,1.0,300,11,0.0,10.0,0.1669984777282898,0.0,0.0,0.0,weighted_loess_quadratic,0.0,5,1001,0.0,0.0,0.0,0.0,False,7,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.037117607631493875,,,0.0,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval,,,unresolved
6,6,6,1.0,2.0,300,11,0.0,10.0,0.31653696029812567,0.0,0.0,0.0,weighted_loess_quadratic,0.0,5,1001,0.0,0.0,0.0,0.0,False,7,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.04348383105326862,,,0.0,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval,,,unresolved
6,6,6,1.0,3.0,300,11,0.0,10.0,0.4495998129764454,1.0,0.0,1.0,weighted_loess_quadratic,0.0,5,1001,0.0,0.18870535383097164,0.0,0.18870535383097164,False,7,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.04325265365105538,,,0.0,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval,,,unresolved
6,6,6,1.0,4.0,300,11,0.0,10.0,0.570723012074373,0.5868703343786819,0.47630332339267883,0.682946684462735,weighted_loess_quadratic,0.0,5,1001,0.0,0.3440087428701267,0.0,0.3440087428701267,False,7,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.04209430152882446,,,0.0,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval,,,unresolved
6,6,6,1.0,5.0,300,11,0.0,10.0,0.682856702972147,0.9051764760873826,0.8211249828650496,0.9808863755841687,weighted_loess_quadratic,0.0,5,1001,0.0,0.4153638253862455,0.0,0.4153638253862455,False,7,0.0,,,,0.0,,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.03983116054453929,,,0.0,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction;broad_bootstrap_interval,,,unresolved
6,6,6,1.0,6.0,300,11,0.0,10.0,0.787784332834864,1.1036460570335545,1.0301657047469237,1.1702137979942944,weighted_loess_quadratic,0.0,5,1001,0.0,0.45578995756406315,0.0,0.45578995756406315,False,7,0.0,,0.0058777636798890125,0.07169531928342254,0.017,0.06581755560353353,0.5,False,True,0.0,0.0,0.0,1,True,0.0,0.0,,-0.03617361061558531,-0.04000203622116206,-0.03660898377364309,0.017,,500,local_fit_rejected;peak_estimators_disagree;scan_boundary;plateau_includes_U0;low_peak_significance;low_bootstrap_valid_fraction,,,unresolved
6,6,6,1.0,7.0,300,11,0.0,10.0,0.8866716367595857,1.2465260053724192,1.178208186357986,1.30880311958691,weighted_loess_quadratic,0.04400055494124504,5,1001,0.04400055494124504,0.4946131553292836,0.0,0.4946131553292836,True,7,0.04,,0.008466570821635579,0.19885369818794685,0.694,0.19038712736631128,0.5,False,False,0.0,1.0,1.0,2,True,0.0,0.0,,-0.03213571842289956,-0.034308303417596886,-0.030330006980514846,0.694,,500,plateau_includes_U0;low_peak_significance,,,unresolved
6,6,6,1.0,8.0,300,11,0.0,10.0,0.9803512566191571,1.3586744241964093,1.2926862359159672,1.4193443763921427,weighted_loess_quadratic,0.15487539824131052,5,1001,0.15487539824131052,0.49955367265160444,0.0,0.49955367265160444,True,7,0.15,,0.022846539244517506,0.32140074835838395,0.956,0.29855420911386643,0.5,False,False,0.0,1.0,1.0,2,True,0.0,0.0,,-0.027369682275253174,-0.02949690965261534,-0.025196815875524727,0.956,,500,plateau_includes_U0;low_peak_significance,,,unresolved
6,6,6,1.0,9.0,300,11,0.0,10.0,1.0694618636939326,1.4527527249553085,1.3866830982451028,1.5135119378138124,weighted_loess_quadratic,0.25314887225460214,5,1001,0.25314887225460214,0.48944072520543924,0.0,0.48944072520543924,True,7,0.25,,0.07238153313077539,0.43072528384978265,0.991,0.35834375071900726,0.5,False,False,0.0,1.0,1.0,2,True,0.0,0.0,,-0.02333950046085864,-0.025464325193261087,-0.02104396925849259,0.991,,500,plateau_includes_U0;low_peak_significance,,,unresolved
6,6,6,1.0,10.0,300,11,0.0,10.0,1.154518122514694,1.536723696210459,1.4691896474320625,1.5994389532190527,weighted_loess_quadratic,0.2613383891179155,5,1001,0.2613383891179155,0.4480363024413889,0.0,0.4480363024413889,True,7,0.26,,0.053257312483388,0.46815365504958467,0.984,0.4148963425661967,0.5,False,False,0.0,1.0,1.0,2,True,0.0,0.0,,-0.019406967500011172,-0.02164841188460402,-0.017121066406923548,0.984,,500,plateau_includes_U0;low_peak_significance,,,unresolved
