task_index,L,N,nmax,W_over_t,realization_start,realization_stop,realizations_in_block,U_points,U_values_over_t_json,core_hash
12,6,6,6,1.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
13,6,6,6,1.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
14,6,6,6,1.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
15,6,6,6,1.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
16,6,6,6,1.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
17,6,6,6,1.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
18,6,6,6,1.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
19,6,6,6,1.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
20,6,6,6,1.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
21,6,6,6,1.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
22,6,6,6,1.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
23,6,6,6,1.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
24,6,6,6,1.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
25,6,6,6,1.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
26,6,6,6,1.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
27,6,6,6,1.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
28,6,6,6,1.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
29,6,6,6,1.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
30,6,6,6,1.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
31,6,6,6,1.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
32,6,6,6,1.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
33,6,6,6,1.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
34,6,6,6,1.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
35,6,6,6,1.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
36,6,6,6,1.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
37,6,6,6,1.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",9b55145513d05b8b626bb4c381d6fda87339a64625ba51f1f7f9292efe433567
38,6,6,6,2.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
39,6,6,6,2.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
40,6,6,6,2.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
41,6,6,6,2.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
42,6,6,6,2.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
43,6,6,6,2.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
44,6,6,6,2.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
45,6,6,6,2.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
46,6,6,6,2.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
47,6,6,6,2.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
48,6,6,6,2.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
49,6,6,6,2.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
50,6,6,6,2.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
51,6,6,6,2.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
52,6,6,6,2.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
53,6,6,6,2.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
54,6,6,6,2.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
55,6,6,6,2.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
56,6,6,6,2.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
57,6,6,6,2.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
58,6,6,6,2.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
59,6,6,6,2.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
60,6,6,6,2.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
61,6,6,6,2.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
62,6,6,6,2.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
63,6,6,6,2.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
64,6,6,6,2.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
65,6,6,6,2.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
66,6,6,6,2.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
67,6,6,6,2.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
68,6,6,6,2.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
69,6,6,6,2.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
70,6,6,6,2.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
71,6,6,6,2.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
72,6,6,6,2.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
73,6,6,6,2.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
74,6,6,6,2.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
75,6,6,6,2.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",606e21a89f8ed77171f7187b2364ee8916828e3b0735fcfa60e49863e3625579
76,6,6,6,3.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
77,6,6,6,3.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
78,6,6,6,3.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
79,6,6,6,3.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
80,6,6,6,3.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
81,6,6,6,3.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
82,6,6,6,3.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
83,6,6,6,3.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
84,6,6,6,3.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
85,6,6,6,3.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
86,6,6,6,3.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
87,6,6,6,3.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
88,6,6,6,3.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
89,6,6,6,3.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
90,6,6,6,3.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
91,6,6,6,3.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
92,6,6,6,3.0,128,136,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
93,6,6,6,3.0,136,144,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
94,6,6,6,3.0,144,152,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
95,6,6,6,3.0,152,160,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
96,6,6,6,3.0,160,168,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
97,6,6,6,3.0,168,176,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
98,6,6,6,3.0,176,184,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
99,6,6,6,3.0,184,192,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
100,6,6,6,3.0,192,200,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
101,6,6,6,3.0,200,208,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
102,6,6,6,3.0,208,216,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
103,6,6,6,3.0,216,224,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
104,6,6,6,3.0,224,232,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
105,6,6,6,3.0,232,240,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
106,6,6,6,3.0,240,248,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
107,6,6,6,3.0,248,256,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
108,6,6,6,3.0,256,264,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
109,6,6,6,3.0,264,272,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
110,6,6,6,3.0,272,280,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
111,6,6,6,3.0,280,288,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
112,6,6,6,3.0,288,296,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
113,6,6,6,3.0,296,300,4,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",884cf070e770566c5ae69409447687375c065bc3151563c2f1694f4da6f22833
114,6,6,6,4.0,0,8,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
115,6,6,6,4.0,8,16,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
116,6,6,6,4.0,16,24,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
117,6,6,6,4.0,24,32,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
118,6,6,6,4.0,32,40,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
119,6,6,6,4.0,40,48,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
120,6,6,6,4.0,48,56,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
121,6,6,6,4.0,56,64,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
122,6,6,6,4.0,64,72,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
123,6,6,6,4.0,72,80,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
124,6,6,6,4.0,80,88,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
125,6,6,6,4.0,88,96,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
126,6,6,6,4.0,96,104,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
127,6,6,6,4.0,104,112,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
128,6,6,6,4.0,112,120,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
129,6,6,6,4.0,120,128,8,11,"[0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0]",112c0ba8e86517ff36eb53a291d5d57a5a1972d3eb91f215f32a50210ae4615a
