L,N,nmax,W_over_t,U_M_star_over_t,mixing_max,search_U_max_over_t,local_maxima,U_small_W_over_t,U_large_W_over_t,small_W_regime,large_W_regime,beta_eff
6,6,6,0.1,0.01714290532868107,0.9997210625692523,4.0,2,0.017142889422167323,0.15296108075292628,True,False,0.9993369941660218
6,6,6,0.11009117314389681,0.018871622662142554,0.9996619955569543,4.0,2,0.01887159863734552,0.16049340582147176,True,False,0.99925234641087
6,6,6,0.12120066404199469,0.020774328427490475,0.9995904385019934,4.0,2,0.020774350562453827,0.16839664825447992,True,False,0.9990977128301033
6,6,6,0.13343123290202505,0.02286856418434157,0.9995037586439877,4.0,2,0.02286857297614883,0.17668907328745342,True,False,0.998928426552073
6,6,6,0.14689600964220462,0.025173436752206964,0.9993987721501398,4.0,2,0.02517340713455755,0.18538984559835836,True,False,0.998707657369998
6,6,6,0.16171954031667485,0.02770996519231243,0.9992716305755325,4.0,2,0.02770986557373212,0.1945190735992371,True,False,0.9984290485831018
6,6,6,0.17803893913754448,0.03050115798325369,0.9991176847699262,4.0,2,0.03050100078559196,0.20409785590889165,True,False,0.9980931586580368
6,6,6,0.19600515674947117,0.03357235051387528,0.9989313221411295,4.0,2,0.0335720841761276,0.2141483301140402,True,False,0.9976870250243088
6,6,6,0.21578437648802667,0.036951168966909136,0.9987057726272329,4.0,2,0.03695079409049609,0.22469372393163894,True,False,0.9972053534046807
6,6,6,0.23755955153691163,0.04066805301699587,0.9984328781875329,4.0,2,0.04066741081379692,0.2357584088906117,True,False,0.9966417194418327
6,6,6,0.25,0.04279005133058935,0.9982654591523124,4.0,2,0.042789212258177826,0.24185270427009511,True,False,0.9962804603096131
6,6,6,0.26153209720236614,0.04475602821363592,0.998102820151663,4.0,2,0.04475501524029136,0.24736795665705014,True,False,0.9959242225251774
6,6,6,0.2879237539579214,0.04925129446628965,0.9977037984582209,4.0,2,0.049249686229106464,0.25954919813305954,True,False,0.9950825420626845
6,6,6,0.3169786384922227,0.05419333850050622,0.9972216567985673,4.0,2,0.05419068937243855,0.27233028546583266,True,False,0.994073390926637
6,6,6,0.34896550173163965,0.059624911479900636,0.9966394481476006,4.0,2,0.05962064678077031,0.2857407571102623,True,False,0.9928561178995476
6,6,6,0.38418021472384767,0.0655925258789409,0.9959369363693026,4.0,2,0.06558567325495784,0.2998116060954583,True,False,0.991407195995702
6,6,6,0.4229485053762257,0.07214648956763794,0.9950900318721155,4.0,2,0.07213545848806488,0.3145753516529406,True,False,0.9896768480603981
6,6,6,0.4656289713632644,0.07934093603169269,0.9940701630849357,4.0,2,0.0793232672138851,0.33006611437204897,True,False,0.9876390750992385
6,6,6,0.5,0.08511770766592262,0.9931834686146006,4.0,2,0.08509262953606646,0.3420313744753779,True,False,0.9859050733870731
6,6,6,0.5126163970716772,0.08723411740843769,0.9928435913281218,4.0,2,0.08720581881741259,0.34631969505626115,True,False,0.9852302428205935
6,6,6,0.5643454052641858,0.09588827642514212,0.9913706849906281,4.0,2,0.09584299394119003,0.3633736574626649,True,False,0.9823242645375476
6,6,6,0.6212944772390209,0.10536960656259772,0.9896051802471583,4.0,2,0.1052972968534432,0.38126741511580386,True,False,0.9789639895726268
6,6,6,0.683990378670679,0.11574810766228834,0.9874934700688712,4.0,2,0.11563297717759355,0.400042322396533,True,False,0.9750540991349315
6,6,6,0.75,0.12660376220298145,0.985088084583651,4.0,2,0.12642445685337672,0.4189011717437351,True,False,0.9708052777349394
6,6,6,0.7530130320699326,0.12709744970533987,0.9849739807100457,4.0,2,0.12691468086659277,0.41974177011639946,True,False,0.9706036000427439
6,6,6,0.8290008809322168,0.13949465666610034,0.9819767140751647,4.0,2,0.13920545516746394,0.44041128579843297,True,False,0.9653372366462953
6,6,6,0.9126567951915167,0.15301969129803478,0.978423053095642,4.0,2,0.1525638719278219,0.46209863889610264,True,False,0.9594498133626885
6,6,6,1.0,0.1669984777282898,0.974449527035659,4.0,2,0.16629889922981939,0.48370540854019023,True,False,0.9532818682496895
6,6,6,1.004754572603832,0.1677551735185833,0.9742259417823704,4.0,2,0.16703995283017795,0.48485395119361496,True,False,0.9529375710312497
6,6,6,1.1061460961965053,0.18378609801407644,0.9692905569887471,4.0,2,0.1826694721724084,0.5087298126426989,True,False,0.9454651536604679
6,6,6,1.21776921398815,0.20119954281100402,0.9635155795415759,4.0,2,0.19946606852988238,0.5337814029035877,True,False,0.9373981986993902
6,6,6,1.3406564138647656,0.2200848222240273,0.9567951435300361,4.0,2,0.2174104038734317,0.5600666188710954,True,False,0.9286732548395085
6,6,6,1.475944373852617,0.24053365411738298,0.9490214922834163,4.0,2,0.23643535124615442,0.5876462084805102,True,False,0.9193683989437806
6,6,6,1.6248844761256884,0.2626406537201504,0.9400883008135631,4.0,2,0.2564058482606895,0.6165839111025464,True,False,0.9095875279737227
6,6,6,1.7888543819998324,0.2865041749271242,0.9298945458075253,4.0,2,0.27709159456275534,0.6469466048518233,True,False,0.8994531977641751
6,6,6,1.9693707749796208,0.31222723949054526,0.9183487286462704,4.0,2,0.2981301584460336,0.6788044611493151,True,False,0.8891063086866495
6,6,6,2.0,0.31653696029812567,0.9163638987228951,4.0,2,0.30150691972113036,0.6840627489507558,False,False,0.8874299979924976
6,6,6,2.168103389728117,0.3399185084631358,0.9053731984618058,4.336206779456234,2,0.3189772395296565,0.7122311068959828,False,False,0.8786384556253708
