L,N,nmax,A,B,C,D2,Gamma_min_over_t,Gamma_max_over_t,n_channels
6,6,6,0.1714807123529041,-0.0051818131230847286,0.48370540854019023,1.0265503875968993,2.8284271247461903,6.928203230275509,9
