L,nmax,c_cross_slope,b_cross_intercept,r2,n_W
7,3,0.9494249249640467,7.222427416264941,1.0,2
7,4,0.2847942841212865,2.371379282458094,0.9701081547108985,15
7,5,0.1935909610394893,1.7456222915547037,0.9758998672851162,15
