L,N,nmax,filling,U,W,dim,observable,entropy_mean,entropy_stderr,pr_normalized_mean,pr_normalized_stderr,onsite_pair_density_mean,onsite_pair_density_stderr,n_realizations
7,5,3,0.7142857142857143,1.0,1.0,413,fock_entropy_normalized,0.8628381360525139,8.66756303615124e-05,0.28678910706914407,0.00022390157831502695,0.572608754809424,7.372632275644579e-05,500
7,5,3,0.7142857142857143,1.0,2.0,413,fock_entropy_normalized,0.847038567869958,0.0005613327761949485,0.252935863096794,0.0010711932697418977,0.564495809552194,0.0002695158952930448,500
7,5,3,0.7142857142857143,1.0,3.0,413,fock_entropy_normalized,0.80644509938984,0.0017222674210780995,0.1924963284793896,0.0021618725535796903,0.553594707048804,0.0004747636979447942,500
7,5,3,0.7142857142857143,1.0,4.0,413,fock_entropy_normalized,0.738269549386588,0.003344476254922915,0.1316949689297816,0.0026673306771563703,0.5435264008908719,0.0005835658313393048,500
7,5,3,0.7142857142857143,1.0,5.0,413,fock_entropy_normalized,0.677081003487792,0.004020330469609492,0.0934668131999052,0.0023530263026064146,0.536583935891894,0.0006071398369443919,500
7,5,3,0.7142857142857143,1.0,6.0,413,fock_entropy_normalized,0.598713065425866,0.004596524854507742,0.060820384458389797,0.0018864480690589443,0.5298179767222959,0.0006113658113880398,500
7,5,3,0.7142857142857143,1.0,7.0,413,fock_entropy_normalized,0.551317664062438,0.0049917750852337675,0.047461845422035125,0.0015654557438444484,0.5254099886470799,0.000571114540631634,500
7,5,3,0.7142857142857143,1.0,8.0,413,fock_entropy_normalized,0.5050140991149781,0.005607041978713587,0.039565178431498975,0.0016609589750002148,0.52284694996272,0.0005951235522573681,500
7,5,3,0.7142857142857143,1.0,9.0,413,fock_entropy_normalized,0.44603214269811997,0.005412307019316065,0.0280024954136247,0.0012169844577394689,0.5189455193939959,0.0005583752658209863,500
7,5,3,0.7142857142857143,1.0,10.0,413,fock_entropy_normalized,0.407175747952716,0.005213311355056432,0.02173245618667672,0.0008741285012761822,0.5186492333811739,0.0005440948808912452,500
7,5,3,0.7142857142857143,1.0,11.0,413,fock_entropy_normalized,0.38291547359528405,0.005286490262721188,0.0197222388407097,0.0009485499081908034,0.51747013010619,0.0005935855477438492,500
7,5,3,0.7142857142857143,1.0,12.0,413,fock_entropy_normalized,0.347170895382994,0.004833601019183664,0.015256425342936121,0.0005252005729230215,0.515870291026046,0.000547098068849246,500
