L,N,nmax,W_over_t,observable,U_peak,peak_value,curvature,grid_argmax,quality_flag,fit_method,U_peak_ci_low,U_peak_ci_high,bootstrap_valid,n_disorder
7,6,6,0.1,M_sum,nan,6.372341556820107,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.1,S2_sum,nan,4.418302052465107,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.1,Sstar,nan,1.5318107380537929,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.2,M_sum,nan,6.353908494860038,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.2,S2_sum,nan,4.409449027910716,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.2,Sstar,nan,1.5305110382236782,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.30000000000000004,M_sum,nan,6.31927705252286,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.30000000000000004,S2_sum,nan,4.39174913628199,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.30000000000000004,Sstar,nan,1.528694645805455,nan,0.0,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.4,M_sum,nan,6.281180681939729,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.4,S2_sum,nan,4.373768257738515,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.4,Sstar,nan,1.527444740010997,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.5,M_sum,nan,6.2237225880414,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.5,S2_sum,nan,4.344063534894839,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.5,Sstar,nan,1.5249411202136158,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.6,M_sum,nan,6.158796059787506,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.6,S2_sum,nan,4.3105386681423035,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.6,Sstar,nan,1.5225131831742043,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.7000000000000001,M_sum,nan,6.08663724910307,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.7000000000000001,S2_sum,nan,4.272856647352645,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.7000000000000001,Sstar,0.011156251510308286,1.519657857041974,-6.0835986388669925,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.00840361691584392,0.0334360735599503,97,30
7,6,6,0.8,M_sum,nan,6.010506183426094,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.8,S2_sum,nan,4.233096076313867,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.8,Sstar,nan,1.5167625468401398,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.9,M_sum,nan,5.930293057588706,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.9,S2_sum,nan,4.190769177336933,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,0.9,Sstar,0.013293027991714834,1.513326341739297,-7.308845092349292,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012351732403202864,0.040572175937630135,105,30
7,6,6,1.0,M_sum,nan,5.84863850074429,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.0,S2_sum,nan,4.14765219237162,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.0,Sstar,0.014761862046527865,1.5096593810374237,-7.677061475013484,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.010764608206587407,0.034921086763820115,102,30
7,6,6,1.1,M_sum,nan,5.759381208843699,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.1,S2_sum,nan,4.099119171558955,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.1,Sstar,0.01943700952267786,1.5051823074089001,-4.441120716324719,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013621781759550745,0.07857762425271028,147,30
7,6,6,1.2000000000000002,M_sum,nan,5.670975730313415,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.2000000000000002,S2_sum,nan,4.050949055967054,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.2000000000000002,Sstar,0.02118722858299326,1.5002217907859068,-3.353295663809816,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014424565401779957,0.09504329850499967,148,30
7,6,6,1.3000000000000003,M_sum,nan,5.581379279465793,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.3000000000000003,S2_sum,nan,4.001588702551641,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.3000000000000003,Sstar,0.026644498291462853,1.4946502225624454,-3.7759724788664144,0.03,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014202253777680892,0.12948853364222876,139,30
7,6,6,1.4000000000000001,M_sum,nan,5.4912342112447785,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.4000000000000001,S2_sum,nan,3.9514341970186218,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,6,6,1.4000000000000001,Sstar,0.03370387232071548,1.4885317209901059,-4.08528829112751,0.035,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01929846944635829,0.12570589172855065,149,30
7,6,6,1.5000000000000002,M_sum,0.012901619525343055,5.401662563652336,-14.370824986698205,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014931719619828945,0.053277069017952684,83,30
7,6,6,1.5000000000000002,S2_sum,0.014222813974701905,3.9012990879968985,-9.555333495593663,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.009524551178307042,0.05262759210411372,94,30
7,6,6,1.5000000000000002,Sstar,0.10905169284758412,1.4833011559071017,-2.687015899528992,0.105,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.03968811686602402,0.1459750055538772,135,30
7,6,6,1.6,M_sum,0.015486310062636153,5.3138620841971225,-18.598028342808977,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.008936373726575568,0.050419279277572324,128,30
7,6,6,1.6,S2_sum,0.016546274257528793,3.8518238986038176,-12.620110004146456,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.007088752420422195,0.05045679678303425,130,30
7,6,6,1.6,Sstar,0.11554264493863446,1.477820885225128,-2.13828881406769,0.115,ok,local_polynomial_smoothing_then_quadratic,0.023015782010727927,0.16069637241171628,161,30
7,6,6,1.7000000000000002,M_sum,0.015395644726713408,5.226477578486112,-20.996017173376224,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.00970229110314078,0.05574474152295124,138,30
7,6,6,1.7000000000000002,S2_sum,0.01631898760846137,3.802124657239512,-14.560143493238826,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.00971024862260687,0.05775724013652053,142,30
7,6,6,1.7000000000000002,Sstar,0.13924255568755323,1.4717825979404042,-2.368417969632841,0.14,ok,local_polynomial_smoothing_then_quadratic,0.05843716377953546,0.18618376490998478,185,30
7,6,6,1.8000000000000003,M_sum,0.014951042923817043,5.140132063523275,-21.894099063978192,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.010120607991516557,0.05910300608438826,125,30
7,6,6,1.8000000000000003,S2_sum,0.015791746722971775,3.7525552660359964,-15.136960711014622,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.009920930776853118,0.06009472100592256,128,30
7,6,6,1.8000000000000003,Sstar,0.16131702668287842,1.4657882705097738,-1.898835367523835,0.165,ok,local_polynomial_smoothing_then_quadratic,0.10906247872704854,0.18908327036145878,188,30
7,6,6,1.9000000000000001,M_sum,0.014968839882950367,5.056165666903587,-28.31066482640247,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.009795259209444459,0.05727046019062844,128,30
7,6,6,1.9000000000000001,S2_sum,0.01543220977502306,3.704125586057671,-19.9941537655906,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.010208338225486955,0.05929128478041065,130,30
7,6,6,1.9000000000000001,Sstar,0.16122400364539607,1.4590624542757293,-4.024485558329365,0.16,ok,local_polynomial_smoothing_then_quadratic,0.1171418377649948,0.21257721865358542,194,30
7,6,6,2.0,M_sum,0.016370987035452027,4.973281282325187,-28.65195149729057,0.02,ok,local_polynomial_smoothing_then_quadratic,0.010675040442813801,0.05964606049289759,160,30
7,6,6,2.0,S2_sum,0.016768382683698565,3.655950432822532,-19.56622001605601,0.02,ok,local_polynomial_smoothing_then_quadratic,0.01073794616494974,0.0601828407551635,162,30
7,6,6,2.0,Sstar,0.16441656901179907,1.4536321783571886,-3.55708695717578,0.165,ok,local_polynomial_smoothing_then_quadratic,0.1314888975799367,0.24056248367976094,198,30
7,6,6,2.1,M_sum,0.018490708931871068,4.890936258830212,-25.867110108102896,0.02,ok,local_polynomial_smoothing_then_quadratic,0.01286903512611254,0.06683463477007312,163,30
7,6,6,2.1,S2_sum,0.019019929363598535,3.6075837076420503,-17.5375648467357,0.02,ok,local_polynomial_smoothing_then_quadratic,0.01276826452110419,0.06789070089891627,165,30
7,6,6,2.1,Sstar,0.18109992094204905,1.4477723717210615,-3.9876905375867477,0.18,ok,local_polynomial_smoothing_then_quadratic,0.13201599183709245,0.2647063777732573,199,30
7,6,6,2.2,M_sum,0.017357331198754277,4.810448305092947,-18.95976089688663,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012481111465954604,0.06738747625937795,139,30
7,6,6,2.2,S2_sum,0.017862216565557323,3.5600093288102226,-13.087567725657994,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012745247404717193,0.06785317449617767,143,30
7,6,6,2.2,Sstar,0.19181085764498493,1.4419480744544948,-3.034667446828834,0.19,wide_ci,local_polynomial_smoothing_then_quadratic,0.15262162179609132,0.3603799538618304,198,30
7,6,6,2.3000000000000003,M_sum,0.022900684131248097,4.7325115549866625,-31.356071342001872,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012998141833092343,0.07561716004042786,157,30
7,6,6,2.3000000000000003,S2_sum,0.023243224617867663,3.5137467172192998,-21.384726671173997,0.025,ok,local_polynomial_smoothing_then_quadratic,0.013155839456244765,0.07647138457521652,161,30
7,6,6,2.3000000000000003,Sstar,0.20238878463769752,1.4374003030112945,-5.240929414151196,0.2,wide_ci,local_polynomial_smoothing_then_quadratic,0.16175126589952574,0.33368839022111296,194,30
7,6,6,2.4000000000000004,M_sum,0.022738102695357774,4.655625496714206,-29.21395028659226,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01464934726507392,0.07196657753910994,152,30
7,6,6,2.4000000000000004,S2_sum,0.023101812279494024,3.4677495456681764,-20.097550805236782,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014597889309215066,0.07284128054303841,154,30
7,6,6,2.4000000000000004,Sstar,0.24441388450476476,1.4332391998306298,-3.826663578916116,0.245,wide_ci,local_polynomial_smoothing_then_quadratic,0.15565682047635296,0.3094201475089811,197,30
7,6,6,2.5000000000000004,M_sum,0.023827811623002692,4.580803714804522,-28.217978655122238,0.025,ok,local_polynomial_smoothing_then_quadratic,0.01533830856143997,0.0764858184555825,165,30
7,6,6,2.5000000000000004,S2_sum,0.02412053854268335,3.422699191143317,-19.375162877620234,0.025,ok,local_polynomial_smoothing_then_quadratic,0.015249629407792245,0.0771067296688535,169,30
7,6,6,2.5000000000000004,Sstar,0.22277123364797174,1.4312736918197364,-5.380148127732787,0.22,ok,local_polynomial_smoothing_then_quadratic,0.21301558577696408,0.3561719693608331,197,30
7,7,7,0.1,M_sum,nan,6.857951903287804,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.1,S2_sum,nan,4.7547156843541405,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.1,Sstar,nan,1.5621784051982237,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.2,M_sum,nan,6.84317477895328,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.2,S2_sum,nan,4.747780864884021,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.2,Sstar,nan,1.5610979717236204,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.30000000000000004,M_sum,nan,6.822853425511032,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.30000000000000004,S2_sum,nan,4.7391023318335606,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.30000000000000004,Sstar,nan,1.5607580139679575,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,0.4,M_sum,0.013366233912553744,6.77831824252983,-145.1862209128262,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.010127943570762962,0.024659270556683516,115,30
7,7,7,0.4,S2_sum,0.013619640224978715,4.715434511999666,-99.29850461488444,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.010219358448946152,0.02519754249855394,120,30
7,7,7,0.4,Sstar,0.01541732862829427,1.5588621950429382,-12.989716427304526,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01052276727893639,0.02626076544750195,143,30
7,7,7,0.5,M_sum,0.015616220782873395,6.7349804097552886,-123.62594884101574,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01119212982018219,0.026369996855413698,132,30
7,7,7,0.5,S2_sum,0.015960932154635295,4.694088495407391,-84.29411380984357,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01168685958881391,0.026888614933844226,136,30
7,7,7,0.5,Sstar,0.017339956436467834,1.5578508172696113,-11.52887304221633,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01208833233147471,0.028518137104099634,154,30
7,7,7,0.6,M_sum,0.017465080235370047,6.678928460767459,-91.81337267412822,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013423360495941299,0.033520934280230015,132,30
7,7,7,0.6,S2_sum,0.017597511856099875,4.66456317738666,-42.761053458291904,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013943060230485952,0.03425870897601183,138,30
7,7,7,0.6,Sstar,0.019799689710461147,1.556045299090129,-6.47794745479842,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012842910329388552,0.03486757949748601,153,30
7,7,7,0.7000000000000001,M_sum,0.020225507903114136,6.616999321119183,-50.58286561240186,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013696295203438317,0.0347966073797374,153,30
7,7,7,0.7000000000000001,S2_sum,0.021268756802076478,4.6330325590423955,-33.71670461928218,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014095772104091152,0.036107160911623644,154,30
7,7,7,0.7000000000000001,Sstar,0.022815311830718804,1.5543401518759252,-4.872225512324787,0.02,ok,local_polynomial_smoothing_then_quadratic,0.013814782943008027,0.0350399863897215,165,30
7,7,7,0.8,M_sum,0.023790164898806344,6.550113446484441,-48.62873892954512,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.015436898584067014,0.03788254167635409,127,30
7,7,7,0.8,S2_sum,0.0250059939572899,4.598206058521787,-32.7085065872423,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014427794695642256,0.038871378310476594,135,30
7,7,7,0.8,Sstar,0.02653551170045451,1.5526249643447725,-8.871903325545235,0.03,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01586989585534147,0.03554116557936928,150,30
7,7,7,0.9,M_sum,0.025609902191577032,6.481922338833632,-63.33499519650046,0.03,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01610302559388275,0.03851641835602883,153,30
7,7,7,0.9,S2_sum,0.026594648429722267,4.562814266404696,-43.24623775712867,0.03,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01657619422164697,0.0400014382756283,157,30
7,7,7,0.9,Sstar,0.026731193920290077,1.550595610445123,-8.36735050896659,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017024936295253996,0.03524853272568617,164,30
7,7,7,1.0,M_sum,0.029416522032920816,6.404894890935688,-51.12262937454959,0.035,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01699634981001334,0.04492202460353419,121,30
7,7,7,1.0,S2_sum,0.030777384701403503,4.5215642558844555,-34.97653083139397,0.035,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01746562763676306,0.04933636074318381,131,30
7,7,7,1.0,Sstar,0.023481496971722127,1.5477213414652848,-1.4937692468429353,0.025,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.017920816176981467,0.03998918744121411,133,30
7,7,7,1.1,M_sum,nan,6.32741701530624,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,1.1,S2_sum,0.035316149411477926,4.479850138075819,-32.51813997681837,0.04,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.018611881890949453,0.05274307994495479,125,30
7,7,7,1.1,Sstar,nan,1.5452314326197008,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,1.2000000000000002,M_sum,0.03844030465162206,6.249133694186482,-59.1273217112448,0.045,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.017262488536805887,0.04993154704680977,146,30
7,7,7,1.2000000000000002,S2_sum,0.03982765213323626,4.43806162740686,-41.2895972827996,0.045,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01771056994615095,0.05088258345508861,150,30
7,7,7,1.2000000000000002,Sstar,nan,1.542061711531684,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,1.3000000000000003,M_sum,0.01997325946022315,6.169865632729802,-56.504569632633206,0.015,ok,local_polynomial_smoothing_then_quadratic,0.01544087972386446,0.05347979201563099,164,30
7,7,7,1.3000000000000003,S2_sum,0.041735479560097856,4.395084102283252,-35.43249870189585,0.045,ok,local_polynomial_smoothing_then_quadratic,0.0157453444142922,0.0555154526173668,166,30
7,7,7,1.3000000000000003,Sstar,0.017245625345993994,1.5386888862550587,-8.194652198533756,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013605152431259773,0.04965403659104835,134,30
7,7,7,1.4000000000000001,M_sum,0.01771944831711399,6.088316367338642,-61.13413357693098,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013654023624714368,0.0572020950163723,151,30
7,7,7,1.4000000000000001,S2_sum,0.04750874718238139,4.349613524453472,-37.49073038224003,0.05,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.013792724390179166,0.05866479746186357,153,30
7,7,7,1.4000000000000001,Sstar,0.018227023655148365,1.534764927513228,-7.937627624211393,0.015,ok,local_polynomial_smoothing_then_quadratic,0.013405082957796424,0.05490086449903841,166,30
7,7,7,1.5000000000000002,M_sum,0.02055902974045087,6.0074460533983975,-44.6382178879249,0.015,ok,local_polynomial_smoothing_then_quadratic,0.014089766316326411,0.058532371530668634,174,30
7,7,7,1.5000000000000002,S2_sum,0.04588537527729709,4.305013773187251,-24.518543246434927,0.05,ok,local_polynomial_smoothing_then_quadratic,0.014179832189309446,0.060123972176336235,175,30
7,7,7,1.5000000000000002,Sstar,0.021583217133137704,1.5304835059408572,-4.907380970135137,0.02,ok,local_polynomial_smoothing_then_quadratic,0.01489517299591273,0.05336738767740236,176,30
7,7,7,1.6,M_sum,0.018361941376699293,5.9266762088098695,-27.745162286478138,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01327254134228737,0.0605833223844957,154,30
7,7,7,1.6,S2_sum,0.051295492153760384,4.259811021527547,-30.399580777965593,0.055,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01352467250267989,0.061949116516298905,152,30
7,7,7,1.6,Sstar,0.016555509300316934,1.5257879909838419,-8.871661033299434,0.015,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012845316014661507,0.06022389234044502,144,30
7,7,7,1.7000000000000002,M_sum,0.02050078801601328,5.846531525694208,-33.2845135819247,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.014618973871826885,0.06662354747335321,159,30
7,7,7,1.7000000000000002,S2_sum,0.020866867627314118,4.21439464228478,-22.81899650501125,0.02,ok,local_polynomial_smoothing_then_quadratic,0.014814804143574901,0.06864359475185623,161,30
7,7,7,1.7000000000000002,Sstar,0.01737967501508636,1.5203770465239903,-6.078987517494494,0.02,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.012442220130688592,0.07076015863232313,145,30
7,7,7,1.8000000000000003,M_sum,0.021802751508709167,5.766700905410944,-39.23221806772008,0.02,ok,local_polynomial_smoothing_then_quadratic,0.01476372330799756,0.07032536432672534,177,30
7,7,7,1.8000000000000003,S2_sum,0.05706068999303871,4.169326400495405,-31.102470058616763,0.06,ok,local_polynomial_smoothing_then_quadratic,0.014798500912980224,0.07234490251045411,179,30
7,7,7,1.8000000000000003,Sstar,nan,1.5150041159715175,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,1.9000000000000001,M_sum,0.022065968618252378,5.687140833323543,-34.76244740270092,0.02,ok,local_polynomial_smoothing_then_quadratic,0.016131020416356244,0.07368479496693521,174,30
7,7,7,1.9000000000000001,S2_sum,0.062000521282444855,4.12387488311594,-31.092377791552675,0.065,ok,local_polynomial_smoothing_then_quadratic,0.016290374646474672,0.07526424882111604,176,30
7,7,7,1.9000000000000001,Sstar,nan,1.5095461570173836,nan,0.01,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,2.0,M_sum,0.023545264867620312,5.608649539399666,-18.607037858593024,0.03,ok,local_polynomial_smoothing_then_quadratic,0.015899176088822742,0.07582594763134631,170,30
7,7,7,2.0,S2_sum,0.02395016961614507,4.078764302331456,-11.86769942014969,0.03,ok,local_polynomial_smoothing_then_quadratic,0.016518217674877513,0.0786304584222317,171,30
7,7,7,2.0,Sstar,nan,1.5032849885889947,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,2.1,M_sum,0.02477429880129977,5.532184553429389,-36.045847053433654,0.025,ok,local_polynomial_smoothing_then_quadratic,0.016791803194100743,0.0783557362949427,182,30
7,7,7,2.1,S2_sum,0.02497784850143702,4.034797560459111,-25.46455814845603,0.025,ok,local_polynomial_smoothing_then_quadratic,0.01718722692058894,0.08166895932472584,183,30
7,7,7,2.1,Sstar,nan,1.4962972066002833,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,2.2,M_sum,0.02583048858404063,5.456443300205879,-30.511029280223358,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017256313839924764,0.07987569199373501,172,30
7,7,7,2.2,S2_sum,0.0258776246853067,3.9908179931929975,-20.82891504152637,0.03,ok,local_polynomial_smoothing_then_quadratic,0.01744532419737314,0.08501981100291439,170,30
7,7,7,2.2,Sstar,nan,1.4903943234480466,nan,0.005,boundary,local_polynomial_smoothing_then_quadratic,nan,nan,0,30
7,7,7,2.3000000000000003,M_sum,0.027590869399320872,5.3811097486931585,-29.628384903111222,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017752993867523464,0.08052812213260097,165,30
7,7,7,2.3000000000000003,S2_sum,0.027716689873479843,3.946760237841935,-20.32776009340674,0.03,ok,local_polynomial_smoothing_then_quadratic,0.01723779079892373,0.08565514610097735,169,30
7,7,7,2.3000000000000003,Sstar,0.09970039332418759,1.4843074114424042,-2.714575610089102,0.1,unstable_bootstrap,local_polynomial_smoothing_then_quadratic,0.01832603756547242,0.25572473171211973,150,30
7,7,7,2.4000000000000004,M_sum,0.029240517524016615,5.306692614686687,-15.370630076525094,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017127448399475467,0.08363706772815327,167,30
7,7,7,2.4000000000000004,S2_sum,0.029679659958123134,3.9029538060681364,-10.522396268970502,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017245802599405297,0.08721692526507754,171,30
7,7,7,2.4000000000000004,Sstar,0.26109407515874017,1.4803877748090903,-4.97087216241272,0.265,wide_ci,local_polynomial_smoothing_then_quadratic,0.08360912363426666,0.27449352128451915,177,30
7,7,7,2.5000000000000004,M_sum,0.029226288294700625,5.234998740742664,-16.444244742331076,0.03,ok,local_polynomial_smoothing_then_quadratic,0.01673615626823887,0.08741044883318932,177,30
7,7,7,2.5000000000000004,S2_sum,0.02945015224525778,3.86064282752616,-11.361415402702965,0.03,ok,local_polynomial_smoothing_then_quadratic,0.017313184898834426,0.09343822241960847,176,30
7,7,7,2.5000000000000004,Sstar,0.2900916599037808,1.4762362686883799,-3.719299407425848,0.29,wide_ci,local_polynomial_smoothing_then_quadratic,0.1031040621177144,0.3100900367553279,188,30
