L,N,nmax,points,A_theory,B_theory,A_ED_fit,B_ED_fit,A_ED_bootstrap_median,A_ED_ci95_low,A_ED_ci95_high,B_ED_bootstrap_median,B_ED_ci95_low,B_ED_ci95_high,bootstrap_valid_fraction
9,9,9,10,0.1617989406760177,-0.0049642635344875,0.1947077623237698,-0.03210149661422,0.1942909233537154,0.19085847066942202,0.1970217358154029,-0.03189326943235875,-0.03353501454189382,-0.03018440812214672,1.0
