L,N,nmax,W_over_t,U_over_t,realizations,sample_mixing_mean,sample_mixing_sem
9,9,9,1.3,0.325,105,0.9469812356570101,0.0009352915758366636
9,9,9,1.3,0.35,105,0.9414334261958626,0.0009421742676635384
9,9,9,1.3,0.375,105,0.9351584017711413,0.0009959070182383371
9,9,9,1.3,0.4,105,0.9282194821248848,0.0010850009821522096
9,9,9,1.3,0.425,105,0.920678901346257,0.0011972601056189042
9,9,9,1.3,0.45,105,0.912597019234563,0.001322838601236038
9,9,9,1.3,0.475,105,0.9040317266277429,0.0014547571816913073
9,9,9,1.3,0.5,105,0.8950380213286749,0.0015883400282055114
9,9,9,1.3,0.525,105,0.8856677294032046,0.0017205209331619055
9,9,9,1.3,0.55,105,0.8759693468851935,0.0018493069280742127
9,9,9,1.3,0.575,105,0.8659879785562055,0.0019734151101448902
9,9,9,1.3,0.6,105,0.8557653528807407,0.002092036375878921
9,9,9,1.3,0.625,105,0.845339894939102,0.002204682174821848
9,9,9,1.3,0.65,105,0.8347468420117166,0.0023110838080046977
9,9,9,1.3,0.675,105,0.8240183891419319,0.002411124954543674
9,9,9,1.3,0.7,105,0.8131838544304029,0.0025047955023930705
9,9,9,1.3,0.725,105,0.8022698559415078,0.0025921593214558326
9,9,9,1.3,0.75,105,0.791300493916975,0.00267333137644095
9,9,9,1.3,0.775,105,0.7802975335044285,0.0027484612478299183
9,9,9,1.3,0.8,105,0.7692805844433286,0.0028177211529945546
9,9,9,1.3,0.825,105,0.758267275139769,0.002881297197005491
9,9,9,1.3,0.85,105,0.7472734193396348,0.002939382987077686
9,9,9,1.3,0.875,105,0.7363131742115497,0.0029921750060847682
9,9,9,1.3,0.9,105,0.7253991891095215,0.0030398693128962095
9,9,9,1.3,0.925,105,0.7145427446297058,0.0030826592530304995
9,9,9,1.3,0.95,105,0.703753881831667,0.0031207339423834518
9,9,9,1.3,0.975,105,0.693041521683136,0.0031542773422271477
9,9,9,1.3,1.0,105,0.6824135749256132,0.0031834677833655774
9,9,9,1.5,0.0,169,0.911207709837721,0.002733258840630081
9,9,9,1.5,0.025,169,0.9197234534628734,0.0026107092048238
9,9,9,1.5,0.05,169,0.9273137603250391,0.0024781934625756796
9,9,9,1.5,0.075,169,0.9339249278021731,0.002336938422482226
9,9,9,1.5,0.1,169,0.93951500671164,0.0021884747941557665
9,9,9,1.5,0.125,169,0.9440548338486103,0.002034633004495207
9,9,9,1.5,0.15,169,0.9475284923405175,0.001877544423224759
9,9,9,1.5,0.175,169,0.949933199441446,0.0017196584965352428
9,9,9,1.5,0.2,169,0.9512786728239279,0.0015637882694268539
9,9,9,1.5,0.225,169,0.9515860655763824,0.0014131961639836069
9,9,9,1.5,0.25,169,0.9508865832434571,0.0012717231075727387
9,9,9,1.5,0.275,169,0.9492199032099706,0.00114393322235106
9,9,9,1.5,0.3,169,0.9466325101101588,0.0010351676997668328
9,9,9,1.5,0.325,169,0.9431760448009804,0.0009512604601613702
9,9,9,1.5,0.35,169,0.9389057431271634,0.0008975680369735377
9,9,9,1.5,0.375,169,0.933879018035503,0.0008772662538562047
9,9,9,1.5,0.4,169,0.9281542173859602,0.0008897827669387654
9,9,9,1.5,0.425,169,0.9217895717868176,0.0009307448807047894
9,9,9,1.5,0.45,169,0.9148423327188262,0.0009936206927011256
9,9,9,1.5,0.475,169,0.9073680911566794,0.0010717087214163778
9,9,9,1.5,0.5,169,0.8994202604346839,0.001159331853803236
9,9,9,1.5,0.525,169,0.8910497035954449,0.001252158646748003
9,9,9,1.5,0.55,169,0.8823044842011485,0.0013470624913486475
9,9,9,1.5,0.575,169,0.8732297199164685,0.0014418499804365011
9,9,9,1.5,0.6,169,0.8638675195304453,0.0015350067964741193
9,9,9,1.5,0.625,169,0.8542569860321932,0.0016255007934663419
9,9,9,1.5,0.65,169,0.8444342705686042,0.0017126400502141491
9,9,9,1.5,0.675,169,0.834432664368614,0.001795973243157313
9,9,9,1.5,0.7,169,0.8242827178754861,0.0018752200907951682
9,9,9,1.5,0.725,169,0.8140123783030002,0.0019502225408841306
9,9,9,1.5,0.75,169,0.8036471385823011,0.002020910169173718
9,9,9,1.5,0.775,169,0.7932101921799793,0.002087275361839415
9,9,9,1.5,0.8,169,0.7827225895486337,0.002149355306734359
9,9,9,1.5,0.825,169,0.7722033930328042,0.0022072187895821427
9,9,9,1.5,0.85,169,0.7616698279157805,0.0022609564334481486
9,9,9,1.5,0.875,169,0.7511374279792312,0.0023106734449565617
9,9,9,1.5,0.9,169,0.7406201744820836,0.002356484213998206
9,9,9,1.5,0.925,169,0.7301306278717218,0.0023985083041843528
9,9,9,1.5,0.95,169,0.7196800518426214,0.0024368675007478482
9,9,9,1.5,0.975,169,0.7092785295765441,0.002471683671485242
9,9,9,1.5,1.0,169,0.6989350721536258,0.002503077258050308
9,9,9,1.7,0.0,185,0.8906751225295704,0.003260771757886953
9,9,9,1.7,0.025,185,0.899799677322362,0.003146001340794619
9,9,9,1.7,0.05,185,0.9080806850806429,0.0030196900815971676
9,9,9,1.7,0.075,185,0.9154619953599951,0.002882787526143705
9,9,9,1.7,0.1,185,0.921897665460846,0.002736530203156971
9,9,9,1.7,0.125,185,0.9273530862484997,0.0025824289772586216
9,9,9,1.7,0.15,185,0.9318056156813902,0.002422251910763444
9,9,9,1.7,0.175,185,0.9352447051072069,0.0022580083650999257
9,9,9,1.7,0.2,185,0.9376715484078925,0.0020919413361211517
9,9,9,1.7,0.225,185,0.9390983201377266,0.0019265356340580923
9,9,9,1.7,0.25,185,0.9395470923307395,0.0017645489293094986
9,9,9,1.7,0.275,185,0.9390485299615263,0.0016090693371883567
9,9,9,1.7,0.3,185,0.9376404636983401,0.0014635933609497536
9,9,9,1.7,0.325,185,0.9353664284878812,0.001332094354148592
9,9,9,1.7,0.35,185,0.9322742409825082,0.0012190049994044213
9,9,9,1.7,0.375,185,0.9284146709446811,0.0011289716509591075
9,9,9,1.7,0.4,185,0.9238402439933858,0.0010662131474518724
9,9,9,1.7,0.425,185,0.9186041970762219,0.001033476567896598
9,9,9,1.7,0.45,185,0.9127595948046384,0.0010309984732958083
9,9,9,1.7,0.475,185,0.9063586046189608,0.0010561856822159682
9,9,9,1.7,0.5,185,0.8994519215607965,0.001104342061434453
9,9,9,1.7,0.525,185,0.8920883288630375,0.0011699572523929036
9,9,9,1.7,0.55,185,0.8843143781349255,0.0012478047875036178
9,9,9,1.7,0.575,185,0.8761741721089221,0.001333507100422919
9,9,9,1.7,0.6,185,0.867709233253742,0.0014236576967212046
9,9,9,1.7,0.625,185,0.8589584426429288,0.0015157165560946869
9,9,9,1.7,0.65,185,0.8499580349843117,0.0016078362887014092
9,9,9,1.7,0.675,185,0.8407416374284398,0.0016986945148151564
9,9,9,1.7,0.7,185,0.8313403415214643,0.0017873570728155579
9,9,9,1.7,0.725,185,0.8217827993461922,0.001873174053278216
9,9,9,1.7,0.75,185,0.8120953364442716,0.001955703214576441
9,9,9,1.7,0.775,185,0.8023020755035872,0.002034654213509343
9,9,9,1.7,0.8,185,0.7924250660183767,0.002109848035655416
9,9,9,1.7,0.825,185,0.7824844161872125,0.0021811873492477776
9,9,9,1.7,0.85,185,0.7724984242134939,0.0022486346836985225
9,9,9,1.7,0.875,185,0.7624837069247833,0.002312196234531882
9,9,9,1.7,0.9,185,0.7524553242427938,0.0023719097466725564
9,9,9,1.7,0.925,185,0.7424268985275069,0.0024278353855765834
9,9,9,1.7,0.95,185,0.7324107282000187,0.0024800488244206037
9,9,9,1.7,0.975,185,0.7224178953335174,0.0025286359970603835
9,9,9,1.7,1.0,185,0.7124583671050596,0.0025736891205881338
9,9,9,1.9,0.0,178,0.8719269790802593,0.003767514398428398
9,9,9,1.9,0.025,178,0.8814456546634866,0.003658456941407011
9,9,9,1.9,0.05,178,0.8901881299945442,0.00353681862189353
9,9,9,1.9,0.075,178,0.8980975885647873,0.003403397572606436
9,9,9,1.9,0.1,178,0.905126236869523,0.003259274202510887
9,9,9,1.9,0.125,178,0.9112364502441221,0.0031057974310419317
9,9,9,1.9,0.15,178,0.9164014859308294,0.0029445633657241466
9,9,9,1.9,0.175,178,0.9206057423068279,0.0027773904483474146
9,9,9,1.9,0.2,178,0.9238445832047374,0.002606295926435976
9,9,9,1.9,0.225,178,0.9261237790137297,0.0024334788031978166
9,9,9,1.9,0.25,178,0.9274586384979595,0.0022613140801546272
9,9,9,1.9,0.275,178,0.9278729162372907,0.0020923618590941383
9,9,9,1.9,0.3,178,0.9273975814770071,0.0019293919989042516
9,9,9,1.9,0.325,178,0.9260695273138926,0.0017754190166016956
9,9,9,1.9,0.35,178,0.9239302872687534,0.0016337302741921311
9,9,9,1.9,0.375,178,0.9210248119418405,0.0015078706475706936
9,9,9,1.9,0.4,178,0.9174003436703547,0.0014015207616212733
9,9,9,1.9,0.425,178,0.9131054133643117,0.0013181907184676726
9,9,9,1.9,0.45,178,0.9081889718768058,0.001260689711341524
9,9,9,1.9,0.475,178,0.9026996587788512,0.001230467402139266
9,9,9,1.9,0.5,178,0.896685204311771,0.0012271069382847207
9,9,9,1.9,0.525,178,0.8901919553968298,0.0012482871848433477
9,9,9,1.9,0.55,178,0.8832645135722901,0.001290285812543051
9,9,9,1.9,0.575,178,0.8759454712272805,0.0013487606635568725
9,9,9,1.9,0.6,178,0.8682752321365974,0.0014194509080308112
9,9,9,1.9,0.625,178,0.8602919027341239,0.001498604913899218
9,9,9,1.9,0.65,178,0.8520312415119817,0.0015831411945072375
9,9,9,1.9,0.675,178,0.8435266551738546,0.0016706384540105738
