L,N,nmax,W_over_t,U_over_t,quantity,k,mean,stderr,n_disorder
7,4,4,1.2,0.47500000000000003,S2_k,-1,0.5967347677452204,0.0044726132221954654,100
7,4,4,1.2,0.47500000000000003,S2_k,0,1.1884679004097551,0.006582420885612755,100
7,4,4,1.2,0.47500000000000003,S2_k,1,0.3061752693527783,0.0067886634649495054,100
7,4,4,1.2,0.47500000000000003,S2_k,2,0.1439997245749938,0.002619948595953286,100
7,4,4,1.2,0.47500000000000003,S2_k,3,0.04268977138095914,0.0010846808340362565,100
7,4,4,1.2,0.48,S2_k,-3,0.034878901173897164,0.0012476136170671138,100
7,4,4,1.2,0.48,S2_k,-2,0.24059521444024048,0.0040249059256311755,100
7,4,4,1.2,0.48,S2_k,-1,0.5957076049047513,0.004500327076252067,100
7,4,4,1.2,0.48,S2_k,0,1.1872329383905802,0.006558634890208736,100
7,4,4,1.2,0.48,S2_k,1,0.30321862380886866,0.006741477633028003,100
7,4,4,1.2,0.48,S2_k,2,0.14346704505785957,0.002602507607940642,100
7,4,4,1.2,0.48,S2_k,3,0.04270804760200017,0.0010646660220500017,100
7,4,4,1.2,0.485,S2_k,-3,0.03459332707305373,0.0012478246700330202,100
7,4,4,1.2,0.485,S2_k,-2,0.2414771250103157,0.004003346637290661,100
7,4,4,1.2,0.485,S2_k,-1,0.5942769443841437,0.0044834882623510436,100
7,4,4,1.2,0.485,S2_k,0,1.1848527292257234,0.006469099634661991,100
7,4,4,1.2,0.485,S2_k,1,0.3012690818258976,0.0066229953498326095,100
7,4,4,1.2,0.485,S2_k,2,0.14269403710732756,0.0025770795790381793,100
7,4,4,1.2,0.485,S2_k,3,0.04272578848749413,0.001063136235434154,100
7,4,4,1.2,0.49,S2_k,-3,0.03445808177727077,0.0012084874246234352,100
7,4,4,1.2,0.49,S2_k,-2,0.24164941414899638,0.004018505253036494,100
7,4,4,1.2,0.49,S2_k,-1,0.5933477962654867,0.004437809759210305,100
7,4,4,1.2,0.49,S2_k,0,1.183135216775116,0.006377324949384093,100
7,4,4,1.2,0.49,S2_k,1,0.2998655207488668,0.00658884836086677,100
7,4,4,1.2,0.49,S2_k,2,0.141959626073921,0.0025421940897442184,100
7,4,4,1.2,0.49,S2_k,3,0.04282293386802551,0.0010472981426766946,100
7,4,4,1.2,0.495,S2_k,-3,0.03424573083229263,0.0012001998442816276,100
7,4,4,1.2,0.495,S2_k,-2,0.2424371275170626,0.004029354949833582,100
7,4,4,1.2,0.495,S2_k,-1,0.5919878444035903,0.004513890181488135,100
7,4,4,1.2,0.495,S2_k,0,1.1814202665946703,0.006441884313918969,100
7,4,4,1.2,0.495,S2_k,1,0.2966238594138298,0.006485179643985904,100
7,4,4,1.2,0.495,S2_k,2,0.1414540838198898,0.0025271950247731244,100
7,4,4,1.2,0.495,S2_k,3,0.042806323449855396,0.0010492078440536793,100
7,4,4,1.2,0.5,S2_k,-3,0.03408896553086694,0.0011945215969894414,100
7,4,4,1.2,0.5,S2_k,-2,0.24268101223025984,0.003992534704550468,100
