L,N,nmax,observable,Wmin,Wmax,n_points,intercept_q,eta_direct,R2,RMSE
7,4,4,S2_existing,0.8,2.5,5,-0.005200107498085148,1.0269309434814178,0.9999690556392874,0.000689032681099227
7,7,7,S2_existing,0.8,2.5,5,-0.00327328739621294,1.0248556437430445,0.9999803206130461,0.0003880425641739346
