L,N,nmax,filling,fixed_W,observable,U_at_maximum,maximum_value
8,4,4,0.5,1.0,onsite_pair_density,1.0,0.2872417860928733
8,4,4,0.5,1.0,onsite_pair_variance,1.0,3.0136582545390667
8,4,4,0.5,1.0,charge_fluctuation,1.0,0.5285666442948267
8,4,4,0.5,1.0,fock_entropy_normalized,1.0,0.8556195327070532
8,4,4,0.5,1.0,pr_normalized,1.0,0.28555386609552
8,4,4,0.5,1.0,Nres_mean_l1.0,1.0,2.8899797979799335
8,4,4,0.5,1.0,Nres_mean_l2.0,1.0,4.946545454545399
8,4,4,0.5,1.0,fres_l1.0,1.0,0.49671527777781327
8,4,4,0.5,1.0,fres_l2.0,1.0,0.8501874999996666
8,5,4,0.625,1.0,onsite_pair_density,1.0,0.48526253859316
8,5,4,0.625,1.0,onsite_pair_variance,1.0,4.991446177360601
8,5,4,0.625,1.0,charge_fluctuation,1.0,0.71131995799082
8,5,4,0.625,1.0,fock_entropy_normalized,1.0,0.8706528663683731
8,5,4,0.625,1.0,pr_normalized,1.0,0.2717046018035733
8,5,4,0.625,1.0,Nres_mean_l1.0,1.0,3.0746938775508
8,5,4,0.625,1.0,Nres_mean_l2.0,1.0,5.4133843537412
8,5,4,0.625,1.0,fres_l1.0,1.0,0.4593292682926533
8,5,4,0.625,1.0,fres_l2.0,1.0,0.80870680894312
8,6,4,0.75,1.0,onsite_pair_density,1.0,0.7165765139461133
8,6,4,0.75,1.0,onsite_pair_variance,1.0,7.172572704633334
8,6,4,0.75,1.0,charge_fluctuation,1.0,0.8966635927103065
8,6,4,0.75,1.0,fock_entropy_normalized,1.0,0.8827756284688998
8,6,4,0.75,1.0,pr_normalized,1.0,0.2666720935803134
8,6,4,0.75,1.0,Nres_mean_l1.0,1.0,3.322389023405867
8,6,4,0.75,1.0,Nres_mean_l2.0,1.0,5.8275060532686
8,6,4,0.75,1.0,fres_l1.0,1.0,0.4455021645022
8,6,4,0.75,1.0,fres_l2.0,1.0,0.7814155844155467
8,7,4,0.875,1.0,onsite_pair_density,1.0,0.9792546130578199
8,7,4,0.875,1.0,onsite_pair_variance,1.0,9.2446970193668
8,7,4,0.875,1.0,charge_fluctuation,1.0,1.0823205350092666
8,7,4,0.875,1.0,fock_entropy_normalized,1.0,0.8925200974357733
8,7,4,0.875,1.0,pr_normalized,1.0,0.26662252015812005
8,7,4,0.875,1.0,Nres_mean_l1.0,1.0,3.4902459711620666
8,7,4,0.875,1.0,Nres_mean_l2.0,1.0,6.179885496182534
8,7,4,0.875,1.0,fres_l1.0,1.0,0.42972013366748
8,7,4,0.875,1.0,fres_l2.0,1.0,0.7608693609022333
8,8,4,1.0,1.0,onsite_pair_density,1.0,1.2613397801149324
8,8,4,1.0,1.0,onsite_pair_variance,1.0,10.765480128631081
8,8,4,1.0,1.0,charge_fluctuation,1.0,1.2559091209236488
8,8,4,1.0,1.0,fock_entropy_normalized,1.0,0.9006703729324326
8,8,4,1.0,1.0,pr_normalized,1.0,0.2712093401146689
8,8,4,1.0,1.0,Nres_mean_l1.0,1.0,3.653138343822838
8,8,4,1.0,1.0,Nres_mean_l2.0,1.0,6.460930519560744
8,8,4,1.0,1.0,fres_l1.0,1.0,0.42004646405480406
8,8,4,1.0,1.0,fres_l2.0,1.0,0.7428930316404392
8,4,4,0.5,2.0,onsite_pair_density,1.0,0.29148885009107334
8,4,4,0.5,2.0,onsite_pair_variance,1.0,3.4998454183158674
8,4,4,0.5,2.0,charge_fluctuation,1.0,0.5202735665627334
8,4,4,0.5,2.0,fock_entropy_normalized,1.0,0.8351421867755999
8,4,4,0.5,2.0,pr_normalized,1.0,0.24348926243118665
8,4,4,0.5,2.0,Nres_mean_l1.0,1.0,2.232121212121266
8,4,4,0.5,2.0,Nres_mean_l2.0,1.0,4.032888888888533
8,4,4,0.5,2.0,fres_l1.0,1.0,0.38364583333336666
8,4,4,0.5,2.0,fres_l2.0,1.0,0.6931527777777867
8,5,4,0.625,2.0,onsite_pair_density,1.0,0.48830899579854664
8,5,4,0.625,2.0,onsite_pair_variance,1.0,5.908437209961133
8,5,4,0.625,2.0,charge_fluctuation,1.0,0.70319997952864
8,5,4,0.625,2.0,fock_entropy_normalized,1.0,0.8547240103040333
8,5,4,0.625,2.0,pr_normalized,1.0,0.23464500997458004
8,5,4,0.625,2.0,Nres_mean_l1.0,1.0,2.5383843537419337
8,5,4,0.625,2.0,Nres_mean_l2.0,1.0,4.582959183673466
8,5,4,0.625,2.0,fres_l1.0,1.0,0.3792098577236133
8,5,4,0.625,2.0,fres_l2.0,1.0,0.6846493902439332
8,6,4,0.75,2.0,onsite_pair_density,1.0,0.72093521607482
8,6,4,0.75,2.0,onsite_pair_variance,1.0,8.2860204314568
8,6,4,0.75,2.0,charge_fluctuation,1.0,0.8908837474161866
8,6,4,0.75,2.0,fock_entropy_normalized,1.0,0.8700468752268534
8,6,4,0.75,2.0,pr_normalized,1.0,0.23299744460441332
8,6,4,0.75,2.0,Nres_mean_l1.0,1.0,2.741057304277533
8,6,4,0.75,2.0,Nres_mean_l2.0,1.0,5.0154398708637995
8,6,4,0.75,2.0,fres_l1.0,1.0,0.36755086580084
8,6,4,0.75,2.0,fres_l2.0,1.0,0.6725248917749199
8,7,4,0.875,2.0,onsite_pair_density,1.0,0.9798625425858601
8,7,4,0.875,2.0,onsite_pair_variance,1.0,10.3302221426288
8,7,4,0.875,2.0,charge_fluctuation,1.0,1.0737107181002
8,7,4,0.875,2.0,fock_entropy_normalized,1.0,0.8824395341064332
8,7,4,0.875,2.0,pr_normalized,1.0,0.23722054246768665
8,7,4,0.875,2.0,Nres_mean_l1.0,1.0,2.9733460559797336
8,7,4,0.875,2.0,Nres_mean_l2.0,1.0,5.389317217980866
8,7,4,0.875,2.0,fres_l1.0,1.0,0.36607926065164664
8,7,4,0.875,2.0,fres_l2.0,1.0,0.6635343567251599
8,8,4,1.0,2.0,onsite_pair_density,1.0,1.2562774969333335
8,8,4,1.0,2.0,onsite_pair_variance,1.0,11.873650887645999
8,8,4,1.0,2.0,charge_fluctuation,1.0,1.2421381470972002
8,8,4,1.0,2.0,fock_entropy_normalized,1.0,0.8922878916163465
8,8,4,1.0,2.0,pr_normalized,1.0,0.24359115099316
8,8,4,1.0,2.0,Nres_mean_l1.0,1.0,3.188685540334667
8,8,4,1.0,2.0,Nres_mean_l2.0,1.0,5.7727951293755995
8,8,4,1.0,2.0,fres_l1.0,1.0,0.36664258512544
8,8,4,1.0,2.0,fres_l2.0,1.0,0.6637696012544666
8,4,4,0.5,3.0,onsite_pair_density,1.0,0.29155231541978
8,4,4,0.5,3.0,onsite_pair_variance,1.0,3.9130810705839334
8,4,4,0.5,3.0,charge_fluctuation,1.0,0.48830451983296674
8,4,4,0.5,3.0,fock_entropy_normalized,1.0,0.7848418939771401
8,4,4,0.5,3.0,pr_normalized,1.0,0.17602115535206933
8,4,4,0.5,3.0,Nres_mean_l1.0,1.0,1.85511111111092
8,4,4,0.5,3.0,Nres_mean_l2.0,1.0,3.4118787878788
8,4,4,0.5,3.0,fres_l1.0,1.0,0.31884722222221334
8,4,4,0.5,3.0,fres_l2.0,1.0,0.5864166666666933
8,5,4,0.625,3.0,onsite_pair_density,1.0,0.48636197831535327
