L,N,nmax,W_over_t,U_over_t,bin_left,bin_right,count,probability
7,4,4,0.8,0.005,1.0378187461628336,1.1026824177980108,50,0.025
7,4,4,0.8,0.005,1.1026824177980108,1.167546089433188,13,0.0065
7,4,4,0.8,0.005,1.167546089433188,1.2324097610683649,81,0.0405
7,4,4,0.8,0.005,1.2324097610683649,1.297273432703542,2,0.001
7,4,4,0.8,0.005,1.297273432703542,1.3621371043387192,110,0.055
7,4,4,0.8,0.005,1.3621371043387192,1.4270007759738963,150,0.075
7,4,4,0.8,0.005,1.4270007759738963,1.4918644476090734,0,0.0
7,4,4,0.8,0.005,1.4918644476090734,1.5567281192442506,1,0.0005
7,4,4,0.8,0.005,1.5567281192442506,1.6215917908794275,66,0.033
7,4,4,0.8,0.005,1.6215917908794275,1.6864554625146047,0,0.0
7,4,4,0.8,0.005,1.6864554625146047,1.7513191341497818,0,0.0
7,4,4,0.8,0.005,1.7513191341497818,1.816182805784959,0,0.0
7,4,4,0.8,0.005,1.816182805784959,1.881046477420136,0,0.0
7,4,4,0.8,0.005,1.881046477420136,1.9459101490553132,0,0.0
7,4,4,0.8,0.01,0.0,0.0648636716351771,665,0.3325
7,4,4,0.8,0.01,0.0648636716351771,0.1297273432703542,0,0.0
7,4,4,0.8,0.01,0.1297273432703542,0.19459101490553132,0,0.0
7,4,4,0.8,0.01,0.19459101490553132,0.2594546865407084,0,0.0
7,4,4,0.8,0.01,0.2594546865407084,0.3243183581758855,0,0.0
7,4,4,0.8,0.01,0.3243183581758855,0.38918202981106265,0,0.0
7,4,4,0.8,0.01,0.38918202981106265,0.45404570144623974,0,0.0
7,4,4,0.8,0.01,0.45404570144623974,0.5189093730814168,0,0.0
7,4,4,0.8,0.01,0.5189093730814168,0.583773044716594,0,0.0
7,4,4,0.8,0.01,0.583773044716594,0.648636716351771,78,0.039
7,4,4,0.8,0.01,0.648636716351771,0.7135003879869481,340,0.17
7,4,4,0.8,0.01,0.7135003879869481,0.7783640596221253,0,0.0
7,4,4,0.8,0.01,0.7783640596221253,0.8432277312573023,12,0.006
7,4,4,0.8,0.01,0.8432277312573023,0.9080914028924795,49,0.0245
7,4,4,0.8,0.01,0.9080914028924795,0.9729550745276565,123,0.0615
7,4,4,0.8,0.01,0.9729550745276565,1.0378187461628336,303,0.1515
7,4,4,0.8,0.01,1.0378187461628336,1.1026824177980108,25,0.0125
7,4,4,0.8,0.01,1.1026824177980108,1.167546089433188,11,0.0055
7,4,4,0.8,0.01,1.167546089433188,1.2324097610683649,82,0.041
7,4,4,0.8,0.01,1.2324097610683649,1.297273432703542,3,0.0015
7,4,4,0.8,0.01,1.297273432703542,1.3621371043387192,117,0.0585
7,4,4,0.8,0.01,1.3621371043387192,1.4270007759738963,135,0.0675
7,4,4,0.8,0.01,1.4270007759738963,1.4918644476090734,0,0.0
7,4,4,0.8,0.01,1.4918644476090734,1.5567281192442506,1,0.0005
7,4,4,0.8,0.01,1.5567281192442506,1.6215917908794275,56,0.028
7,4,4,0.8,0.01,1.6215917908794275,1.6864554625146047,0,0.0
7,4,4,0.8,0.01,1.6864554625146047,1.7513191341497818,0,0.0
7,4,4,0.8,0.01,1.7513191341497818,1.816182805784959,0,0.0
7,4,4,0.8,0.01,1.816182805784959,1.881046477420136,0,0.0
7,4,4,0.8,0.01,1.881046477420136,1.9459101490553132,0,0.0
7,4,4,0.8,0.015,0.0,0.0648636716351771,659,0.3295
7,4,4,0.8,0.015,0.0648636716351771,0.1297273432703542,0,0.0
7,4,4,0.8,0.015,0.1297273432703542,0.19459101490553132,0,0.0
7,4,4,0.8,0.015,0.19459101490553132,0.2594546865407084,0,0.0
7,4,4,0.8,0.015,0.2594546865407084,0.3243183581758855,0,0.0
7,4,4,0.8,0.015,0.3243183581758855,0.38918202981106265,0,0.0
7,4,4,0.8,0.015,0.38918202981106265,0.45404570144623974,0,0.0
7,4,4,0.8,0.015,0.45404570144623974,0.5189093730814168,0,0.0
7,4,4,0.8,0.015,0.5189093730814168,0.583773044716594,0,0.0
7,4,4,0.8,0.015,0.583773044716594,0.648636716351771,79,0.0395
7,4,4,0.8,0.015,0.648636716351771,0.7135003879869481,350,0.175
7,4,4,0.8,0.015,0.7135003879869481,0.7783640596221253,0,0.0
7,4,4,0.8,0.015,0.7783640596221253,0.8432277312573023,13,0.0065
7,4,4,0.8,0.015,0.8432277312573023,0.9080914028924795,51,0.0255
7,4,4,0.8,0.015,0.9080914028924795,0.9729550745276565,114,0.057
7,4,4,0.8,0.015,0.9729550745276565,1.0378187461628336,315,0.1575
7,4,4,0.8,0.015,1.0378187461628336,1.1026824177980108,8,0.004
7,4,4,0.8,0.015,1.1026824177980108,1.167546089433188,10,0.005
7,4,4,0.8,0.015,1.167546089433188,1.2324097610683649,86,0.043
7,4,4,0.8,0.015,1.2324097610683649,1.297273432703542,2,0.001
7,4,4,0.8,0.015,1.297273432703542,1.3621371043387192,122,0.061
7,4,4,0.8,0.015,1.3621371043387192,1.4270007759738963,136,0.068
7,4,4,0.8,0.015,1.4270007759738963,1.4918644476090734,0,0.0
7,4,4,0.8,0.015,1.4918644476090734,1.5567281192442506,1,0.0005
7,4,4,0.8,0.015,1.5567281192442506,1.6215917908794275,54,0.027
7,4,4,0.8,0.015,1.6215917908794275,1.6864554625146047,0,0.0
7,4,4,0.8,0.015,1.6864554625146047,1.7513191341497818,0,0.0
7,4,4,0.8,0.015,1.7513191341497818,1.816182805784959,0,0.0
7,4,4,0.8,0.015,1.816182805784959,1.881046477420136,0,0.0
7,4,4,0.8,0.015,1.881046477420136,1.9459101490553132,0,0.0
7,4,4,0.8,0.02,0.0,0.0648636716351771,652,0.326
7,4,4,0.8,0.02,0.0648636716351771,0.1297273432703542,0,0.0
7,4,4,0.8,0.02,0.1297273432703542,0.19459101490553132,0,0.0
7,4,4,0.8,0.02,0.19459101490553132,0.2594546865407084,0,0.0
7,4,4,0.8,0.02,0.2594546865407084,0.3243183581758855,0,0.0
7,4,4,0.8,0.02,0.3243183581758855,0.38918202981106265,0,0.0
7,4,4,0.8,0.02,0.38918202981106265,0.45404570144623974,0,0.0
7,4,4,0.8,0.02,0.45404570144623974,0.5189093730814168,0,0.0
7,4,4,0.8,0.02,0.5189093730814168,0.583773044716594,0,0.0
7,4,4,0.8,0.02,0.583773044716594,0.648636716351771,82,0.041
7,4,4,0.8,0.02,0.648636716351771,0.7135003879869481,365,0.1825
7,4,4,0.8,0.02,0.7135003879869481,0.7783640596221253,0,0.0
7,4,4,0.8,0.02,0.7783640596221253,0.8432277312573023,12,0.006
7,4,4,0.8,0.02,0.8432277312573023,0.9080914028924795,44,0.022
7,4,4,0.8,0.02,0.9080914028924795,0.9729550745276565,106,0.053
7,4,4,0.8,0.02,0.9729550745276565,1.0378187461628336,319,0.1595
7,4,4,0.8,0.02,1.0378187461628336,1.1026824177980108,6,0.003
7,4,4,0.8,0.02,1.1026824177980108,1.167546089433188,7,0.0035
7,4,4,0.8,0.02,1.167546089433188,1.2324097610683649,98,0.049
7,4,4,0.8,0.02,1.2324097610683649,1.297273432703542,3,0.0015
7,4,4,0.8,0.02,1.297273432703542,1.3621371043387192,126,0.063
7,4,4,0.8,0.02,1.3621371043387192,1.4270007759738963,127,0.0635
7,4,4,0.8,0.02,1.4270007759738963,1.4918644476090734,0,0.0
7,4,4,0.8,0.02,1.4918644476090734,1.5567281192442506,1,0.0005
7,4,4,0.8,0.02,1.5567281192442506,1.6215917908794275,52,0.026
7,4,4,0.8,0.02,1.6215917908794275,1.6864554625146047,0,0.0
7,4,4,0.8,0.02,1.6864554625146047,1.7513191341497818,0,0.0
7,4,4,0.8,0.02,1.7513191341497818,1.816182805784959,0,0.0
7,4,4,0.8,0.02,1.816182805784959,1.881046477420136,0,0.0
7,4,4,0.8,0.02,1.881046477420136,1.9459101490553132,0,0.0
7,4,4,0.8,0.025,0.0,0.0648636716351771,645,0.3225
7,4,4,0.8,0.025,0.0648636716351771,0.1297273432703542,0,0.0
7,4,4,0.8,0.025,0.1297273432703542,0.19459101490553132,0,0.0
7,4,4,0.8,0.025,0.19459101490553132,0.2594546865407084,0,0.0
7,4,4,0.8,0.025,0.2594546865407084,0.3243183581758855,0,0.0
7,4,4,0.8,0.025,0.3243183581758855,0.38918202981106265,0,0.0
7,4,4,0.8,0.025,0.38918202981106265,0.45404570144623974,0,0.0
7,4,4,0.8,0.025,0.45404570144623974,0.5189093730814168,0,0.0
7,4,4,0.8,0.025,0.5189093730814168,0.583773044716594,0,0.0
7,4,4,0.8,0.025,0.583773044716594,0.648636716351771,78,0.039
7,4,4,0.8,0.025,0.648636716351771,0.7135003879869481,367,0.1835
7,4,4,0.8,0.025,0.7135003879869481,0.7783640596221253,0,0.0
7,4,4,0.8,0.025,0.7783640596221253,0.8432277312573023,13,0.0065
7,4,4,0.8,0.025,0.8432277312573023,0.9080914028924795,44,0.022
7,4,4,0.8,0.025,0.9080914028924795,0.9729550745276565,103,0.0515
7,4,4,0.8,0.025,0.9729550745276565,1.0378187461628336,322,0.161
7,4,4,0.8,0.025,1.0378187461628336,1.1026824177980108,5,0.0025
7,4,4,0.8,0.025,1.1026824177980108,1.167546089433188,4,0.002
7,4,4,0.8,0.025,1.167546089433188,1.2324097610683649,88,0.044
7,4,4,0.8,0.025,1.2324097610683649,1.297273432703542,3,0.0015
7,4,4,0.8,0.025,1.297273432703542,1.3621371043387192,146,0.073
7,4,4,0.8,0.025,1.3621371043387192,1.4270007759738963,133,0.0665
7,4,4,0.8,0.025,1.4270007759738963,1.4918644476090734,0,0.0
7,4,4,0.8,0.025,1.4918644476090734,1.5567281192442506,1,0.0005
7,4,4,0.8,0.025,1.5567281192442506,1.6215917908794275,48,0.024
