L,N,nmax,observable,Wmin,Wmax,n_points,intercept_b,slope_c,cov_bb,cov_bc,cov_cc,slope_ci_low,slope_ci_high,R2,RMSE,eta_to_M,eta_ci_low,eta_ci_high,bootstrap_valid
7,4,4,M_existing,0.8,2.5,5,0.03084093467628798,0.19805676798587135,5.197126202550574e-05,-2.759830293101073e-05,1.6625483693379956e-05,0.18263919635152573,0.21442862204321383,0.9987301152311701,0.004298166758059043,1.0,1.0,1.0,500
7,4,4,S2_existing,0.8,2.5,5,0.026404446088010337,0.20343095888704102,3.904537572779806e-05,-2.0734268620647727e-05,1.2490523265450437e-05,0.1889384002359832,0.21938124352349764,0.9990953621847098,0.0037255159981630067,1.0271345986093898,1.020983859227607,1.0348810999260691,500
7,4,4,M_graph_per_edge,0.8,2.5,3,-0.002336537372321332,0.03560081286442173,1.5218662159275684e-06,-8.706328466404853e-07,5.223797079842912e-07,0.02619344180647627,0.10292896300810002,0.9995880092099116,0.0002661042493587046,0.17983352554592666,0.13323076353092636,0.5203501309249571,350
7,7,7,M_existing,0.8,2.5,5,0.021346974041057946,0.14016417029356865,2.20824510379299e-05,-1.1726445528779155e-05,7.064123812517564e-06,0.12935145357581437,0.1510204016031103,0.9989224503010216,0.002801723466095379,1.0,1.0,1.0,500
7,7,7,S2_existing,0.8,2.5,5,0.018569560700912376,0.14366895587091855,1.7355848826380992e-05,-9.21647762373399e-06,5.552094954056621e-06,0.1331914311797752,0.15423850509573173,0.9991936901754017,0.002483845388293665,1.0250048608714286,1.0204492214661582,1.0302046972347267,500
7,7,7,M_graph_per_edge,0.8,2.5,3,-0.006201069321862869,0.017130350495101577,2.773433330875589e-05,-1.2894929877871742e-05,6.140442798986543e-06,0.008193502634487591,0.026077361183985612,0.9795038015174183,0.0008093086958789166,0.1301200613779234,0.06198867114111217,0.1937051958403294,339
7,7,7,S2_graph_per_edge,0.8,2.5,3,-0.0022173582718255425,0.01541745443759857,2.3938411732076127e-05,-1.1130036451075985e-05,5.300017357655231e-06,0.006874318969308883,0.02592586368444054,0.9781890421689192,0.0007518877474839972,0.11710911100653273,0.05034807111973881,0.1956110418645828,369
