L,N,nmax,observable,Wmin,Wmax,n_points,intercept_q,eta_direct,R2,RMSE
7,4,4,S2_existing,0.8,2.5,5,-0.005200107498085148,1.0269309434814178,0.9999690556392874,0.000689032681099227
7,4,4,M_graph_per_edge,0.8,2.5,3,-0.008522816357716347,0.1798379196761376,0.9999983490728143,1.684503879352636e-05
7,7,7,S2_existing,0.8,2.5,5,-0.00327328739621294,1.0248556437430445,0.9999803206130461,0.0003880425641739346
7,7,7,M_graph_per_edge,0.8,2.5,3,-0.011275971921284432,0.12981436212703695,0.9751186681353923,0.0008916909516910785
7,7,7,S2_graph_per_edge,0.8,2.5,3,-0.006782264144251427,0.11682592239855531,0.9736754927642973,0.0008260298925274979
