L,N,nmax,W,Uhalf,half_level,s_infinity_estimate,n_U
8,4,5,14.0,5.736740500216069,0.5,0.17078030240863434,10
8,4,5,15.0,6.11773088421941,0.5,0.17044008993917598,10
8,5,2,0.1,3.423137422868298,0.5,0.754966657352998,10
8,5,2,0.25,3.378070136445426,0.5,0.747951278068957,10
8,5,2,0.5,3.4553292375272493,0.5,0.737320613165497,10
8,5,2,0.75,3.5017241943805852,0.5,0.724827369166425,10
8,5,2,1.0,3.5380649803140574,0.5,0.711623455227689,10
8,5,2,2.0,3.7909123769448687,0.5,0.63214927797051,10
8,5,2,3.0,4.092009415698429,0.5,0.533663960607351,10
8,5,2,4.0,4.393307652628803,0.5,0.45253986461182205,10
8,5,2,5.0,4.670905011842997,0.5,0.39051205969709396,10
8,5,2,6.0,4.862410381815657,0.5,0.34238902128689597,10
8,5,2,7.0,5.466261749391891,0.5,0.302962809237244,10
8,5,2,8.0,5.662074764886975,0.5,0.27522621437693906,10
8,5,2,9.0,6.050670084377535,0.5,0.256427191055828,10
8,5,2,10.0,6.2631494061027615,0.5,0.245827624148586,10
8,5,2,11.0,6.420177121758181,0.5,0.22955913767500602,10
8,5,2,12.0,6.30511466307712,0.5,0.226091648895888,10
8,5,2,13.0,6.671012544961057,0.5,0.220269582209103,10
8,5,2,14.0,6.376178988525479,0.5,0.20871910052061401,10
8,5,2,15.0,5.910371419788251,0.5,0.203144305233241,10
8,5,3,0.1,2.9072118642353444,0.5,0.6529752557837609,10
8,5,3,0.25,2.945205460448134,0.5,0.6386803627285991,10
8,5,3,0.5,3.0206452783611106,0.5,0.620170888431721,10
8,5,3,0.75,3.095406253402576,0.5,0.600246126314756,10
8,5,3,1.0,3.170400622794969,0.5,0.5755770387768968,10
8,5,3,2.0,3.336675340241514,0.5,0.4872704733234533,10
8,5,3,3.0,3.4728210361574496,0.5,0.40797275533401334,10
8,5,3,4.0,3.744006390354522,0.5,0.33406420691532,10
8,5,3,5.0,3.9628279431067215,0.5,0.29210912347374335,10
8,5,3,6.0,4.357596265273205,0.5,0.25572663003393,10
8,5,3,7.0,4.405176750062134,0.5,0.23456985583050666,10
8,5,3,8.0,5.083416208928927,0.5,0.21676880360686332,10
8,5,3,9.0,4.951853826325303,0.5,0.20098273464352334,10
8,5,3,10.0,5.396204882805904,0.5,0.19564443813734866,10
8,5,3,11.0,5.159253982629796,0.5,0.18947291445668668,10
8,5,3,12.0,5.389469602689451,0.5,0.18657894618720333,10
8,5,3,13.0,5.785706347315,0.5,0.17816740506624001,10
8,5,3,14.0,6.116535107644804,0.5,0.172853743858278,10
8,5,3,15.0,5.899127684637013,0.5,0.17399532247215332,10
8,5,4,0.1,2.916246966167732,0.5,0.637136850646419,10
8,5,4,0.25,2.935919628784844,0.5,0.624652218961148,10
8,5,4,0.5,2.9881050566989718,0.5,0.606239253932194,10
8,5,4,0.75,3.0497282488602555,0.5,0.584429937004115,10
8,5,4,1.0,3.0989991539553925,0.5,0.5589450795601567,10
